0301075620140913,,301,756
,"WASHINGTON wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Washington at 15:00,,ILL,UW
,"Taylor Zalewski kickoff for 65 yds , John Ross return for 54 yds to the Illin 46",0,0
1st and 10 at ILL 46,Lavon Coleman run for 2 yds to the Illin 44,,
2nd and 8 at ILL 44,Cyler Miles run for 9 yds to the Illin 35 for a 1ST down,,
1st and 10 at ILL 35,Cyler Miles pass complete to Lavon Coleman for no gain to the Illin 35,,
2nd and 10 at ILL 35,Lavon Coleman run for 3 yds to the Illin 32,,
3rd and 7 at ILL 32,Cyler Miles pass complete to Jaydon Mickens for 11 yds to the Illin 21 for a 1ST down,,
1st and 10 at ILL 21,Lavon Coleman run for 3 yds to the Illin 18,,
2nd and 7 at ILL 18,Cyler Miles pass complete to Jaydon Mickens for 4 yds to the Illin 14,,
3rd and 3 at ILL 14,Lavon Coleman run for 1 yd to the Illin 13,,
4th and 2 at ILL 13,Lavon Coleman run for 2 yds to the Illin 11 for a 1ST down,,
1st and 10 at ILL 11,Cyler Miles pass complete to John Ross for a loss of 1 yard to the Illin 12,,
2nd and 11 at ILL 12,Cyler Miles run for 9 yds to the Illin 3,,
3rd and 2 at ILL 3,"Jesse Callier run for 3 yds for a TD, (Cameron Van Winkle KICK)",0,7
"WASH DRIVE TOTALS: 12 plays, 46 yards, 4:44"
Illinois at 10:16,,ILL,UW
,"Tristan Vizcaino kickoff for 65 yds , u""V'Angelo Bentley"",  return for 30 yds to the Illin 30",0,7
1st and 10 at ILL 30,Wes Lunt pass complete to Mike Dudek for 15 yds to the Illin 45 for a 1ST down,,
1st and 10 at ILL 45,Wes Lunt pass complete to Martize Barr for 15 yds to the Wash 40 for a 1ST down,,
1st and 10 at WASH 40,Josh Ferguson run for 11 yds to the Wash 29 for a 1ST down,,
1st and 10 at WASH 29,Wes Lunt pass complete to Mike Dudek for 2 yds to the Wash 27,,
2nd and 8 at WASH 27,Josh Ferguson run for 3 yds to the Wash 24,,
3rd and 5 at WASH 24,Wes Lunt pass complete to Mike Dudek for 4 yds to the Wash 20,,
4th and 1 at WASH 20,Jon Davis run for 7 yds to the Wash 13 for a 1ST down,,
1st and 10 at WASH 13,Wes Lunt pass complete to Josh Ferguson for 4 yds to the Wash 9,,
2nd and 6 at WASH 9,Josh Ferguson run for 1 yd to the Wash 8,,
3rd and 5 at WASH 8,Wes Lunt pass incomplete to Josh Ferguson,,
4th and 5 at WASH 8,Taylor Zalewski 25 yd FG GOOD,3,7
"ILL DRIVE TOTALS: 11 plays, 62 yards, 4:29"
Washington at 5:47,,ILL,UW
,Taylor Zalewski kickoff for 65 yds for a touchback,3,7
1st and 10 at WASH 25,"Cyler Miles pass complete to John Ross for 75 yds for a TD, (Cameron Van Winkle KICK)",3,14
"WASH DRIVE TOTALS: 1 play, 75 yards, 0:13"
Illinois at 5:34,,ILL,UW
,Tristan Vizcaino kickoff for 65 yds for a touchback,3,14
1st and 10 at ILL 25,"Ferguson, Josh rush for 7 yards to the ILLINOIS32, PENALTY ILLINOIS holding 0 yards to the ILLINOIS15, NO PLAY.",,
1st and 20 at ILL 15,Wes Lunt pass incomplete,,
2nd and 20 at ILL 15,Wes Lunt pass complete to Geronimo Allison for 11 yds to the Illin 26,,
3rd and 9 at ILL 26,"Wes Lunt pass intercepted for a TD Shaq Thompson return for 36 yds for a TD, (Cameron Van Winkle KICK)",3,21
"ILL DRIVE TOTALS: 3 plays, 11 yards, 1:23"
Illinois at 4:11,,ILL,UW
,"Tristan Vizcaino kickoff for 62 yds , u""V'Angelo Bentley"",  return for 32 yds to the Illin 35",3,21
1st and 10 at ILL 35,Wes Lunt pass incomplete to Geronimo Allison,,
2nd and 10 at ILL 35,Josh Ferguson run for no gain to the Illin 35,,
4th and 18 at ILL 27,"Justin DuVernois punt for 48 yds, punt out-of-bounds at the Wash 25",,
3rd and 10 at ILL 35,"Wes Lunt sacked by u""Haoli Kikaha"",  for a loss of 8 yards to the Illin 27",,
"ILL DRIVE TOTALS: 3 plays, -8 yards, 0:41"
Washington at 3:30,,ILL,UW
1st and 10 at WASH 25,Jaydon Mickens run for 9 yds to the Wash 34,3,21
2nd and 1 at WASH 34,Jesse Callier run for 8 yds to the Wash 42 for a 1ST down,,
1st and 10 at WASH 42,Marvin Hall pass complete to Jaydon Mickens for 28 yds to the Illin 30 for a 1ST down,,
1st and 10 at ILL 30,Marvin Hall pass complete to Deontae Cooper for 4 yds to the Illin 26,,
2nd and 6 at ILL 26,Deontae Cooper run for 7 yds to the Illin 19 for a 1ST down,,
1st and 10 at ILL 19,Cyler Miles pass complete to Kendyl Taylor for 4 yds to the Illin 15,,
2nd and 6 at ILL 15,Cyler Miles pass complete to Deontae Cooper for 3 yds to the Illin 12,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Washington at 15:00,,ILL,UW
3rd and 3 at ILL 12,"Dwayne Washington run for 12 yds for a TD, (Cameron Van Winkle KICK)",3,28
"WASH DRIVE TOTALS: 8 plays, 75 yards, 3:37"
Illinois at 14:53,,ILL,UW
,"Tristan Vizcaino kickoff for 63 yds , u""V'Angelo Bentley"",  return for 25 yds to the Illin 27",3,28
1st and 10 at ILL 27,Wes Lunt pass complete to Josh Ferguson for a loss of 6 yards to the Illin 21,,
