0472036520140927,,472,365
,"Coin Toss: MSNU wins toss, will receive.  LSU will kick off and",,
1st Quarter Play-by-Play
New Mexico State at 15:00,,NMSU,LSU
,Trent Domingue kickoff for 65 yds for a touchback,0,0
1st and 10 at NMSU 25,Tyler Rogers pass incomplete to N/A,,
2nd and 10 at NMSU 25,Tyler Rogers pass complete to Joseph Matthews for 4 yds to the NMxSt 29,,
3rd and 6 at NMSU 29,Tyler Rogers pass complete to Adam Shapiro for 9 yds to the NMxSt 38 for a 1ST down,,
1st and 10 at NMSU 38,Xavier Hall run for 2 yds to the NMxSt 40,,
2nd and 8 at NMSU 40,Xavier Hall run for 2 yds to the NMxSt 42,,
3rd and 6 at NMSU 42,"Tyler Rogers pass intercepted u""Tre'Davious White"",  return for no gain to the LSU 26",,
"NMSU DRIVE TOTALS: 6 plays, 17 yards, 1:31"
LSU at 13:29,,NMSU,LSU
1st and 10 at LSU 26,Anthony Jennings run for 9 yds to the LSU 35,0,0
2nd and 1 at LSU 35,Kenny Hilliard run for 6 yds to the LSU 41 for a 1ST down,,
1st and 10 at LSU 41,"Anthony Jennings run for 6 yds to the 50 yard line Anthony Jennings fumbled, forced by Kawe Johnson, recovered by NMxSt Dalton Herrington , return to the 50 yard line",,
"LSU DRIVE TOTALS: 3 plays, 24 yards, 1:04"
New Mexico State at 12:25,,NMSU,LSU
1st and 10 at 50,Xavier Hall run for 1 yd to the LSU 49,0,0
2nd and 9 at LSU 49,Tyler Rogers pass incomplete to N/A,,
3rd and 9 at LSU 49,Tyler Rogers run for 7 yds to the LSU 42,,
4th and 2 at LSU 42,Steven Witkowski punt for 42 yds for a touchback,,
"NMSU DRIVE TOTALS: 3 plays, 8 yards, 0:55"
LSU at 11:30,,NMSU,LSU
1st and 10 at LSU 20,Leonard Fournette run for 1 yd to the LSU 21,0,0
2nd and 9 at LSU 21,Anthony Jennings sacked by Dalton Herrington for a loss of 9 yards to the LSU 12,,
3rd and 18 at LSU 12,Anthony Jennings pass complete to Terrence Magee for 4 yds to the LSU 16,,
4th and 14 at LSU 16,"Jamie Keehn punt for 57 yds, downed at the NMxSt 27",,
"LSU DRIVE TOTALS: 3 plays, -4 yards, 2:07"
New Mexico State at 9:23,,NMSU,LSU
1st and 10 at NMSU 27,Brandon Betancourt run for 2 yds to the NMxSt 29,0,0
2nd and 8 at NMSU 29,Tyler Rogers pass complete to Teldrick Morgan for 2 yds to the NMxSt 31,,
3rd and 6 at NMSU 31,Tyler Rogers pass complete to Teldrick Morgan for 14 yds to the NMxSt 45 for a 1ST down,,
1st and 10 at NMSU 45,Brandon Betancourt run for 2 yds to the NMxSt 47,,
2nd and 8 at NMSU 47,"Tyler Rogers pass complete to Teldrick Morgan for a loss of 1 yard to the NMxSt 46 NEW MEXICO ST Penalty, illegal procedure ( Yards) declined",,
3rd and 9 at NMSU 46,Tyler Rogers pass complete to Brandon Betancourt for no gain to the NMxSt 46,,
4th and 9 at NMSU 46,Steven Witkowski punt for 54 yds for a touchback,,
"NMSU DRIVE TOTALS: 6 plays, 19 yards, 2:33"
LSU at 6:50,,NMSU,LSU
1st and 10 at LSU 20,Anthony Jennings pass intercepted Kawe Johnson return for no gain to the NMxSt 43,0,0
"LSU DRIVE TOTALS: 1 play, 0 yards, 0:10"
New Mexico State at 6:40,,NMSU,LSU
1st and 10 at NMSU 43,"Tyler Rogers pass complete to Joshua Bowen for 15 yds to the LSU 42 for a 1ST down LSU Penalty, personal foul (N/A) to the LSU 27 for a 1ST down",0,0
1st and 10 at LSU 27,Tyler Rogers pass incomplete to Joshua Bowen,,
2nd and 10 at LSU 27,Tyler Rogers pass incomplete to Teldrick Morgan,,
3rd and 10 at LSU 27,Tyler Rogers pass complete to Adam Shapiro for 4 yds to the LSU 23,,
4th and 6 at LSU 23,Maxwell Johnson 40 yd FG MISSED,,
"NMSU DRIVE TOTALS: 5 plays, 34 yards, 1:09"
LSU at 5:31,,NMSU,LSU
1st and 10 at LSU 23,Terrence Magee run for 8 yds to the LSU 31,0,0
2nd and 2 at LSU 31,"Terrence Magee run for 8 yds to the LSU 39 for a 1ST down NEW MEXICO ST Penalty, substitution infraction ( Yards) declined for a 1ST down",,
1st and 10 at LSU 39,Anthony Jennings pass intercepted Cassius Corley return for no gain to the NMxSt 36,,
"LSU DRIVE TOTALS: 3 plays, 16 yards, 0:44"
New Mexico State at 4:47,,NMSU,LSU
1st and 10 at NMSU 36,"LSU Penalty, offside defense (N/A) to the NMxSt 41",0,0
1st and 5 at NMSU 41,Xavier Hall run for 3 yds to the NMxSt 44,,
2nd and 2 at NMSU 44,"Tyler Rogers pass incomplete to Joshua Bowen, broken up by Jamal Adams",,
3rd and 2 at NMSU 44,"NEW MEXICO ST Penalty, false start (N/A) to the NMxSt 39",,
3rd and 7 at NMSU 39,Tyler Rogers pass incomplete to Teldrick Morgan,,
4th and 7 at NMSU 39,"Steven Witkowski punt for 1 yd, punt out-of-bounds at the NMxSt 40",,
"NMSU DRIVE TOTALS: 3 plays, 3 yards, 0:41"
LSU at 4:06,,NMSU,LSU
1st and 10 at NMSU 40,Leonard Fournette run for 9 yds to the NMxSt 31,0,0
2nd and 1 at NMSU 31,Leonard Fournette run for 9 yds to the NMxSt 22 for a 1ST down,,
1st and 10 at NMSU 22,Leonard Fournette run for 4 yds to the NMxSt 18,,
2nd and 6 at NMSU 18,Anthony Jennings pass complete to Trey Quinn for 7 yds to the NMxSt 11 for a 1ST down,,
1st and 10 at NMSU 11,"Terrence Magee run for 11 yds for a TD, (Colby Delahoussaye KICK)",0,7
"LSU DRIVE TOTALS: 5 plays, 40 yards, 1:59"
New Mexico State at 2:07,,NMSU,LSU
,Trent Domingue kickoff for 65 yds for a touchback,0,7
1st and 10 at NMSU 25,Tyler Rogers pass complete to Andrew Dean for no gain to the NMxSt 25,,
2nd and 10 at NMSU 25,Tyler Rogers pass complete to Adam Shapiro for 2 yds to the NMxSt 27,,
3rd and 8 at NMSU 27,Tyler Rogers pass incomplete to N/A,,
4th and 8 at NMSU 27,"Steven Witkowski punt for 43 yds , u""Tre'Davious White"",  returns for 5 yds to the LSU 35",,
"NMSU DRIVE TOTALS: 3 plays, 2 yards, 0:46"
LSU at 1:21,,NMSU,LSU
1st and 10 at LSU 35,"Kenny Hilliard run for 3 yds to the LSU 40 Kenny Hilliard fumbled, forced by Kawe Johnson, recovered by NMxSt Stephen Meredith",0,7
"LSU DRIVE TOTALS: 1 play, 5 yards, 0:12"
New Mexico State at 1:09,,NMSU,LSU
1st and 10 at LSU 40,"Adam Shapiro run for a loss of 12 yards to the NMxSt 34 Adam Shapiro fumbled, forced by Danielle Hunter, recovered by NMxSt N/A",0,7
2nd and 36 at NMSU 34,"Tyler Rogers pass intercepted for a TD Kendell Beckwith return for 29 yds for a TD, (Colby Delahoussaye KICK)",0,14
"NMSU DRIVE TOTALS: 2 plays, -26 yards, 0:50"
New Mexico State at 0:19,,NMSU,LSU
,Trent Domingue kickoff for 63 yds,0,14
1st and 10 at NMSU 35,Tyler Rogers pass complete to Rayvean Moore for 9 yds to the NMxSt 44,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
New Mexico State at 15:00,,NMSU,LSU
2nd and 1 at NMSU 44,Xavier Hall run for no gain to the NMxSt 44,0,14
3rd and 1 at NMSU 44,Xavier Hall run for 7 yds to the LSU 49 for a 1ST down,,
1st and 10 at LSU 49,Xavier Hall run for 4 yds to the LSU 45,,
2nd and 6 at LSU 45,Tyler Rogers run for 7 yds to the LSU 38 for a 1ST down,,
1st and 10 at LSU 38,Xavier Hall run for 1 yd to the LSU 37,,
2nd and 9 at LSU 37,"NEW MEXICO ST Penalty, false start (N/A) to the LSU 42",,
2nd and 14 at LSU 42,Tyler Rogers pass incomplete to Teldrick Morgan,,
3rd and 14 at LSU 42,Tyler Rogers pass incomplete to N/A,,
4th and 14 at LSU 42,"Steven Witkowskiu"" punt for 31 yds, fair catch by Tre'Davious White at the LSU 11""",,
"NMSU DRIVE TOTALS: 8 plays, 23 yards, 2:34"
LSU at 12:45,,NMSU,LSU
1st and 10 at LSU 11,Terrence Magee run for 1 yd to the LSU 12,0,14
2nd and 9 at LSU 12,Terrence Magee run for 2 yds to the LSU 14,,
3rd and 7 at LSU 14,Anthony Jennings pass incomplete to Malachi Dupre,,
4th and 7 at LSU 14,"Jamie Keehn punt for 40 yds, punt out-of-bounds at the NMxSt 48 , Teldrick Morgan returns for 2 yds to the NMxSt 48",,
"LSU DRIVE TOTALS: 3 plays, 3 yards, 1:34"
New Mexico State at 11:11,,NMSU,LSU
1st and 10 at NMSU 48,Tyler Rogers pass incomplete to Joseph Matthews,0,14
2nd and 10 at NMSU 48,Andrew Allen run for 14 yds to the LSU 38 for a 1ST down,,
1st and 10 at LSU 38,Marquette Washington run for a loss of 1 yard to the LSU 39,,
2nd and 11 at LSU 39,"Tyler Rogers pass incomplete to Joshua Bowen, broken up by Ronald Martin",,
,"Timeout LSU, clock 10:16",,
3rd and 11 at LSU 39,"NEW MEXICO ST Penalty, false start (N/A) to the LSU 44",,
3rd and 16 at LSU 44,Marquette Washington run for 2 yds to the LSU 42,,
4th and 14 at LSU 42,Steven Witkowski punt for 42 yds for a touchback,,
"NMSU DRIVE TOTALS: 5 plays, 10 yards, 1:43"
LSU at 9:28,,NMSU,LSU
1st and 10 at LSU 20,Leonard Fournette run for 8 yds to the LSU 28,0,14
2nd and 2 at LSU 28,Leonard Fournette run for 6 yds to the LSU 34 for a 1ST down,,
1st and 10 at LSU 34,Leonard Fournette run for 6 yds to the LSU 40,,
2nd and 4 at LSU 40,Leonard Fournette run for 7 yds to the LSU 47 for a 1ST down,,
1st and 10 at LSU 47,Darrel Williams run for 7 yds to the NMxSt 46,,
2nd and 3 at NMSU 46,Brandon Harris pass complete to Malachi Dupre for 5 yds to the NMxSt 41 for a 1ST down,,
,"Timeout NEW MEXICO ST, clock 07:05",,
1st and 10 at NMSU 41,Darrel Williams run for 5 yds to the NMxSt 36,,
2nd and 5 at NMSU 36,Darrel Williams run for 7 yds to the NMxSt 29 for a 1ST down,,
1st and 10 at NMSU 29,Leonard Fournette run for 6 yds to the NMxSt 23,,
2nd and 4 at NMSU 23,Leonard Fournette run for 6 yds to the NMxSt 17 for a 1ST down,,
1st and 10 at NMSU 17,"Leonard Fournette run for 17 yds for a TD, (Colby Delahoussaye KICK)",0,21
"LSU DRIVE TOTALS: 11 plays, 80 yards, 3:36"
New Mexico State at 5:52,,NMSU,LSU
,Cameron Gamble kickoff for 65 yds for a touchback,0,21
1st and 10 at NMSU 25,"Tyler Rogers pass incomplete to Teldrick Morgan, broken up by Ronald Martin",,
2nd and 10 at NMSU 25,Marquette Washington run for 1 yd to the NMxSt 26,,
3rd and 9 at NMSU 26,Tyler Rogers pass incomplete to Adam Shapiro,,
4th and 9 at NMSU 26,"Steven Witkowski punt for 48 yds , u""Tre'Davious White"",  returns for 12 yds to the LSU 38",,
"NMSU DRIVE TOTALS: 3 plays, 1 yard, 0:36"
LSU at 5:16,,NMSU,LSU
1st and 10 at LSU 38,Brandon Harris pass complete to Travin Dural for 22 yds to the NMxSt 40 for a 1ST down,0,21
1st and 10 at NMSU 40,Darrel Williams run for 13 yds to the NMxSt 27 for a 1ST down,,
1st and 10 at NMSU 27,"Brandon Harris pass complete to Malachi Dupre for 27 yds for a TD, (Colby Delahoussaye KICK)",0,28
"LSU DRIVE TOTALS: 3 plays, 62 yards, 1:10"
New Mexico State at 3:59,,NMSU,LSU
,"Cameron Gamble kickoff for 64 yds , Teldrick Morgan return for 21 yds to the NMxSt 22",0,28
1st and 10 at NMSU 22,Marquette Washington run for 4 yds to the NMxSt 26,,
2nd and 6 at NMSU 26,"NEW MEXICO ST Penalty, false start (N/A) to the NMxSt 21",,
2nd and 11 at NMSU 21,"Andrew Allen run for 79 yds for a TD, (Maxwell Johnson KICK)",7,28
"NMSU DRIVE TOTALS: 2 plays, 78 yards, 0:45"
LSU at 3:14,,NMSU,LSU
,Alex Louthan kickoff for 35 yds,7,28
1st and 10 at LSU 30,Brandon Harris pass complete to Leonard Fournette for 33 yds to the NMxSt 37 for a 1ST down,,
1st and 10 at NMSU 37,Brandon Harris pass complete to Malachi Dupre for 22 yds to the NMxSt 15 for a 1ST down,,
1st and 10 at NMSU 15,Brandon Harris run for 10 yds to the NMxSt 5 for a 1ST down,,
,"Timeout NEW MEXICO ST, clock 01:59",,
1st and Goal at NMSU 5,Brandon Harris pass incomplete to Travin Dural,,
,"Timeout NEW MEXICO ST, clock 01:54",,
2nd and Goal at NMSU 5,"Leonard Fournette run for 5 yds for a TD, (Colby Delahoussaye KICK)",7,35
"LSU DRIVE TOTALS: 5 plays, 70 yards, 1:25"
New Mexico State at 1:49,,NMSU,LSU
,Trent Domingue kickoff for 65 yds for a touchback,7,35
1st and 10 at NMSU 25,Andrew Allen run for 2 yds to the NMxSt 27,,
