0164019620141023,,164,196
,"EAST CAROLINA wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
East Carolina at 15:00,,CONN,ECU
,"Bobby Puyol kickoff for 64 yds , Trevon Brown return for 20 yds to the ECaro 21",0,0
1st and 10 at ECU 21,Shane Carden pass incomplete to Justin Hardy,,
2nd and 10 at ECU 21,Shane Carden pass complete to Justin Hardy for 28 yds to the ECaro 49 for a 1ST down,,
1st and 10 at ECU 49,Shane Carden pass incomplete,,
2nd and 10 at ECU 49,Chris Hairston run for 1 yd to the 50 yard line,,
3rd and 9 at 50,Shane Carden pass complete to Trevon Brown for 15 yds to the UConn 35 for a 1ST down,,
1st and 10 at CONN 35,Shane Carden pass complete to Cam Worthy for 6 yds to the UConn 29,,
2nd and 4 at CONN 29,Anthony Scott run for 8 yds to the UConn 21 for a 1ST down,,
1st and 10 at CONN 21,Isaiah Jones pass complete to Shane Carden for no gain to the UConn 21,,
2nd and 10 at CONN 21,Shane Carden pass complete to Cam Worthy for 13 yds to the UConn 8 for a 1ST down,,
1st and Goal at CONN 8,"Shane Carden pass incomplete to Trevon Brown, broken up by Obi Melifonw",,
2nd and Goal at CONN 8,"Shane Carden pass incomplete to Trevon Brown, broken up by Obi Melifonw",,
3rd and Goal at CONN 8,"EAST CAROLINA Penalty, False Start (Taylor Hudson) to the UConn 13",,
3rd and Goal at CONN 13,Justin Hardy 13 Yd pass from Shane Carden (Warren Harvey Kick),0,7
"ECU DRIVE TOTALS: 12 plays, 79 yards, 4:08"
Connecticut at 10:52,,CONN,ECU
,Warren Harvey kickoff for 50 yds for a touchback,0,7
1st and 10 at CONN 25,Ron Johnson run for 3 yds to the UConn 28,,
2nd and 7 at CONN 28,Chandler Whitmer pass incomplete to Geremy Davis,,
3rd and 7 at CONN 28,Chandler Whitmer pass complete to Geremy Davis for 5 yds to the UConn 33,,
4th and 2 at CONN 33,"Justin Wain punt for 37 yds , Justin Hardy returns for 8 yds to the UConn 41 CONNECTICUT Penalty, Personal Foul (Tommy Hopkins) to the UConn 47",,
"CONN DRIVE TOTALS: 3 plays, 8 yards, 1:40"
East Carolina at 9:12,,CONN,ECU
1st and 10 at CONN 47,Shane Carden pass complete to Justin Hardy for 11 yds to the UConn 36 for a 1ST down,0,7
1st and 10 at CONN 36,Marquez Grayson run for 2 yds to the UConn 34,,
2nd and 8 at CONN 34,Shane Carden pass incomplete to Trevon Brown,,
3rd and 8 at CONN 34,"Carden, Shane pass complete to Hardy, Justin for 14 yards to the UCONN20, PENALTY EASTCRLINA holding (Boyd, J.T.) 10 yards to the UCONN44, NO PLAY.",,
3rd and 18 at CONN 44,Shane Carden pass complete to Isaiah Jones for 15 yds to the UConn 29,,
4th and 3 at CONN 29,Shane Carden pass complete to Isaiah Jones for 5 yds to the UConn 24 for a 1ST down,,
1st and 10 at CONN 24,Shane Carden pass complete to Cam Worthy for 9 yds to the UConn 15,,
2nd and 1 at CONN 15,Shane Carden pass incomplete to Trevon Brown,,
3rd and 1 at CONN 15,Shane Carden pass incomplete to Davon Grayson,,
4th and 1 at CONN 15,Breon Allen run for 5 yds to the UConn 10 for a 1ST down,,
1st and Goal at CONN 10,Bryce Williams 10 Yd pass from Shane Carden (Warren Harvey Kick),0,14
"ECU DRIVE TOTALS: 10 plays, 47 yards, 3:31"
Connecticut at 5:41,,CONN,ECU
,"Warren Harvey kickoff for 65 yds , Brian Lemelle return for 23 yds to the UConn 23",0,14
1st and 10 at CONN 23,Chandler Whitmer pass complete to Thomas Lucas for 43 yds to the ECaro 34 for a 1ST down,,
1st and 10 at ECU 34,Chandler Whitmer pass complete to Deshon Foxx for 13 yds to the ECaro 21 for a 1ST down,,
1st and 10 at ECU 21,Chandler Whitmer pass complete to Dhameer Bradley for 11 yds to the ECaro 10 for a 1ST down,,
1st and Goal at ECU 10,Ron Johnson run for 3 yds to the ECaro 7,,
2nd and Goal at ECU 7,Ron Johnson run for 6 yds to the ECaro 1,,
3rd and Goal at ECU 1,Ron Johnson run for no gain to the ECaro 1,,
4th and Goal at ECU 1,Chandler Whitmer 1 Yd Run (Bobby Puyol Kick),7,14
"CONN DRIVE TOTALS: 7 plays, 77 yards, 3:48"
East Carolina at 1:53,,CONN,ECU
,"Bobby Puyol kickoff for 59 yds , Anthony Scott return for 19 yds to the ECaro 25",7,14
1st and 10 at ECU 25,"Shane Carden pass incomplete to Justin Hardy, broken up by Marquise Vann",,
2nd and 10 at ECU 25,Shane Carden pass complete to Breon Allen for 3 yds to the ECaro 28,,
3rd and 7 at ECU 28,Shane Carden pass complete to Justin Hardy for 9 yds to the ECaro 37 for a 1ST down,,
1st and 10 at ECU 37,Breon Allen run for 1 yd to the ECaro 38,,
2nd and 9 at ECU 38,"Shane Carden pass incomplete to Justin Hardy, broken up by Reuben Frank",,
3rd and 9 at ECU 38,Shane Carden pass complete to Davon Grayson for 9 yds to the ECaro 47 for a 1ST down,,
1st and 10 at ECU 47,Shane Carden pass incomplete to Davon Grayson,,
2nd and 10 at ECU 47,Shane Carden pass incomplete to Justin Hardy,,
3rd and 10 at ECU 47,Shane Carden pass complete to Cam Worthy for 10 yds to the UConn 43 for a 1ST down,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
East Carolina at 15:00,,CONN,ECU
1st and 10 at CONN 43,Anthony Scott run for 2 yds to the UConn 41,7,14
2nd and 8 at CONN 41,"Anthony Scott run for 5 yds to the UConn 36 EAST CAROLINA Penalty, Offensive Holding (Quincy McKinney) to the UConn 46",,
2nd and 13 at CONN 46,"Shane Carden run for 1 yd to the UConn 45 for a 1ST down EAST CAROLINA Penalty, Illegal Forward Pass (Shane Carden) to the 50 yard line for a 1ST down",,
1st and 10 at 50,Shane Carden pass complete to Isaiah Jones for 15 yds to the UConn 35 for a 1ST down,,
