1320049020140920,,1320,490
,"NC STATE wins the coin toss, and defers. PRESBYTRAN to receive. NCSTATE defends.",,
1st Quarter Play-by-Play
Presbyterian College at 15:00,,PRB,NCST
,"Niklas Sade kickoff for 65 yds , Devron Glenn return for 21 yds to the Presb 21",0,0
1st and 10 at PRE 21,LaQua Mayes run for 2 yds to the Presb 23,,
2nd and 8 at PRE 23,Heys McMath pass complete to Jeremiah McKie for 3 yds to the Presb 26,,
3rd and 5 at PRE 26,Heys McMath pass complete to Jeremiah McKie for 6 yds to the Presb 32 for a 1ST down,,
1st and 10 at PRE 32,Heys McMath run for a loss of 1 yard to the Presb 31,,
2nd and 11 at PRE 31,Heys McMath pass incomplete to Tobi Antigha,,
3rd and 11 at PRE 31,Heys McMath pass incomplete to LaQua Mayes,,
4th and 11 at PRE 31,"Stephen Doar punt for 47 yds, punt out-of-bounds at the NCSTATE 22 PRESBYTERIAN Penalty, Defensive Holding (TEAM) to the NCSt 27",,
"PRE DRIVE TOTALS: 6 plays, 10 yards, 2:40"
NC State at 12:20,,PRB,NCST
1st and 10 at NCST 27,Tony Creecy run for 7 yds to the NCSt 34,0,0
2nd and 3 at NCST 34,Jacoby Brissett pass complete to Marquez Valdes-Scantling for 5 yds to the NCSt 39 for a 1ST down,,
1st and 10 at PRE 39,"PRESBYTERIAN Penalty, Defensive Pass Interference (Caleb Desamours) to the Presb 46 for a 1ST down",,
1st and 10 at PRE 46,Tony Creecy run for 44 yds to the Presb 2 for a 1ST down,,
1st and Goal at PRE 2,Tony Creecy run for 1 yd to the Presb 1,,
2nd and Goal at PRE 1,"Jacoby Brissett run for 1 yd for a TD, (Niklas Sade KICK)",0,7
"NCST DRIVE TOTALS: 5 plays, 58 yards, 1:48"
Presbyterian College at 10:32,,PRB,NCST
,"Niklas Sade kickoff for 65 yds , Devron Glenn return for 15 yds to the Presb 15",0,7
1st and 10 at PRE 15,LaQua Mayes run for 1 yd to the Presb 16,,
2nd and 9 at PRE 16,Heys McMath pass incomplete,,
3rd and 9 at PRE 16,Heys McMath sacked by Thomas Teal for a loss of 4 yards to the Presb 12,,
4th and 13 at PRE 12,"Stephen Doar punt for 43 yds , Bo Hines returns for 4 yds to the NCSt 49",,
"PRE DRIVE TOTALS: 3 plays, -3 yards, 1:28"
NC State at 9:04,,PRB,NCST
