0235000820140920,,235,8
,"FLORIDA wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Florida at 15:00,,FLA,ALA
,Adam Griffith kickoff for 65 yds for a touchback,0,0
1st and 10 at FLA 25,Jeff Driskel pass complete to Demarcus Robinson for 4 yds to the Fla 29,,
2nd and 6 at FLA 29,Matt Jones run for no gain to the Fla 29,,
3rd and 6 at FLA 29,Jeff Driskel pass incomplete to Quinton Dunbar,,
4th and 6 at FLA 29,"Kyle Christy punt for 58 yds, downed at the Alab 13",,
"FLA DRIVE TOTALS: 3 plays, 4 yards, 1:01"
Alabama at 13:59,,FLA,ALA
1st and 10 at ALA 13,"Blake Sims pass complete to Kenyan Drake for 87 yds for a TD, (Adam Griffith KICK)",0,7
"ALA DRIVE TOTALS: 1 play, 87 yards, 0:12"
Florida at 13:47,,FLA,ALA
,"Adam Griffith kickoff for 58 yds , Valdez Showers return for 16 yds to the Fla 23",0,7
1st and 10 at FLA 23,Jeff Driskel pass incomplete to Demarcus Robinson,,
2nd and 10 at FLA 23,Jeff Driskel pass complete to Clay Burton for 18 yds to the Fla 41 for a 1ST down,,
1st and 10 at FLA 41,Jeff Driskel run for a loss of 6 yards to the Fla 35,,
2nd and 16 at FLA 35,Jeff Driskel pass incomplete to Latroy Pittman,,
3rd and 16 at FLA 35,Jeff Driskel pass incomplete to Clay Burton,,
4th and 16 at FLA 35,"Kyle Christy punt for 58 yds , Christion Jones returns for 17 yds to the Alab 24",,
"FLA DRIVE TOTALS: 5 plays, 12 yards, 1:29"
Alabama at 12:18,,FLA,ALA
1st and 10 at ALA 24,"Kenyan Drake run for 7 yds to the Alab 31 Kenyan Drake fumbled, forced by Marcus Maye, recovered by Fla Vernon Hargreaves",0,7
"ALA DRIVE TOTALS: 1 play, 7 yards, 0:09"
Florida at 12:09,,FLA,ALA
1st and 10 at ALA 31,Jeff Driskel run for 3 yds to the Alab 28,0,7
2nd and 7 at ALA 28,Jeff Driskel pass incomplete to Matt Jones,,
3rd and 7 at ALA 28,"Jeff Driskel pass complete to Valdez Showers for 28 yds for a TD, (Francisco Velez KICK)",7,7
