0716064620141024,,716,646
,"TROY wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Troy at 15:00,,TSU,SOAL
,"Aleem Sunanon kickoff for 50 yds , Teddy Ruben return for a loss of 1 yard to the Troy 14",0,0
1st and 10 at TROY 14,Brandon Silvers pass complete to K.D. Edenfield for a loss of 1 yard to the Troy 13,,
2nd and 12 at TROY 13,Brandon Burks run for 6 yds to the Troy 19,,
3rd and 6 at TROY 19,Brandon Silvers run for a loss of 1 yard to the Troy 18,,
4th and 7 at TROY 18,"Ryan Kay punt for 45 yds, fair catch by T.J. Glover at the SAlab 37",,
"TROY DRIVE TOTALS: 3 plays, 4 yards, 1:57"
South Alabama at 13:03,,TSU,SOAL
1st and 10 at USA 37,Kendall Houston run for 2 yds to the SAlab 39,0,0
2nd and 8 at USA 39,Brandon Bridge pass complete to Wes Saxton for 12 yds to the Troy 49 for a 1ST down,,
1st and 10 at TROY 49,Kendall Houston run for 1 yd to the Troy 48,,
2nd and 9 at TROY 48,Brandon Bridge pass complete to Shavarez Smith for 20 yds to the Troy 28 for a 1ST down,,
1st and 10 at TROY 28,Brandon Bridge run for 1 yd to the Troy 27,,
2nd and 9 at TROY 27,Xavier Johnson run for 6 yds to the Troy 21,,
3rd and 3 at TROY 21,Brandon Bridge pass incomplete to Marvin Shinn,,
4th and 3 at TROY 21,Aleem Sunanon 38 Yd Field Goal,0,3
"USA DRIVE TOTALS: 8 plays, 42 yards, 2:46"
Troy at 10:17,,TSU,SOAL
,"Aleem Sunanon kickoff for 43 yds , Chandler Worthy return for 7 yds to the Troy 42 TROY Penalty, Offensive Holding (NA) to the Troy 19",0,3
1st and 10 at TROY 19,"TROY Penalty, Illegal Formation (NA) to the Troy 14",,
1st and 16 at TROY 14,Brandon Burks run for a loss of 1 yard to the Troy 13,,
2nd and 17 at TROY 13,Brandon Burks run for 5 yds to the Troy 18,,
3rd and 12 at TROY 18,Brandon Silvers pass complete to Bryan Holmes for 32 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,"TROY Penalty, Offensive Holding (NA) to the Troy 40",,
1st and 20 at TROY 40,Khary Franklin run for 2 yds to the Troy 42,,
2nd and 18 at TROY 42,Brandon Silvers pass complete to Jalen Harris for 8 yds to the 50 yard line,,
3rd and 10 at 50,Brandon Silvers pass incomplete,,
4th and 10 at 50,"Ryan Kay punt for 28 yds, downed at the SAlab 22",,
"TROY DRIVE TOTALS: 6 plays, 35 yards, 4:03"
South Alabama at 6:14,,TSU,SOAL
1st and 10 at USA 22,Kendall Houston run for 7 yds to the SAlab 29,0,3
2nd and 3 at USA 29,Kendall Houston run for 9 yds to the SAlab 38 for a 1ST down,,
1st and 10 at USA 38,Brandon Bridge pass incomplete to Jereme Jones,,
2nd and 10 at USA 38,Brandon Bridge pass complete to Danny Woodson for 12 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Terrance Timmons run for 5 yds to the Troy 45,,
2nd and 5 at TROY 45,Brandon Bridge pass incomplete to Jereme Jones,,
3rd and 5 at TROY 45,Shavarez Smith 45 Yd pass from Brandon Bridge (Aleem Sunanon Kick),0,10
"USA DRIVE TOTALS: 7 plays, 78 yards, 2:05"
Troy at 4:09,,TSU,SOAL
,"Aleem Sunanon kickoff for 44 yds , Teddy Ruben return for 7 yds to the Troy 28",0,10
1st and 10 at TROY 28,Brandon Silvers run for 1 yd to the Troy 29,,
2nd and 9 at TROY 29,Brandon Silvers pass complete to Bryan Holmes for 5 yds to the Troy 34,,
3rd and 4 at TROY 34,Brandon Silvers pass incomplete to Tommy Blevins,,
4th and 4 at TROY 34,"Ryan Kay punt for 47 yds , Jereme Jones returns for 9 yds to the SAlab 43 SOUTH ALABAMA Penalty, Illegal Block (NA) to the SAlab 18",,
"TROY DRIVE TOTALS: 3 plays, 6 yards, 1:12"
South Alabama at 2:57,,TSU,SOAL
1st and 10 at USA 18,Kendall Houston run for 2 yds to the SAlab 20,0,10
2nd and 8 at USA 20,Brandon Bridge pass complete to Kendall Houston for 7 yds to the SAlab 27,,
3rd and 1 at USA 27,Kendall Houston run for 8 yds to the SAlab 35 for a 1ST down,,
1st and 10 at USA 35,Brandon Bridge pass incomplete to Jereme Jones,,
2nd and 10 at USA 35,Brandon Bridge pass complete to Terrance Timmons for 6 yds to the SAlab 41,,
3rd and 4 at USA 41,Brandon Bridge pass complete to Cameron Broadnax for 4 yds to the SAlab 45 for a 1ST down,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
South Alabama at 15:00,,TSU,SOAL
1st and 10 at USA 45,Brandon Bridge pass incomplete to Wes Saxton,0,10
2nd and 10 at USA 45,Xavier Johnson run for no gain to the SAlab 45,,
3rd and 10 at USA 45,Brandon Bridge pass incomplete to Jereme Jones,,
4th and 10 at USA 45,"Brandon McKee punt for 32 yds, fair catch by Teddy Ruben at the Troy 23",,
"USA DRIVE TOTALS: 9 plays, 27 yards, 3:50"
Troy at 14:07,,TSU,SOAL
1st and 10 at TROY 23,Jarvis Bentley run for 19 yds to the Troy 42 for a 1ST down,0,10
1st and 10 at TROY 42,Jordan Chunn run for 14 yds to the SAlab 44 for a 1ST down,,
1st and 10 at USA 44,Jordan Chunn run for no gain to the SAlab 44,,
2nd and 10 at USA 44,Jordan Chunn run for 10 yds to the SAlab 34 for a 1ST down,,
1st and 10 at USA 34,Brandon Silvers pass incomplete to Nyck Young,,
2nd and 10 at USA 34,"Brandon Burks run for 2 yds to the SAlab 32 TROY Penalty, Unsportsmanlike Conduct (NA) to the SAlab 47",,
3rd and 23 at USA 47,Brandon Silvers pass incomplete to Nyck Young,,
4th and 23 at USA 47,Ryan Kay punt for 47 yds for a touchback,,
"TROY DRIVE TOTALS: 7 plays, 30 yards, 2:32"
South Alabama at 11:35,,TSU,SOAL
1st and 10 at USA 20,Kendall Houston run for 2 yds to the SAlab 22,0,10
2nd and 8 at USA 22,"TROY Penalty, Defensive Holding (Ethan Davis) to the SAlab 32 for a 1ST down",,
1st and 10 at USA 32,Kendall Houston run for 8 yds to the SAlab 40,,
2nd and 2 at USA 40,Xavier Johnson run for 1 yd to the SAlab 41,,
3rd and 1 at USA 41,Brandon Bridge run for a loss of 2 yards to the SAlab 39,,
4th and 3 at USA 39,"Brandon McKee punt for 47 yds, fair catch by Teddy Ruben at the Troy 14",,
"USA DRIVE TOTALS: 4 plays, 19 yards, 2:24"
Troy at 9:11,,TSU,SOAL
1st and 10 at TROY 14,"Brandon Silvers pass complete to Chandler Worthy for 8 yds to the Troy 22 for a 1ST down SOUTH ALABAMA Penalty, Personal Foul (Terrell Brigham) to the Troy 37 for a 1ST down",0,10
1st and 10 at TROY 37,Khary Franklin run for 2 yds to the Troy 39,,
2nd and 8 at TROY 39,Khary Franklin run for 7 yds to the Troy 46,,
3rd and 1 at TROY 46,Brandon Silvers run for 2 yds to the Troy 48 for a 1ST down,,
1st and 10 at TROY 48,Brandon Silvers pass complete to Teddy Ruben for 10 yds to the SAlab 42 for a 1ST down,,
1st and 10 at USA 42,Brandon Burks run for 14 yds to the SAlab 28 for a 1ST down,,
,"Timeout SOUTH ALABAMA, clock 07:02",,
1st and 10 at USA 28,Brandon Silvers pass complete to Chandler Worthy for a loss of 4 yards to the SAlab 32,,
2nd and 14 at USA 32,Brandon Burks run for 6 yds to the SAlab 26,,
3rd and 8 at USA 26,Brandon Silvers pass incomplete to Chandler Worthy,,
4th and 8 at USA 26,Ryan Kay 43 Yd Field Goal,3,10
"TROY DRIVE TOTALS: 10 plays, 60 yards, 3:23"
South Alabama at 5:48,,TSU,SOAL
,Jed Solomon kickoff for 49 yds,3,10
1st and 10 at USA 35,"SOUTH ALABAMA Penalty, False Start (Wes Saxton) to the SAlab 30",,
1st and 15 at USA 30,Xavier Johnson run for 9 yds to the SAlab 39,,
2nd and 6 at USA 39,Brandon Bridge pass complete to Wes Saxton for 2 yds to the SAlab 41,,
3rd and 4 at USA 41,Brandon Bridge pass incomplete to Jereme Jones,,
4th and 4 at USA 41,"Brandon McKee punt for 51 yds, downed at the Troy 8",,
"USA DRIVE TOTALS: 3 plays, 6 yards, 1:07"
Troy at 4:41,,TSU,SOAL
1st and 10 at TROY 8,Jordan Chunn run for 12 yds to the Troy 20 for a 1ST down,3,10
1st and 10 at TROY 20,Jordan Chunn run for 13 yds to the Troy 33 for a 1ST down,,
1st and 10 at TROY 33,Jordan Chunn run for 3 yds to the Troy 36,,
2nd and 7 at TROY 36,Brandon Burks run for 2 yds to the Troy 38,,
3rd and 5 at TROY 38,Brandon Burks run for 4 yds to the Troy 42,,
4th and 1 at TROY 42,Brandon Silvers run for 1 yds to the Troy 43 for a 1ST down,,
1st and 10 at TROY 43,Jordan Chunn run for 3 yds to the Troy 46,,
2nd and 7 at TROY 46,Brandon Silvers pass incomplete,,
,"Timeout TROY, clock 01:16",,
3rd and 7 at TROY 46,Chandler Worthy run for 12 yds to the SAlab 42 for a 1ST down,,
1st and 10 at USA 42,Brandon Burks run for 5 yds to the SAlab 37,,
,"Timeout TROY, clock 00:34",,
3rd and 3 at USA 35,Jordan Chunn run for a loss of 2 yards to the SAlab 37,,
,"Timeout TROY, clock 00:22",,
4th and 5 at USA 37,"SOUTH ALABAMA Penalty, Roughing Passer (Davin Hawkins) to the SAlab 22 for a 1ST down",,
1st and 10 at USA 22,Brandon Silvers pass incomplete to Teddy Ruben,,
2nd and 10 at USA 22,Brandon Silvers run for 1 yd to the SAlab 21,,
,End of 2nd Quarter,,
"TROY DRIVE TOTALS: 14 plays, 71 yards, 4:41"
3rd Quarter Play-by-Play
South Alabama at 15:00,,TSU,SOAL
