0331051820140913,,331,518
,"KENT STATE wins the coin toss, and defers. OHIOST to receive. KENTST defends.",,
1st Quarter Play-by-Play
Ohio State at 15:00,,KSU,OHST
,"Anthony Melchiori kickoff for 61 yds , Dontre Wilson return for 38 yds to the OhSt 42",0,0
1st and 10 at OSU 42,Ezekiel Elliott run for 4 yds to the OhSt 46,,
2nd and 6 at KENT 46,"J.T. Barrett pass complete to Ezekiel Elliott for 22 yds to the OHIOST 32 for a 1ST down KENT ST Penalty, Unnecessary Roughness (Darius Redmond) to the KntSt 17 for a 1ST down",,
1st and 10 at KENT 17,J.T. Barrett run for a loss of 5 yards to the KntSt 22,,
2nd and 15 at KENT 22,J.T. Barrett pass complete to Dontre Wilson for 8 yds to the KntSt 14,,
3rd and 7 at KENT 14,"J.T. Barrett pass complete to Michael Thomas for 14 yds for a TD, (Sean Nuernberger KICK)",0,7
"OSU DRIVE TOTALS: 5 plays, 58 yards, 1:44"
Kent State at 13:16,,KSU,OHST
,"Kyle Clinton kickoff for 65 yds , Ernest Calhoun return for 25 yds to the KntSt 25",0,7
1st and 10 at KENT 25,Colin Reardon pass incomplete to Casey Pierce,,
2nd and 10 at KENT 25,Nick Holley run for 4 yds to the KntSt 29,,
3rd and 6 at KENT 29,Colin Reardon pass complete to Nick Holley for 4 yds to the KntSt 33,,
4th and 2 at KENT 33,"Anthony Melchiori punt for 43 yds , Dontre Wilson returns for 11 yds to the OhSt 35",,
"KENT DRIVE TOTALS: 3 plays, 8 yards, 1:41"
Ohio State at 11:35,,KSU,OHST
1st and 10 at OSU 35,J.T. Barrett pass complete to Ezekiel Elliott for 7 yds to the OhSt 42,0,7
2nd and 3 at OSU 42,J.T. Barrett pass complete to Nick Vannett for 8 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Ezekiel Elliott run for 8 yds to the KntSt 42,,
2nd and 2 at KENT 42,J.T. Barrett pass complete to Nick Vannett for 6 yds to the KntSt 36 for a 1ST down,,
1st and 10 at KENT 36,Ezekiel Elliott run for 8 yds to the KntSt 28,,
2nd and 2 at KENT 28,Ezekiel Elliott run for 6 yds to the KntSt 22 for a 1ST down,,
1st and 10 at KENT 22,J.T. Barrett pass incomplete to Corey Smith,,
2nd and 10 at KENT 22,J.T. Barrett pass complete to Nick Vannett for 14 yds to the KntSt 8 for a 1ST down,,
1st and Goal at KENT 8,"J.T. Barrett pass complete to Rod Smith for 8 yds for a TD, (Sean Nuernberger KICK)",0,14
"OSU DRIVE TOTALS: 9 plays, 65 yards, 2:05"
Kent State at 9:30,,KSU,OHST
,"Kyle Clinton kickoff for 55 yds , Ernest Calhoun return for 13 yds to the KntSt 23",0,14
1st and 10 at KENT 23,Colin Reardon pass complete to Nick Holley for 3 yds to the KntSt 26,,
2nd and 7 at KENT 26,Nick Holley run for 4 yds to the KntSt 30,,
3rd and 3 at KENT 30,Colin Reardon pass complete to Nick Holley for 12 yds to the KntSt 42 for a 1ST down,,
1st and 10 at KENT 42,Colin Reardon pass incomplete to Kris White,,
,"Timeout KENT ST, clock 07:56",,
2nd and 10 at KENT 42,Colin Reardon pass intercepted Tyvis Powell return for no gain to the 50 yard line,,
"KENT DRIVE TOTALS: 5 plays, 19 yards, 1:41"
Ohio State at 7:49,,KSU,OHST
1st and 10 at 50,J.T. Barrett pass incomplete to Devin Smith,0,14
2nd and 10 at 50,Ezekiel Elliott run for 15 yds to the KntSt 35 for a 1ST down,,
1st and 10 at KENT 35,J.T. Barrett pass incomplete to Evan Spencer,,
2nd and 10 at KENT 35,Curtis Samuel run for 15 yds to the KntSt 20 for a 1ST down,,
1st and 10 at KENT 20,"J.T. Barrett pass complete to Nick Vannett for 12 yds to the KntSt 8 for a 1ST down KENT ST Penalty, Illegal Participation ( Yards) declined for a 1ST down",,
1st and Goal at KENT 8,J.T. Barrett pass intercepted Matt Dellinger return for no gain to the KntSt 2,,
"OSU DRIVE TOTALS: 6 plays, 42 yards, 1:00"
Kent State at 6:49,,KSU,OHST
1st and 10 at KENT 2,Anthony Meray run for 2 yds to the KntSt 4,0,14
2nd and 8 at KENT 4,Anthony Meray run for 5 yds to the KntSt 9,,
3rd and 3 at KENT 9,Colin Reardon run for 7 yds to the KntSt 16 for a 1ST down,,
1st and 10 at KENT 16,Colin Reardon pass incomplete to Josh Boyle,,
2nd and 10 at KENT 16,Colin Reardon pass incomplete to Casey Pierce,,
3rd and 10 at KENT 16,Colin Reardon pass complete to Josh Boyle for 5 yds to the KntSt 21,,
4th and 5 at KENT 21,"Anthony Melchiori punt for 44 yds , Dontre Wilson returns for 11 yds to the OhSt 46",,
"KENT DRIVE TOTALS: 6 plays, 19 yards, 2:43"
Ohio State at 4:06,,KSU,OHST
1st and 10 at OSU 46,J.T. Barrett pass complete to Ezekiel Elliott for 19 yds to the KntSt 35 for a 1ST down,0,14
1st and 10 at KENT 35,J.T. Barrett pass complete to Dontre Wilson for 14 yds to the KntSt 21 for a 1ST down,,
1st and 10 at KENT 21,Rod Smith run for 3 yds to the KntSt 18,,
2nd and 7 at KENT 18,J.T. Barrett run for no gain to the KntSt 18,,
3rd and 7 at KENT 18,J.T. Barrett pass complete to Corey Smith for 10 yds to the KntSt 8 for a 1ST down,,
1st and Goal at KENT 8,J.T. Barrett pass complete to Jalin Marshall for 7 yds to the KntSt 1,,
2nd and Goal at KENT 1,"Rod Smith run for 1 yd for a TD, (Sean Nuernberger KICK)",0,21
"OSU DRIVE TOTALS: 7 plays, 54 yards, 2:17"
Kent State at 1:49,,KSU,OHST
,"Kyle Clinton kickoff for 63 yds , Ernest Calhoun return for 14 yds to the KntSt 49 KENT ST Penalty, Offensive Holding (10 Yards) to the KntSt 6",0,21
1st and 10 at KENT 6,Colin Reardon pass incomplete to Brice Fackler,,
2nd and 10 at KENT 6,Anthony Meray run for a loss of 2 yards to the KntSt 4,,
3rd and 12 at KENT 4,Colin Reardon pass incomplete to Chris Humphrey,,
4th and 12 at KENT 4,"Anthony Melchiori punt for 49 yds , Dontre Wilson returns for 22 yds to the KntSt 31",,
"KENT DRIVE TOTALS: 3 plays, -2 yards, 1:03"
Ohio State at 0:46,,KSU,OHST
1st and 10 at KENT 31,"J.T. Barrett pass complete to Curtis Samuel for 6 yds to the KntSt 25 for a 1ST down KENT ST Penalty, Personal Foul (Terence Waugh) to the KntSt 13 for a 1ST down",0,21
1st and 10 at KENT 13,J.T. Barrett pass incomplete to Evan Spencer,,
2nd and 10 at KENT 13,"J.T. Barrett sacked by Marques Moore and Nate Vance for a loss of 11 yards to the KntSt 24 J.T. Barrett fumbled, recovered by OhSt J.T. Barrett , return for 0 yards",,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Ohio State at 15:00,,KSU,OHST
3rd and 21 at KENT 24,J.T. Barrett run for no gain to the KntSt 24,0,21
4th and 21 at KENT 24,Sean Nuernberger 41 yd FG GOOD,0,24
"OSU DRIVE TOTALS: 5 plays, 7 yards, 1:30"
Kent State at 14:16,,KSU,OHST
,Kyle Clinton kickoff for 65 yds for a touchback,0,24
1st and 10 at KENT 25,Nathan Strock sacked by Raekwon McMillan for a loss of 4 yards to the KntSt 21,,
,"Timeout KENT ST, clock 13:15",,
2nd and 14 at KENT 21,Nathan Strock pass incomplete to James Brooks,,
3rd and 14 at KENT 21,Nathan Strock pass incomplete to Charles Chandler,,
4th and 14 at KENT 21,"Anthony Melchiori punt for 42 yds , Dontre Wilson returns for no gain to the OhSt 37",,
"KENT DRIVE TOTALS: 3 plays, -4 yards, 1:17"
Ohio State at 12:59,,KSU,OHST
1st and 10 at OSU 37,J.T. Barrett pass incomplete to Jalin Marshall,0,24
2nd and 10 at OSU 37,"J.T. Barrett pass complete to Michael Thomas for 63 yds for a TD, (Sean Nuernberger KICK)",0,31
"OSU DRIVE TOTALS: 2 plays, 63 yards, 0:16"
Kent State at 12:43,,KSU,OHST
,Kyle Clinton kickoff for 65 yds for a touchback,0,31
1st and 10 at KENT 25,Colin Reardon pass complete to Nick Holley for 6 yds to the KntSt 31,,
2nd and 4 at KENT 31,Nick Holley run for 20 yds to the OhSt 49 for a 1ST down,,
1st and 10 at OSU 49,Nick Holley run for 1 yd to the OhSt 48,,
2nd and 9 at OSU 48,"KENT ST Penalty, False Start (Brock Macaulay) to the KntSt 47",,
2nd and 14 at KENT 47,Colin Reardon pass complete to Nick Holley for no gain to the KntSt 47,,
3rd and 14 at KENT 47,Colin Reardon sacked by Darron Lee for a loss of 7 yards to the KntSt 40,,
4th and 21 at KENT 40,"Anthony Melchiori punt for 54 yds, downed at the OhSt 6",,
"KENT DRIVE TOTALS: 5 plays, 15 yards, 3:14"
Ohio State at 9:29,,KSU,OHST
1st and 10 at OSU 6,Ezekiel Elliott run for 16 yds to the OhSt 22 for a 1ST down,0,31
1st and 10 at OSU 22,"J.T. Barrett run for no gain to the OhSt 25 J.T. Barrett fumbled, recovered by OhSt J.T. Barrett",,
2nd and 7 at OSU 25,Curtis Samuel run for 5 yds to the OhSt 30,,
3rd and 2 at OSU 30,J.T. Barrett pass complete to Devin Smith for 9 yds to the OhSt 39 for a 1ST down,,
1st and 10 at OSU 39,J.T. Barrett pass incomplete to Jalin Marshall,,
2nd and 10 at OSU 39,J.T. Barrett pass complete to Ezekiel Elliott for 4 yds to the OhSt 43,,
3rd and 6 at OSU 43,J.T. Barrett run for 5 yds to the OhSt 48,,
4th and 1 at OSU 48,Ezekiel Elliott run for 8 yds to the KntSt 44 for a 1ST down,,
1st and 10 at KENT 44,J.T. Barrett pass complete to Corey Smith for 12 yds to the KntSt 32 for a 1ST down,,
1st and 10 at KENT 32,J.T. Barrett run for 6 yds to the KntSt 26,,
2nd and 4 at KENT 26,J.T. Barrett run for 8 yds to the KntSt 18 for a 1ST down,,
1st and 10 at KENT 18,J.T. Barrett pass complete to Curtis Samuel for 2 yds to the KntSt 16,,
2nd and 8 at KENT 16,"KENT ST Penalty, Defensive Pass Interference (14 Yards) to the KntSt 2 for a 1ST down",,
1st and Goal at KENT 2,"J.T. Barrett pass complete to Marcus Baugh for 2 yds for a TD, (Sean Nuernberger KICK)",0,38
"OSU DRIVE TOTALS: 13 plays, 94 yards, 4:55"
Kent State at 4:34,,KSU,OHST
,"Kyle Clinton kickoff for 65 yds , Ernest Calhoun return for 18 yds to the KntSt 18",0,38
1st and 10 at KENT 18,Colin Reardon pass complete to Nick Holley for 12 yds to the KntSt 30 for a 1ST down,,
1st and 10 at KENT 30,Colin Reardon run for 6 yds to the KntSt 36,,
2nd and 4 at KENT 36,"KENT ST Penalty, False Start (Alex Nielsen) to the KntSt 31",,
2nd and 9 at KENT 31,Colin Reardon pass complete to Casey Pierce for 11 yds to the KntSt 42 for a 1ST down,,
1st and 10 at KENT 42,Colin Reardon pass complete to Josh Boyle for 1 yd to the KntSt 43,,
2nd and 9 at KENT 43,Nick Holley run for 4 yds to the KntSt 47,,
3rd and 5 at KENT 47,Colin Reardon pass intercepted Joshua Perry return for no gain to the 50 yard line,,
"KENT DRIVE TOTALS: 6 plays, 29 yards, 2:48"
Ohio State at 1:46,,KSU,OHST
1st and 10 at 50,"J.T. Barrett pass complete to Devin Smith for 50 yds for a TD, (Sean Nuernberger KICK)",0,45
"OSU DRIVE TOTALS: 1 play, 50 yards, 0:08"
Kent State at 1:38,,KSU,OHST
,"Kyle Clinton kickoff for 63 yds , Ernest Calhoun return for 19 yds to the KntSt 21",0,45
1st and 10 at KENT 21,Colin Reardon pass complete to Ernest Calhoun for 9 yds to the KntSt 30,,
2nd and 1 at KENT 30,Anthony Meray run for 3 yds to the KntSt 33 for a 1ST down,,
1st and 10 at KENT 33,Colin Reardon pass incomplete,,
2nd and 10 at KENT 33,Anthony Meray run for 3 yds to the KntSt 36,,
3rd and 7 at KENT 36,"OHIO ST Penalty, Defensive Pass Interference (Raekwon McMillan) to the KntSt 39 for a 1ST down",,
1st and 10 at KENT 39,Colin Reardon pass incomplete to Casey Pierce,,
,End of 2nd Quarter,,
"KENT DRIVE TOTALS: 5 plays, 18 yards, 1:38"
3rd Quarter Play-by-Play
Kent State at 15:00,,KSU,OHST
,"Kyle Clinton kickoff for 62 yds , Ernest Calhoun return for 25 yds to the KntSt 28",0,45
1st and 10 at KENT 28,Colin Reardon pass incomplete to Nick Holley,,
2nd and 10 at KENT 28,Colin Reardon pass incomplete to Nick Holley,,
3rd and 10 at KENT 28,Colin Reardon pass complete to Casey Pierce for 6 yds to the KntSt 34,,
4th and 4 at KENT 34,"Anthony Melchiori punt blocked by Jeff Greene blocked by Jeff Greene  Jeff Greene return for 42 yds to the KntSt 2 Ron Tanner return for 22 yds to the KntSt 2 Ron Tanner fumbled, recovered by KntSt Steve Nagy",,
"KENT DRIVE TOTALS: 3 plays, 6 yards, 1:14"
Kent State at 13:46,,KSU,OHST
1st and 10 at KENT 2,Colin Reardon run for 2 yds to the KntSt 4,0,45
2nd and 8 at KENT 4,Nick Holley run for 1 yd to the KntSt 5,,
3rd and 7 at KENT 5,Colin Reardon pass complete to Josh Boyle for a loss of 1 yard to the KntSt 4,,
4th and 8 at KENT 4,"Anthony Melchiori punt for 39 yds , Jalin Marshall returns for 15 yds to the KntSt 28",,
"KENT DRIVE TOTALS: 3 plays, 2 yards, 1:46"
Ohio State at 12:00,,KSU,OHST
1st and 10 at KENT 28,Curtis Samuel run for 3 yds to the KntSt 25,0,45
2nd and 7 at KENT 25,Curtis Samuel run for 5 yds to the KntSt 20,,
3rd and 2 at KENT 20,J.T. Barrett pass complete to Evan Spencer for 12 yds to the KntSt 8 for a 1ST down,,
1st and Goal at KENT 8,"OHIO ST Penalty, Illegal Shift (Curtis Samuel) to the KntSt 13",,
1st and Goal at KENT 13,Curtis Samuel run for 8 yds to the KntSt 5,,
2nd and Goal at KENT 5,Curtis Samuel run for 2 yds to the KntSt 3,,
3rd and Goal at KENT 3,"J.T. Barrett pass complete to Jalin Marshall for 3 yds for a TD, (Sean Nuernberger KICK)",0,52
"OSU DRIVE TOTALS: 6 plays, 28 yards, 2:40"
Kent State at 9:20,,KSU,OHST
,"Kyle Clinton kickoff for 59 yds , Ernest Calhoun return for 19 yds to the KntSt 25",0,52
1st and 10 at KENT 25,"OHIO ST Penalty, Defensive Pass Interference (15 Yards) to the KntSt 40 for a 1ST down",,
1st and 10 at KENT 40,Colin Reardon sacked by Raekwon McMillan for a loss of 6 yards to the KntSt 34,,
2nd and 16 at KENT 34,Colin Reardon pass complete to Anthony Meray for 3 yds to the KntSt 37,,
3rd and 13 at KENT 37,Colin Reardon pass complete to Casey Pierce for 5 yds to the KntSt 42,,
4th and 8 at KENT 42,"Anthony Melchiori punt for 46 yds , Jalin Marshall returns for 51 yds to the OHIOST 7 KENT ST Penalty, Illegal Formation (-5 Yards) to the KntSt 32",,
"KENT DRIVE TOTALS: 3 plays, 17 yards, 2:17"
Ohio State at 7:03,,KSU,OHST
1st and 10 at KENT 32,Cardale Jones run for 11 yds to the KntSt 21 for a 1ST down,0,52
1st and 10 at KENT 21,Cardale Jones run for 7 yds to the KntSt 14,,
2nd and 3 at KENT 14,Curtis Samuel run for 4 yds to the KntSt 10 for a 1ST down,,
1st and Goal at KENT 10,Curtis Samuel run for 7 yds to the KntSt 3,,
2nd and Goal at KENT 3,"Curtis Samuel run for 3 yds for a TD, (Sean Nuernberger KICK)",0,59
"OSU DRIVE TOTALS: 5 plays, 32 yards, 1:55"
Kent State at 5:08,,KSU,OHST
,"Kyle Clinton kickoff for 60 yds , Ernest Calhoun return for 20 yds to the KntSt 25",0,59
1st and 10 at KENT 25,"Strock, Nathan pass incomplete to Meray, Anthony, PENALTY OHIOST roughing passer (Holmes, Jalyn) 15 yards to the KENTST40, NO PLAY, 1ST DOWN KENTST. for a 1ST down",,
1st and 10 at KENT 40,Anthony Meray run for 2 yds to the KntSt 42,,
2nd and 8 at KENT 42,Nathan Strock pass complete to William Woods for 3 yds to the KntSt 45,,
3rd and 5 at KENT 45,Nathan Strock pass incomplete,,
4th and 5 at KENT 45,"Anthony Melchiori punt for 53 yds, downed at the OhSt 2",,
"KENT DRIVE TOTALS: 3 plays, 20 yards, 1:42"
Ohio State at 3:26,,KSU,OHST
1st and 10 at OSU 2,Curtis Samuel run for 7 yds to the OhSt 9,0,59
2nd and 3 at OSU 9,Cardale Jones pass complete to Curtis Samuel for 30 yds to the OhSt 39 for a 1ST down,,
1st and 10 at OSU 39,Warren Ball run for 3 yds to the OhSt 42,,
2nd and 7 at OSU 42,Warren Ball run for 5 yds to the OhSt 47,,
3rd and 2 at OSU 47,Curtis Samuel run for 5 yds to the KntSt 48 for a 1ST down,,
1st and 10 at KENT 48,Cardale Jones run for 7 yds to the KntSt 41,,
2nd and 3 at KENT 41,Cardale Jones pass complete to Curtis Samuel for 2 yds to the KntSt 39,,
,End of 3rd Quarter,,
4th Quarter Play-by-Play
Ohio State at 15:00,,KSU,OHST
3rd and 1 at KENT 39,Warren Ball run for 3 yds to the KntSt 36 for a 1ST down,0,59
1st and 10 at KENT 36,Curtis Samuel run for 4 yds to the KntSt 32,,
2nd and 6 at KENT 32,Curtis Samuel run for 26 yds to the KntSt 6 for a 1ST down,,
1st and Goal at KENT 6,Curtis Samuel run for 5 yds to the KntSt 1,,
2nd and Goal at KENT 1,"Curtis Samuel run for 1 yd for a TD, (Sean Nuernberger KICK)",0,66
"OSU DRIVE TOTALS: 12 plays, 98 yards, 5:48"
Kent State at 12:38,,KSU,OHST
,"Kyle Clinton kickoff for 63 yds , Ernest Calhoun return for 20 yds to the KntSt 22",0,66
1st and 10 at KENT 22,Colin Reardon pass intercepted Erick Smith return for 5 yds to the KntSt 25,,
"KENT DRIVE TOTALS: 1 play, 0 yards, 0:11"
Ohio State at 12:27,,KSU,OHST
1st and 10 at KENT 25,"u""Bri'onte Dunn"",  run for 3 yds to the KntSt 22",0,66
2nd and 7 at KENT 22,"u""Bri'onte Dunn"",  run for 6 yds to the KntSt 16 u""Bri'onte Dunn"",  fumbled, recovered by KntSt",,
"OSU DRIVE TOTALS: 2 plays, 9 yards, 0:27"
Kent State at 12:00,,KSU,OHST
