0305004720140913,,305,47
,Ball State wins toss and differs. ISU receives and defends south goal.,,
1st Quarter Play-by-Play
Indiana State at 15:00,,ISU,BALL
,Scott Secor kickoff for 65 yds for a touchback,0,0
1st and 10 at INST 25,Mike Perish pass complete to Gary Owens for 9 yds to the IndSt 34,,
2nd and 1 at INST 34,"Mike Perish pass complete to Gary Owens for 14 yds Gary Owens fumbled, recovered by IndSt Gary Owens for a 1ST down",,
1st and 10 at BALL 48,Buck Logan run for 11 yds to the BalSt 37 for a 1ST down,,
1st and 10 at BALL 37,Mike Perish pass complete to Robert Tonyan Jr. for 8 yds to the BalSt 29,,
2nd and 2 at BALL 29,"INDIANA ST Penalty, false start (N/A) to the BalSt 34",,
2nd and 7 at BALL 34,Mike Perish pass incomplete to N/A,,
3rd and 7 at BALL 34,Mike Perish pass complete to Jamar Brown for 8 yds to the BalSt 26 for a 1ST down,,
1st and 10 at BALL 26,Mike Perish pass complete to Travis Reyes for 2 yds to the BalSt 24,,
2nd and 8 at BALL 24,Mike Perish pass incomplete to Travis Reyes,,
3rd and 8 at BALL 24,Mike Perish pass incomplete to Gary Owens,,
4th and 8 at BALL 24,Eric Heidorn 42 yd FG GOOD,3,0
"INST DRIVE TOTALS: 10 plays, 51 yards, 3:45"
Ball State at 11:06,,ISU,BALL
,"Eric Heidorn kickoff for 59 yds , Eric Patterson return for 61 yds to the IndSt 33",3,0
1st and 10 at INST 33,Ozzie Mann pass complete to Aaron Hepp for 6 yds to the IndSt 27,,
2nd and 4 at INST 27,Jahwan Edwards run for no gain to the IndSt 27,,
3rd and 4 at INST 27,Ozzie Mann pass complete to KeVonn Mabon for 15 yds to the IndSt 12 for a 1ST down,,
1st and 10 at INST 12,Jahwan Edwards run for 8 yds to the IndSt 4,,
2nd and 2 at INST 4,Jahwan Edwards run for 3 yds to the IndSt 1 for a 1ST down,,
1st and Goal at INST 1,"Jahwan Edwards run for 1 yd for a TD, (Scott Secor KICK)",3,7
"BALL DRIVE TOTALS: 6 plays, 33 yards, 2:20"
Indiana State at 8:46,,ISU,BALL
,Scott Secor kickoff for 65 yds for a touchback,3,7
1st and 10 at INST 25,Buck Logan run for 2 yds to the IndSt 27,,
2nd and 8 at INST 27,Mike Perish pass incomplete to Gary Owens,,
3rd and 8 at INST 27,Mike Perish pass incomplete to Gary Owens,,
4th and 8 at INST 27,"Osborn Umeh punt for 47 yds , Aaron Hepp returns for 7 yds to the BalSt 33",,
"INST DRIVE TOTALS: 3 plays, 2 yards, 0:59"
Ball State at 7:47,,ISU,BALL
1st and 10 at BALL 33,Ozzie Mann pass incomplete to N/A,3,7
2nd and 10 at BALL 33,TEAM run for a loss of 6 yards to the BalSt 27,,
3rd and 16 at BALL 27,"Ozzie Mann pass incomplete to KeVonn Mabon, broken up by Jameer Thurman",,
4th and 16 at BALL 27,"Kyle Schmidt punt for 49 yds, punt out-of-bounds at the IndSt 24",,
"BALL DRIVE TOTALS: 3 plays, -6 yards, 0:47"
Indiana State at 7:00,,ISU,BALL
1st and 10 at INST 24,LeMonte Booker run for 3 yds to the IndSt 27,3,7
2nd and 7 at INST 27,LeMonte Booker run for 3 yds to the IndSt 30,,
3rd and 4 at INST 30,"INDIANA ST Penalty, false start (Nick Dachota) to the IndSt 25",,
3rd and 9 at INST 25,Mike Perish pass complete to Travis Reyes for 6 yds to the IndSt 31,,
4th and 3 at INST 31,"Osborn Umeh punt for 35 yds, fair catch by Aaron Hepp at the BalSt 34",,
"INST DRIVE TOTALS: 3 plays, 7 yards, 2:32"
Ball State at 4:28,,ISU,BALL
1st and 10 at BALL 34,Ozzie Mann pass incomplete to KeVonn Mabon,3,7
2nd and 10 at BALL 34,Jahwan Edwards run for 3 yds to the BalSt 37,,
3rd and 7 at BALL 37,Ozzie Mann pass incomplete to KeVonn Mabon,,
4th and 7 at BALL 37,"Kyle Schmidt punt for 33 yds, punt out-of-bounds at the IndSt 30",,
"BALL DRIVE TOTALS: 3 plays, 3 yards, 0:51"
Indiana State at 3:37,,ISU,BALL
1st and 10 at INST 30,"LeMonte Booker run for a loss of 3 yards to the IndSt 27 for a 1ST down BALL ST Penalty, unsportsmanlike conduct (Aaron Taylor) to the IndSt 42 for a 1ST down",3,7
1st and 10 at INST 42,LeMonte Booker run for 6 yds to the IndSt 48,,
2nd and 4 at INST 48,Mike Perish pass complete to LeMonte Booker for 1 yd to the IndSt 49,,
3rd and 3 at INST 49,Buck Logan run for 1 yd to the 50 yard line,,
,"Timeout INDIANA ST, clock 01:28",,
4th and 2 at 50,"Osborn Umeh punt for 26 yds, fair catch by Aaron Hepp at the BalSt 24",,
"INST DRIVE TOTALS: 4 plays, 20 yards, 2:15"
Ball State at 1:22,,ISU,BALL
1st and 10 at BALL 24,Horactio Banks run for 6 yds to the BalSt 30,3,7
2nd and 4 at BALL 30,Horactio Banks run for 11 yds to the BalSt 41 for a 1ST down,,
1st and 10 at BALL 41,Horactio Banks run for 5 yds to the BalSt 46,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Ball State at 15:00,,ISU,BALL
2nd and 5 at BALL 46,Horactio Banks run for a loss of 3 yards to the BalSt 43,3,7
3rd and 8 at BALL 43,Ozzie Mann pass complete to Jordan Hogue for 10 yds to the IndSt 47 for a 1ST down,,
1st and 10 at INST 47,Horactio Banks run for no gain to the IndSt 47,,
2nd and 10 at INST 47,Horactio Banks run for 3 yds to the IndSt 44,,
3rd and 7 at INST 44,Ozzie Mann pass complete to Aaron Hepp for 6 yds to the IndSt 38,,
4th and 1 at INST 38,Jahwan Edwards run for 2 yds to the IndSt 36 for a 1ST down,,
1st and 10 at INST 36,Jahwan Edwards run for 5 yds to the IndSt 31,,
2nd and 5 at INST 31,Jahwan Edwards run for 3 yds to the IndSt 28,,
3rd and 2 at INST 28,Ozzie Mann pass complete to Andrew Spears for no gain to the IndSt 28,,
4th and 2 at INST 28,Jahwan Edwards run for 5 yds to the IndSt 23 for a 1ST down,,
1st and 10 at INST 23,"Ozzie Mann pass complete to Jordan Hogue for 23 yds for a TD, (Scott Secor KICK)",3,14
"BALL DRIVE TOTALS: 14 plays, 76 yards, 6:51"
Indiana State at 9:25,,ISU,BALL
,"Scott Secor kickoff for 44 yds , Alec Lyons return for 14 yds to the IndSt 35",3,14
1st and 10 at INST 35,Mike Perish pass complete to Kyani Harris for 14 yds to the IndSt 49 for a 1ST down,,
1st and 10 at INST 49,Mike Perish pass complete to Buck Logan for 10 yds to the BalSt 41 for a 1ST down,,
1st and 10 at BALL 41,Mike Perish pass complete to Gary Owens for 16 yds to the BalSt 25 for a 1ST down,,
1st and 10 at BALL 25,"Mike Perish pass complete to A.J. Johnson for 25 yds for a TD, (Eric Heidorn KICK)",10,14
"INST DRIVE TOTALS: 4 plays, 65 yards, 1:34"
Ball State at 7:51,,ISU,BALL
,Eric Heidorn kickoff for 65 yds for a touchback,10,14
1st and 10 at BALL 25,Jahwan Edwards run for 13 yds to the BalSt 38 for a 1ST down,,
1st and 10 at BALL 38,Ozzie Mann pass incomplete to Chris Shillings,,
2nd and 10 at BALL 38,Horactio Banks run for 2 yds to the BalSt 40,,
3rd and 8 at BALL 40,Ozzie Mann pass complete to Jordan Hogue for 14 yds to the IndSt 46 for a 1ST down,,
1st and 10 at INST 46,Jahwan Edwards run for 9 yds to the IndSt 37,,
2nd and 1 at INST 37,Jahwan Edwards run for 2 yds to the IndSt 35 for a 1ST down,,
1st and 10 at INST 35,Ozzie Mann pass incomplete to Jordan Hogue,,
2nd and 10 at INST 35,Jahwan Edwards run for no gain to the IndSt 35,,
3rd and 10 at INST 35,Ozzie Mann run for no gain to the IndSt 35,,
4th and 10 at INST 35,"BALL ST Penalty, delay of game ( Yards) declined",,
,"Scott Secor punt for 33 yds, downed at the IndSt 2",,
