0193071620140906,,193,716
1st Quarter Play-by-Play
Duke at 15:00,,DUKE,TSU
,Jed Solomon kickoff for 65 yds for a touchback,0,0
1st and 10 at DUKE 25,"DUKE Penalty, delay of game (N/A) to the Duke 20",,
1st and 15 at DUKE 20,Shaquille Powell run for 10 yds to the Duke 30,,
2nd and 5 at DUKE 30,"DUKE Penalty, false start (N/A) to the Duke 25",,
2nd and 10 at DUKE 25,Anthony Boone pass complete to Shaquille Powell for 12 yds to the Duke 37 for a 1ST down,,
1st and 10 at DUKE 37,Anthony Boone run for 5 yds to the Duke 42,,
2nd and 5 at DUKE 42,Shaquille Powell run for no gain to the Duke 42,,
3rd and 5 at DUKE 42,Anthony Boone pass incomplete to N/A,,
4th and 5 at DUKE 42,Will Monday punt for 41 yds,,
"DUKE DRIVE TOTALS: 5 plays, 17 yards, 2:21"
Troy at 12:39,,DUKE,TSU
1st and 10 at TROY 17,Chandler Worthy run for 8 yds to the Troy 25,0,0
2nd and 2 at TROY 25,Brandon Burks run for 13 yds to the Troy 38 for a 1ST down,,
1st and 10 at TROY 38,Brandon Silvers pass complete to Brandon Burks for 8 yds to the Troy 46,,
2nd and 2 at TROY 46,Brandon Burks run for 1 yd to the Troy 47,,
3rd and 1 at TROY 47,Jordan Chunn run for 4 yds to the Duke 49 for a 1ST down,,
1st and 10 at DUKE 49,Brandon Silvers pass complete to Chandler Worthy for 9 yds to the Duke 40,,
2nd and 1 at DUKE 40,Brandon Silvers pass complete to Chandler Worthy for 4 yds to the Duke 36 for a 1ST down,,
1st and 10 at DUKE 36,Brandon Burks run for 1 yd to the Duke 35,,
2nd and 9 at DUKE 35,Brandon Burks run for 2 yds to the Duke 33,,
3rd and 7 at DUKE 33,"Brandon Silvers pass complete to B.J. Chitty for 31 yds to the Duke 2 for a 1ST down DUKE Penalty, offside defense ( Yards) declined for a 1ST down",,
1st and Goal at DUKE 2,"Brandon Silvers run for 2 yds for a TD, (Ryan Kay KICK)",0,7
"TROY DRIVE TOTALS: 11 plays, 83 yards, 3:15"
Duke at 9:24,,DUKE,TSU
,Jed Solomon kickoff for 65 yds for a touchback,0,7
1st and 10 at DUKE 25,Anthony Boone pass complete to Jamison Crowder for 12 yds to the Duke 37 for a 1ST down,,
1st and 10 at DUKE 37,Josh Snead run for 2 yds to the Duke 39,,
2nd and 8 at DUKE 39,Anthony Boone pass complete to Max McCaffrey for 15 yds to the Troy 46 for a 1ST down,,
1st and 10 at TROY 46,"DUKE Penalty, false start (N/A) to the Duke 49",,
1st and 15 at DUKE 49,Josh Snead run for 11 yds to the Troy 40,,
2nd and 4 at TROY 40,Anthony Boone pass complete to Johnell Barnes for 3 yds to the Troy 37,,
3rd and 1 at TROY 37,Josh Snead run for 2 yds to the Troy 35 for a 1ST down,,
1st and 10 at TROY 35,Anthony Boone pass incomplete to Johnell Barnes,,
2nd and 10 at TROY 35,Josh Snead run for a loss of 1 yard to the Troy 36,,
3rd and 11 at TROY 36,Anthony Boone pass complete to Josh Snead for 1 yd to the Troy 35,,
4th and 10 at TROY 35,Anthony Boone pass complete to Jamison Crowder for 26 yds to the Troy 9 for a 1ST down,,
1st and Goal at TROY 9,Anthony Boone run for 3 yds to the Troy 6,,
2nd and Goal at TROY 6,Anthony Boone pass incomplete to Max McCaffrey,,
3rd and Goal at TROY 6,Anthony Boone sacked by Lonnie Gosha for a loss of 1 yard to the Troy 7,,
4th and Goal at TROY 7,Ross Martin 24 yd FG GOOD,3,7
"DUKE DRIVE TOTALS: 14 plays, 68 yards, 5:21"
Troy at 4:03,,DUKE,TSU
,"Jack Willoughby kickoff for 59 yds , Chandler Worthy return for 11 yds to the Troy 17",3,7
1st and 10 at TROY 17,Brandon Silvers pass complete to K.D. Edenfield for 7 yds to the Troy 24,,
2nd and 3 at TROY 24,Khary Franklin run for 2 yds to the Troy 26,,
3rd and 1 at TROY 26,Jordan Chunn run for 11 yds to the Troy 37 for a 1ST down,,
1st and 10 at TROY 37,Brandon Silvers run for 7 yds to the Troy 44,,
2nd and 3 at TROY 44,Brandon Silvers pass incomplete to Chandler Worthy,,
3rd and 3 at TROY 44,Brandon Silvers pass complete to Brandon Burks for 3 yds to the Troy 47 for a 1ST down,,
1st and 10 at TROY 47,Brandon Burks run for 17 yds to the Duke 36 for a 1ST down,,
1st and 10 at DUKE 36,Brandon Silvers run for 7 yds to the Duke 29,,
2nd and 3 at DUKE 29,Khary Franklin run for 14 yds to the Duke 15 for a 1ST down,,
1st and 10 at DUKE 15,Khary Franklin run for 9 yds to the Duke 6,,
2nd and 1 at DUKE 6,Brandon Silvers pass complete to B.J. Chitty for 3 yds to the Duke 3 for a 1ST down,,
1st and Goal at DUKE 3,Brandon Burks run for 2 yds to the Duke 1,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Troy at 15:00,,DUKE,TSU
2nd and Goal at DUKE 1,"Jordan Chunn run for 1 yd for a TD, (Ryan Kay KICK)",3,14
"TROY DRIVE TOTALS: 13 plays, 83 yards, 4:09"
Duke at 14:54,,DUKE,TSU
,Jed Solomon kickoff for 65 yds for a touchback,3,14
1st and 10 at DUKE 25,Shaquille Powell run for 3 yds to the Duke 28,,
2nd and 7 at DUKE 28,Shaquille Powell run for 2 yds to the Duke 30,,
3rd and 5 at DUKE 30,Anthony Boone pass complete to Shaquille Powell for 9 yds to the Duke 39 for a 1ST down,,
1st and 10 at DUKE 39,Anthony Boone pass complete to Issac Blakeney for 10 yds to the Duke 49 for a 1ST down,,
1st and 10 at DUKE 49,Anthony Boone pass complete to Jamison Crowder for a loss of 1 yard to the Duke 48,,
2nd and 11 at DUKE 48,Shaquille Powell run for 2 yds to the 50 yard line,,
3rd and 9 at 50,Anthony Boone pass complete to Issac Blakeney for 10 yds to the Troy 40 for a 1ST down,,
1st and 10 at TROY 40,Shaquille Powell run for 2 yds to the Troy 38,,
2nd and 8 at TROY 38,"Anthony Boone pass incomplete to Jamison Crowder, broken up by Tray Hall",,
3rd and 8 at TROY 38,Anthony Boone pass complete to Issac Blakeney for 8 yds to the Troy 30 for a 1ST down,,
1st and 10 at TROY 30,"Anthony Boone run for 30 yds for a TD, (Ross Martin KICK)",10,14
"DUKE DRIVE TOTALS: 11 plays, 75 yards, 4:12"
Troy at 10:42,,DUKE,TSU
,"Jack Willoughby kickoff for 59 yds , Chandler Worthy return for 26 yds to the Troy 32",10,14
1st and 10 at TROY 32,Brandon Silvers run for 3 yds to the Troy 35,,
2nd and 7 at TROY 35,Brandon Silvers pass complete to K.D. Edenfield for 4 yds to the Troy 39,,
3rd and 3 at TROY 39,Brandon Silvers run for 2 yds to the Troy 41,,
4th and 1 at TROY 41,Jordan Chunn run for a loss of 1 yard to the Troy 40,,
"TROY DRIVE TOTALS: 4 plays, 8 yards, 1:53"
Duke at 8:49,,DUKE,TSU
1st and 10 at TROY 40,Josh Snead run for 2 yds to the Troy 38,10,14
2nd and 8 at TROY 38,Anthony Boone pass complete to Jamison Crowder for 6 yds to the Troy 32,,
3rd and 2 at TROY 32,Anthony Boone pass complete to Jamison Crowder for 15 yds to the Troy 17 for a 1ST down,,
1st and 10 at TROY 17,Anthony Boone run for 3 yds to the Troy 14,,
2nd and 7 at TROY 14,Anthony Boone pass complete to Johnell Barnes for 7 yds to the Troy 7 for a 1ST down,,
1st and Goal at TROY 7,Thomas Sirk run for 5 yds to the Troy 2,,
2nd and Goal at TROY 2,"Thomas Sirk pass complete to David Reeves for 2 yds for a TD, (Ross Martin KICK)",17,14
"DUKE DRIVE TOTALS: 7 plays, 40 yards, 2:43"
Troy at 6:06,,DUKE,TSU
,"Jack Willoughby kickoff for 65 yds , Chandler Worthy return for 14 yds to the Troy 14",17,14
1st and 10 at TROY 14,Brandon Burks run for 3 yds to the Troy 17,,
2nd and 7 at TROY 17,Teddy Ruben run for 14 yds to the Troy 31 for a 1ST down,,
1st and 10 at TROY 31,Dontreal Pruitt pass incomplete to K.D. Edenfield,,
2nd and 10 at TROY 31,Dontreal Pruitt run for 8 yds to the Troy 39,,
3rd and 2 at TROY 39,"Brandon Burks run for 2 yds to the Troy 38 Brandon Burks fumbled, forced by DeVon Edwards, recovered by Troy",,
4th and 3 at TROY 38,"Ryan Kay punt for 28 yds, punt out-of-bounds at the Duke 34",,
"TROY DRIVE TOTALS: 5 plays, 24 yards, 1:52"
Duke at 4:14,,DUKE,TSU
