0497070420141115,,497,704
1st Quarter Play-by-Play
UTEP at 15:00,,UNT,UTEP
,Eric Keena kickoff for 65 yds for a touchback,0,0
1st and 10 at UTEP 25,Aaron Jones run for 20 yds to the UTEP 45 for a 1ST down,,
1st and 10 at UTEP 45,Jameill Showers pass incomplete to Autrey Golden,,
2nd and 10 at UTEP 45,Aaron Jones run for 4 yds to the UTEP 49,,
3rd and 6 at UTEP 49,"NORTH TEXAS Penalty, Defensive Offside (5 Yards) to the NoTex 46",,
3rd and 1 at UNT 46,Nathan Jeffery run for 2 yds to the NoTex 44 for a 1ST down,,
1st and 10 at UNT 44,"UTEP Penalty, False Start (Eric Lee) to the NoTex 49",,
1st and 15 at UNT 49,Aaron Jones run for 3 yds to the NoTex 46,,
2nd and 12 at UNT 46,Jameill Showers run for 15 yds to the NoTex 31 for a 1ST down,,
1st and 10 at UNT 31,"Nathan Jeffery run for 31 yds for a TD, (Jay Mattox KICK)",0,7
"UTEP DRIVE TOTALS: 7 plays, 75 yards, 4:01"
North Texas at 10:59,,UNT,UTEP
,"Jay Mattox kickoff for 64 yds , Darvin Kidsy return for 19 yds to the NoTex 20",0,7
1st and 10 at UNT 20,Andrew McNulty pass complete to Carl Caldwell for a loss of 2 yards to the NoTex 18,,
2nd and 12 at UNT 18,Andrew McNulty pass complete to Turner Smiley for 6 yds to the NoTex 24,,
3rd and 6 at UNT 24,Antoinne Jimmerson run for a loss of 2 yards to the NoTex 22,,
4th and 8 at UNT 22,"Eric Keena punt for 48 yds , Damian Payne returns for 1 yd to the UTEP 31",,
"UNT DRIVE TOTALS: 3 plays, 2 yards, 1:56"
UTEP at 9:03,,UNT,UTEP
1st and 10 at UTEP 31,Jameill Showers pass complete to Ian Hamilton for 6 yds to the UTEP 37,0,7
2nd and 4 at UTEP 37,Aaron Jones run for 5 yds to the UTEP 42 for a 1ST down,,
1st and 10 at UTEP 42,Aaron Jones run for 4 yds to the UTEP 46,,
2nd and 6 at UTEP 46,"NORTH TEXAS Penalty, Defensive Offside (Austin Orr) to the NoTex 49",,
,"Timeout UTEP, clock 06:47",,
2nd and 1 at UNT 49,Josh Bell run for 22 yds to the NoTex 27 for a 1ST down,,
1st and 10 at UNT 27,Autrey Golden run for 22 yds to the NoTex 5 for a 1ST down,,
1st and Goal at UNT 5,Aaron Jones run for 3 yds to the NoTex 2,,
2nd and Goal at UNT 2,Darrin Laufasa run for no gain to the NoTex 2,,
3rd and Goal at UNT 2,"Nathan Jeffery run for 2 yds for a TD, (Jay Mattox KICK)",0,14
"UTEP DRIVE TOTALS: 8 plays, 69 yards, 4:56"
North Texas at 4:07,,UNT,UTEP
,"Jay Mattox kickoff for 61 yds , Darvin Kidsy return for 16 yds to the NoTex 20",0,14
1st and 10 at UNT 20,Reggie Pegram run for 1 yd to the NoTex 21,,
2nd and 9 at UNT 21,Andrew McNulty run for 5 yds to the NoTex 26,,
3rd and 4 at UNT 26,Andrew McNulty pass complete to Marcus Smith for 12 yds to the NoTex 38 for a 1ST down,,
1st and 10 at UNT 38,Reggie Pegram run for 1 yd to the NoTex 39,,
2nd and 9 at UNT 39,Andrew McNulty pass complete to Carlos Harris for 10 yds to the NoTex 49 for a 1ST down,,
