0498036520140913,,498,365
,"LOUISIANA STATE wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
LSU at 15:00,,ULM,LSU
,"Justin Manton kickoff for 65 yds , Leonard Fournette return for 40 yds to the LSU 40",0,0
1st and 10 at LSU 40,Kenny Hilliard run for no gain to the LSU 40,,
2nd and 10 at LSU 40,Kenny Hilliard run for no gain to the LSU 40,,
3rd and 10 at LSU 40,Anthony Jennings run for 9 yds to the LSU 49,,
4th and 1 at LSU 49,"Jamie Keehn punt for 46 yds, downed at the LaMon 5",,
"LSU DRIVE TOTALS: 3 plays, 9 yards, 2:06"
Louisiana Monroe at 12:54,,ULM,LSU
1st and 10 at ULM 5,Tyler Cain run for no gain to the LaMon 5,0,0
2nd and 10 at ULM 5,Pete Thomas run for a loss of 1 yard to the LaMon 4,,
3rd and 11 at ULM 4,"Pete Thomas pass incomplete to Rashon Ceaser, broken up by Christian LaCouture",,
4th and 11 at ULM 4,"Justin Manton punt for 50 yds, downed at the LSU 46",,
"ULM DRIVE TOTALS: 3 plays, -1 yard, 1:54"
LSU at 11:00,,ULM,LSU
1st and 10 at LSU 46,Anthony Jennings pass incomplete to Connor Neighbors,0,0
2nd and 10 at LSU 46,Terrence Magee run for no gain to the LSU 46,,
3rd and 10 at LSU 46,"Jennings, Anthony pass incomplete to Diarse, John, PENALTY ULMONROE offside (Johnson, Michael) 5 yards to the ULMONROE49, NO PLAY.",,
3rd and 5 at ULM 49,Anthony Jennings pass incomplete to Trey Quinn,,
4th and 5 at ULM 49,"Jamie Keehn punt for 27 yds, fair catch by Rashon Ceaser at the LaMon 22",,
"LSU DRIVE TOTALS: 3 plays, 5 yards, 1:06"
Louisiana Monroe at 9:54,,ULM,LSU
1st and 10 at ULM 22,Pete Thomas pass complete to Harley Scioneaux for 5 yds to the LaMon 27,0,0
2nd and 5 at ULM 27,Pete Thomas pass incomplete to Rashon Ceaser,,
3rd and 5 at ULM 27,Pete Thomas pass incomplete to Tony Cook,,
4th and 5 at ULM 27,"Justin Manton punt for 49 yds , u""Tre'Davious White"",  returns for 26 yds to the 50 yard line",,
"ULM DRIVE TOTALS: 3 plays, 5 yards, 0:53"
LSU at 9:01,,ULM,LSU
1st and 10 at 50,Leonard Fournette run for 5 yds to the LaMon 45,0,0
2nd and 5 at ULM 45,Leonard Fournette run for 3 yds to the LaMon 42,,
3rd and 2 at ULM 42,Kenny Hilliard run for 3 yds to the LaMon 39 for a 1ST down,,
1st and 10 at ULM 39,Kenny Hilliard run for 2 yds to the LaMon 37,,
2nd and 8 at ULM 37,Anthony Jennings pass complete to Travin Dural for 14 yds to the LaMon 23 for a 1ST down,,
1st and 10 at ULM 23,"LSU Penalty, False Start (-4 Yards) to the LaMon 27",,
1st and 14 at ULM 27,Anthony Jennings pass incomplete,,
2nd and 14 at ULM 27,"Anthony Jennings sacked by Hunter Kissinger for a loss of 8 yards to the LaMon 35 LSU Penalty, Intentional Grounding (Anthony Jennings) to the LaMon 35",,
3rd and 22 at ULM 35,Anthony Jennings pass complete to John Diarse for 23 yds to the LaMon 12 for a 1ST down,,
1st and 10 at ULM 12,Terrence Magee run for 5 yds to the LaMon 7,,
2nd and 5 at ULM 7,Terrence Magee run for no gain to the LaMon 7,,
3rd and 5 at ULM 7,Anthony Jennings pass complete to Trey Quinn for 2 yds to the LaMon 5,,
4th and 3 at ULM 5,Colby Delahoussaye 21 yd FG GOOD,0,3
"LSU DRIVE TOTALS: 12 plays, 45 yards, 5:41"
Louisiana Monroe at 3:20,,ULM,LSU
,Trent Domingue kickoff for 65 yds for a touchback,0,3
1st and 10 at ULM 25,Centarius Donald run for 3 yds to the LaMon 28,,
2nd and 7 at ULM 28,Pete Thomas pass complete to Rashon Ceaser for 2 yds to the LaMon 30,,
