Position,Down,Distance,Plays,Runs,Run Yards Exp,Run Points Exp,Passes,Pass Yards Exp,Pass Points Exp,Sacks,Sack Yards Exp,Sack Points Exp,Punts,Field Goals,Expected Yards,Expected Points
45,3,1,349,93,7.204301075,2.387096774,232,7.090517241,2.452586207,24,-7.583333333,0.583333333,0,0,6.111747851,2.306590258
45,3,2,407,84,7.476190476,2.071428571,289,6.332179931,1.806228374,33,-5.333333333,0.424242424,0,0,5.620689655,1.748768473
45,3,3,189,31,9.35483871,1.64516129,127,6.181102362,0.937007874,24,-6.291666667,0.291666667,0,0,5.076923077,0.972527473
45,3,4,31,3,11.66666667,0,27,5.740740741,0.333333333,1,-4,0,0,0,6,0.290322581
45,4,0,179,61,4.147540984,2.426229508,22,6.818181818,2.181818182,1,-6,0,95,0,4.726190476,2.333333333
45,4,1,175,3,1.666666667,2.333333333,15,8.066666667,2.333333333,0,0,0,157,0,7,2.333333333
45,4,2,211,6,4.833333333,1.166666667,11,7.090909091,0.636363636,1,-11,0,190,3,5.333333333,0.777777778
45,4,3,146,0,0,0,8,9.125,0.875,1,-7,0,135,2,7.333333333,0.777777778
45,4,4,28,0,0,0,0,0,0,0,0,0,27,1,0,0
50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,1,11,8,6.25,2.875,3,0,0,0,0,0,0,0,4.545454545,2.090909091
50,1,2,2993,1600,5.316875,2.719375,1257,8.829753381,2.877486078,67,-6.507462687,1.28358209,0,1,6.556087551,2.754445964
50,1,3,81,44,4.340909091,2.272727273,34,8.588235294,2.735294118,3,-6.666666667,4.666666667,0,0,5.716049383,2.555555556
50,1,4,10,4,12,5,4,27,5.25,0,0,0,0,0,19.5,5.125
50,2,0,370,237,5.156118143,2.717299578,126,7.912698413,3.214285714,7,-6.857142857,0,0,0,5.867567568,2.835135135
50,2,1,517,302,5.602649007,2.635761589,204,7.534313725,2.529411765,10,-7.1,0.6,0,0,6.120155039,2.554263566
50,2,2,1118,466,6.278969957,2.233905579,614,8.050488599,2.483713355,37,-6.108108108,0.72972973,0,0,6.842435094,2.321396598
50,2,3,320,121,6.917355372,2.198347107,167,7.065868263,2.251497006,14,-6.428571429,0.214285714,0,0,6.380794702,2.135761589
50,2,4,24,6,2.666666667,1.166666667,18,6.666666667,0.888888889,0,0,0,0,0,5.666666667,0.958333333
50,3,0,415,287,4.536585366,2.198606272,117,8.427350427,2.64957265,10,-7.7,0,0,0,5.34057971,2.27294686
50,3,1,321,71,5.563380282,1.85915493,232,7.362068966,2.047413793,16,-7.125,0.4375,0,0,6.235109718,1.92476489
50,3,2,455,84,8.5,1.761904762,335,7.480597015,1.528358209,33,-5.090909091,0,2,0,6.752212389,1.460176991
50,3,3,223,34,7.676470588,0.5,160,7.41875,1.3625,22,-9.090909091,0,3,0,5.777777778,1.087962963
50,3,4,24,6,9.833333333,0,17,8.529411765,0.823529412,1,-6,0,0,0,8.25,0.583333333
50,4,0,230,66,3.924242424,2.242424242,13,11.15384615,2.153846154,2,-4.5,0,149,0,4.87654321,2.172839506
50,4,1,178,7,4.857142857,0.428571429,12,10.5,2.25,0,0,0,159,0,8.421052632,1.578947368
50,4,2,210,4,25,3.5,17,11.76470588,2.235294118,2,-4,0,187,0,12.69565217,2.260869565
50,4,3,145,2,5.5,0,8,3.625,0.875,0,0,0,135,0,4,0.7
50,4,4,26,0,0,0,7,9.714285714,1,0,0,0,19,0,9.714285714,1
55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,1,17,7,3,3.428571429,10,4.4,1.4,0,0,0,0,0,3.823529412,2.235294118
55,1,2,2852,1513,5.962326504,2.514210178,1242,8.557165862,2.808373591,69,-6.057971014,1.217391304,0,0,6.809844193,2.611898017
55,1,3,93,49,6.979591837,2.367346939,40,7.3,3.25,3,-5.666666667,2.333333333,0,0,6.706521739,2.75
55,1,4,11,4,2.25,0,6,7.666666667,2.833333333,1,-7,0,0,0,4.363636364,1.545454545
55,2,0,407,270,4.685185185,2.859259259,132,6.704545455,3.257575758,3,-3.666666667,2.333333333,0,0,5.281481481,2.985185185
55,2,1,670,388,5.706185567,2.510309278,266,6.812030075,2.511278195,15,-6.4,0.466666667,0,0,5.874439462,2.464872945
55,2,2,1154,538,5.923791822,2.078066915,577,6.991334489,2.317157712,39,-7.025641026,0.358974359,0,0,6.019930676,2.139514731
55,2,3,329,106,5.811320755,1.632075472,202,7.381188119,1.955445545,13,-6,0.230769231,0,0,6.320872274,1.778816199
55,2,4,21,8,2.125,1.75,12,4.416666667,0.583333333,1,-9,7,0,0,2.904761905,1.333333333
55,3,0,501,329,5.58662614,2.76899696,161,6.807453416,1.881987578,10,-3.8,0,1,0,5.792,2.428
55,3,1,429,93,6.430107527,1.946236559,316,6.642405063,1.433544304,19,-6.842105263,0.368421053,0,0,5.997663551,1.497663551
55,3,2,455,87,7.218390805,1.540229885,332,7.174698795,1.126506024,36,-6.888888889,0,0,0,6.07032967,1.116483516
55,3,3,249,50,8.24,0.34,168,5.511904762,0.875,28,-5.678571429,0.25,0,0,4.792682927,0.695121951
55,3,4,22,5,8.2,0,14,6.642857143,0.214285714,3,-8,0,0,0,5,0.136363636
55,4,0,235,51,4.705882353,1.823529412,12,5.5,2.916666667,0,0,0,172,0,4.857142857,2.031746032
55,4,1,240,8,-2.125,0.375,10,2.8,0,2,-11.5,0,220,0,-0.6,0.15
55,4,2,219,1,4,0,8,6.625,0,0,0,0,210,0,6.333333333,0
55,4,3,180,0,0,0,9,10.55555556,2.333333333,0,0,0,171,0,10.55555556,2.333333333
55,4,4,20,0,0,0,0,0,0,0,0,0,20,0,0,0
60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,1,23,12,3.833333333,3.166666667,7,13.85714286,3.857142857,2,-10.5,1.5,0,0,5.80952381,3.238095238
60,1,2,3676,2082,5.899135447,2.050912584,1476,8.113821138,2.41598916,81,-6.37037037,2.086419753,0,0,6.524319868,2.199780159
60,1,3,96,35,6.171428571,1.885714286,55,9.672727273,2.436363636,6,-5.5,3.333333333,0,0,7.447916667,2.291666667
60,1,4,11,5,4.4,1.4,6,0,0,0,0,0,0,0,2,0.636363636
60,2,0,355,210,5.052380952,2.619047619,140,7.192857143,2.421428571,3,-5.333333333,0,0,0,5.813031161,2.518413598
60,2,1,541,318,5.424528302,2.323899371,211,6.701421801,2.36492891,11,-7.090909091,0.636363636,0,0,5.668518519,2.305555556
60,2,2,1414,650,5.393846154,1.752307692,721,6.468793343,2.099861304,41,-6.268292683,0.243902439,0,0,5.604107649,1.885977337
60,2,3,298,97,6.597938144,1.618556701,186,8.107526882,1.715053763,10,-5.5,1.4,0,0,7.14334471,1.672354949
60,2,4,38,16,4.5625,1.75,22,11.63636364,2.045454545,0,0,0,0,0,8.657894737,1.921052632
60,3,0,414,282,5.567375887,2.312056738,129,6.302325581,1.147286822,2,-8.5,0,0,0,5.728813559,1.937046005
60,3,1,413,90,5.677777778,1.111111111,299,6.839464883,1.585284281,24,-7.708333333,0,0,0,5.740920097,1.389830508
60,3,2,609,105,7.59047619,1.247619048,455,6.892307692,1.305494505,46,-7.347826087,0.304347826,2,0,5.932343234,1.219471947
60,3,3,266,41,7.585365854,0.585365854,195,6.635897436,0.948717949,28,-6.285714286,0,0,0,5.412878788,0.791666667
60,3,4,27,6,8.333333333,0,19,5.894736842,0.736842105,2,-6,0,0,0,5.555555556,0.518518519
60,4,0,212,25,4.96,3.64,5,2.8,0.6,1,-3,0,180,0,4.35483871,3.032258065
60,4,1,207,3,32,4.333333333,6,4.666666667,2.333333333,0,0,0,198,0,13.77777778,3
60,4,2,276,4,2.25,0,11,6.454545455,0.636363636,0,0,0,260,0,5.333333333,0.466666667
60,4,3,171,1,-8,0,9,12.44444444,0,1,0,0,160,0,9.454545455,0
60,4,4,35,0,0,0,2,0,3.5,0,0,0,33,0,0,3.5
65,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,1,9,4,4.5,4.25,5,8.6,2.8,0,0,0,0,0,6.777777778,3.444444444
65,1,2,3358,1904,5.847163866,1.920693277,1331,8.524417731,2.28174305,79,-6.037974684,1.443037975,0,0,6.63910682,2.054315027
65,1,3,93,47,5.382978723,2.106382979,44,7.613636364,1.909090909,1,-9,0,0,0,6.293478261,1.989130435
65,1,4,13,6,8.166666667,0,6,6.666666667,3.5,0,0,0,0,0,7.416666667,1.75
65,2,0,680,467,5.188436831,2.541755889,199,6.025125628,2.226130653,14,-6.5,1.5,0,0,5.192647059,2.427941176
65,2,1,653,399,5.278195489,1.784461153,240,8.725,2.3625,12,-6.833333333,1.166666667,0,0,6.325652842,1.986175115
65,2,2,1183,546,5.135531136,1.750915751,599,6.929883139,1.879799666,34,-6.147058824,0.5,0,0,5.721798134,1.780322307
65,2,3,406,133,6.578947368,1.142857143,250,7.828,1.796,13,-6,0.230769231,0,0,6.954545455,1.525252525
65,2,4,25,11,4.363636364,0.545454545,13,8,0.769230769,1,-6,0,0,0,5.84,0.64
65,3,0,746,497,4.828973843,1.816901408,231,6.173160173,1.874458874,17,-8.470588235,-0.117647059,1,0,4.942281879,1.790604027
65,3,1,481,103,5.689320388,1.300970874,347,7.227665706,1.106628242,31,-5.741935484,0.225806452,0,0,6.062370062,1.091476091
65,3,2,453,72,9.138888889,0.958333333,326,6.291411043,1.067484663,54,-6.333333333,0.388888889,1,0,5.236725664,0.969026549
65,3,3,296,62,7.387096774,0.338709677,195,7.369230769,0.856410256,36,-7.444444444,0.388888889,1,0,5.552901024,0.689419795
65,3,4,28,8,11.625,0,19,9.894736842,1.631578947,1,-11,0,0,0,9.642857143,1.107142857
65,4,0,381,40,3.875,1.525,8,5.25,1.75,1,-13,0,332,0,3.755102041,1.530612245
65,4,1,233,6,10,2.333333333,5,6.4,1.4,0,0,0,221,0,8.363636364,1.909090909
65,4,2,227,4,12,1.5,5,7,2.8,0,0,0,218,0,9.222222222,2.222222222
65,4,3,214,1,0,0,5,5.2,2.8,0,0,0,207,1,4.333333333,2.333333333
65,4,4,38,0,0,0,3,11.66666667,0,0,0,0,35,0,11.66666667,0
70,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
70,1,1,33,20,4.75,2.25,13,12.23076923,3.692307692,0,0,0,0,0,7.696969697,2.818181818
70,1,2,2908,1625,5.782769231,1.613538462,1179,8.09245123,1.903307888,59,-5.220338983,0.576271186,1,0,6.507160321,1.711491443
70,1,3,93,44,6.068181818,1.409090909,36,5.777777778,2.277777778,1,-5,0,0,0,5.802469136,1.777777778
70,1,4,13,5,0,0.6,6,5.166666667,1.166666667,1,-16,7,0,0,1.25,1.416666667
70,2,0,359,261,6.229885057,1.946360153,95,8.242105263,1.926315789,3,-3,0,0,0,6.685236769,1.924791086
70,2,1,905,541,5.545286506,1.791127542,350,6.025714286,1.865714286,13,-7,0.769230769,0,0,5.550884956,1.805309735
70,2,2,1674,785,5.457324841,1.298089172,827,6.713422007,1.790810157,59,-6.559322034,0.491525424,0,0,5.654697786,1.513464991
70,2,3,368,137,5.547445255,1.03649635,214,6.275700935,1.38317757,6,-8.833333333,0,0,0,5.742296919,1.226890756
70,2,4,29,11,15.18181818,2.090909091,17,15,1.411764706,0,0,0,0,0,15.07142857,1.678571429
70,3,0,410,238,5.012605042,1.676470588,163,6.116564417,1.374233129,7,-8.714285714,0,0,0,5.218137255,1.526960784
70,3,1,644,133,6.894736842,1.135338346,486,6.631687243,1.21399177,25,-7.4,0,0,0,6.141304348,1.150621118
70,3,2,752,109,7.348623853,0.642201835,570,7.289473684,1.015789474,73,-6.767123288,0.191780822,0,0,5.933510638,0.881648936
70,3,3,300,82,7.426829268,0.804878049,188,6.537234043,0.569148936,26,-6.730769231,0.269230769,1,0,5.618243243,0.608108108
70,3,4,22,9,7.222222222,0.333333333,12,3.75,0,1,3,0,0,0,5.136363636,0.136363636
70,4,0,204,12,1.583333333,0.583333333,5,7.2,2.8,0,0,0,187,0,3.235294118,1.235294118
70,4,1,302,7,5.571428571,0,9,5.111111111,1.111111111,1,-22,0,284,1,3.705882353,0.588235294
70,4,2,370,6,9,1.166666667,5,6.6,1.4,0,0,0,358,0,7.909090909,1.272727273
70,4,3,208,0,0,0,11,8.818181818,1.181818182,0,0,0,196,0,8.818181818,1.181818182
70,4,4,31,1,-16,0,1,3,0,0,0,0,29,0,-6.5,0
75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,1,9,6,10.16666667,0.5,3,35.33333333,7,0,0,0,0,0,18.55555556,2.666666667
75,1,2,5551,3130,5.413738019,1.520127796,2240,7.950446429,1.719196429,106,-6,0.537735849,0,0,6.23046019,1.582542001
75,1,3,107,64,7.953125,1.6875,37,12.18918919,2.405405405,3,-10.66666667,0,0,0,8.923076923,1.894230769
75,1,4,21,13,13.15384615,1.307692308,8,14.125,0.875,0,0,0,0,0,13.52380952,1.142857143
75,2,0,200,148,4.702702703,1.864864865,52,7.346153846,1.846153846,0,0,0,0,0,5.39,1.86
75,2,1,477,280,6.207142857,1.878571429,190,7.573684211,2.168421053,6,-7,0,0,0,6.586134454,1.970588235
75,2,2,1575,753,5.227091633,1.443559097,758,6.646437995,1.496042216,57,-6.368421053,0.543859649,0,0,5.491709184,1.43622449
75,2,3,548,189,6.693121693,1.148148148,326,5.889570552,1.098159509,28,-5.5,0.25,0,0,5.581952118,1.071823204
75,2,4,42,16,5.5,0.875,25,11.44,0.68,1,-6,0,0,0,8.761904762,0.738095238
75,3,0,208,132,5.924242424,1.037878788,75,6.706666667,2.133333333,1,-6,0,0,0,6.149038462,1.427884615
75,3,1,312,71,6.450704225,1.028169014,218,8.275229358,1.54587156,20,-7.1,0,1,0,6.860841424,1.326860841
75,3,2,575,94,5.829787234,0.776595745,418,8.406698565,1.007177033,59,-6.559322034,0.169491525,1,0,6.436077058,0.882661996
75,3,3,407,77,7.441558442,0.181818182,296,7.307432432,0.689189189,32,-8.15625,0,0,0,6.111111111,0.538271605
75,3,4,33,8,7.375,0,25,8.72,0.84,0,0,0,0,0,8.393939394,0.636363636
75,4,0,101,5,2,0,3,13.66666667,2.333333333,0,0,0,93,0,6.375,0.875
75,4,1,144,1,5,0,4,8.75,2.25,1,-18,0,138,0,3.666666667,1.5
75,4,2,262,1,0,0,4,3,1.75,0,0,0,254,2,2.4,1.4
75,4,3,315,1,14,0,1,0,0,0,0,0,311,2,7,0
75,4,4,44,0,0,0,0,0,0,0,0,0,44,0,0,0
80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,1,2,1,1,7,1,20,0,0,0,0,0,0,10.5,3.5
80,1,2,2867,1646,5.527339004,1.362089915,1118,8.493738819,1.545617174,40,-6.05,0.675,0,0,6.544935806,1.425463623
80,1,3,152,83,4.722891566,1.253012048,65,7.2,1.430769231,3,-1.666666667,0,0,0,5.662251656,1.304635762
80,1,4,31,10,3.4,2.1,11,6.090909091,1.272727273,0,0,0,0,0,4.80952381,1.666666667
80,2,0,124,87,5.114942529,1.724137931,37,5.972972973,1.324324324,0,0,0,0,0,5.370967742,1.60483871
80,2,1,240,156,5.237179487,1.608974359,80,8.8875,1.4,3,-1,0,0,0,6.380753138,1.518828452
80,2,2,846,385,5.997402597,1.41038961,430,7.520930233,1.441860465,29,-7.689655172,0.24137931,1,0,6.303317536,1.386255924
80,2,3,455,158,5.582278481,0.740506329,271,7.055350554,1.298892989,18,-7.222222222,0.777777778,0,0,5.959731544,1.080536913
80,2,4,34,8,4.125,0.875,23,8.086956522,0.434782609,3,-9.666666667,0,0,0,5.588235294,0.5
80,3,0,143,87,6.482758621,1.298850575,53,6.79245283,0.660377358,3,-8,0,0,0,6.293706294,1.034965035
80,3,1,157,38,6.105263158,0.736842105,109,5.220183486,1.339449541,7,-6.428571429,0,0,0,4.909090909,1.12987013
80,3,2,322,60,6.183333333,0.516666667,235,7.455319149,1.161702128,27,-6.518518519,0.111111111,0,0,6.046583851,0.953416149
80,3,3,322,87,6.793103448,0.425287356,203,6.527093596,0.477832512,31,-8.225806452,-0.129032258,0,0,5.174454829,0.404984424
80,3,4,35,23,6.391304348,0.304347826,10,0.1,0,2,-6.5,0,0,0,3.857142857,0.2
80,4,0,83,4,2.25,0,0,0,0,0,0,0,79,0,2.25,0
80,4,1,82,4,2.5,-0.5,1,0,0,0,0,0,77,0,2,-0.4
80,4,2,169,1,-14,0,3,3.666666667,0,0,0,0,163,2,-0.75,0
80,4,3,233,5,16.4,4.2,3,3.333333333,0,0,0,0,225,0,11.5,2.625
80,4,4,29,0,0,0,1,0,0,1,-10,0,26,0,-5,0
85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,2,1367,870,5.450574713,1.21954023,461,8.080260304,1.793926247,15,-7.4,0.933333333,1,0,6.208023774,1.41307578
