1st and 10 at t433 28,Grant Hedrick pass complete to Shane Williams-Rhodes for no gain to the t433 28,,
2nd and 10 at t433 28,Grant Hedrick pass complete to Shane Williams-Rhodes for 5 yds to the t433 23,,
3rd and 5 at t433 23,Jay Ajayi run for a loss of 3 yards to the t433 26,,
4th and 8 at t433 26,Dan Goodale 43 yd FG GOOD,6,7
"t433 DRIVE TOTALS: 5 plays, 35 yards, 1:34",,,
t433 at 15:00,,t66,t433
,Dan Goodale kickoff for 65 yds for a touchback,6,7
1st and 10 at t433 25,Bo Wallace pass complete to Laquon Treadwell for 9 yds to the t433 34,,
2nd and 1 at t433 34,"Mathers, I'Tavius rush for 2 yards to the t433 36, PENALTY t433 holding 10 yards to the t433 36, NO PLAY.",,
2nd and 11 at t433 24,Bo Wallace run for 10 yds to the t433 34,,
,End of 3rd Quarter,,
4th Quarter Play-by-Play,,,
,,,
t433 at 15:00,,t66,t433
3rd and 1 at t433 34,Bo Wallace run for 2 yds to the t433 36 for a 1ST down,6,7
1st and 10 at t433 36,Jordan Wilkins run for 5 yds to the t433 41,,
2nd and 5 at t433 41,Jordan Wilkins run for 5 yds to the t433 46 for a 1ST down,,
1st and 10 at t433 46,"Wallace, Bo pass incomplete to Treadwell, Laquon, PENALTY BOISEST pass interference 9 yards to the BOISEST45, NO PLAY, 1ST DOWN t433. for a 1ST down",,
1st and 10 at t66 45,"t433 Penalty, False Start (-5 Yards) to the 50 yard line",,
1st and 15 at 50,Bo Wallace sacked by Armand Nance for a loss of 5 yards to the t433 45,,
2nd and 20 at t433 45,Bo Wallace pass complete to Laquon Treadwell for 12 yds to the t66 43,,
3rd and 8 at t66 43,Bo Wallace pass complete to Laquon Treadwell for 29 yds to the t66 14 for a 1ST down,,
1st and 10 at t66 14,Bo Wallace pass incomplete,,
2nd and 10 at t66 14,"Bo Wallace pass complete to Laquon Treadwell for 14 yds for a TD, (Andrew Fletcher KICK)",6,14
t66 at 6:24,,t66,t433
,"Nathan Noble kickoff for 65 yds , Bryan Douglas return for 26 yds to the t433 39 BOISE ST Penalty, Offensive Holding (10 Yards) to the t66 16",6,14
1st and 10 at t66 16,Grant Hedrick pass incomplete,,
2nd and 10 at t66 16,Grant Hedrick pass complete to Jake Roh for 9 yds to the t66 25,,
3rd and 1 at t66 25,Jay Ajayi run for 2 yds to the t66 27 for a 1ST down,,
1st and 10 at t66 27,Grant Hedrick pass complete to Shane Williams-Rhodes for a loss of 2 yards to the t66 25,,
2nd and 12 at t66 25,"BOISE ST Penalty, False Start (-5 Yards) to the t66 20",,
2nd and 17 at t66 20,Grant Hedrick pass intercepted Tony Conner return for no gain to the t66 40,,
"t66 DRIVE TOTALS: 2 plays, 2 yards, 0:45",,,
t433 at 15:00,,t66,t433
1st and 10 at t66 40,Jordan Wilkins run for 9 yds to the t66 31,6,14
2nd and 1 at t66 31,"Bo Wallace pass complete to Quincy Adeboyejo for 31 yds for a TD, (Andrew Fletcher KICK)",6,21
t66 at 5:39,,t66,t433
,"Nathan Noble kickoff for 65 yds , Bryan Douglas return for 16 yds to the t66 16",6,21
1st and 10 at t66 16,Jay Ajayi run for 26 yds to the t66 42 for a 1ST down,,
1st and 10 at t66 42,"Hedrick, Grant pass incomplete to Miller, Matt, PENALTY t433 pass interference 10 yards to the t433 48, NO PLAY, 1ST DOWN BOISEST. for a 1ST down",,
1st and 10 at t433 48,Grant Hedrick pass complete to Jay Ajayi for 2 yds to the t433 46,,
2nd and 8 at t433 46,Grant Hedrick pass complete to Jay Ajayi for 4 yds to the t433 42,,
3rd and 4 at t433 42,Grant Hedrick sacked by Deterrian Shackelford for a loss of 15 yards to the t66 43,,
4th and 19 at t66 43,"Sean Wale punt for 33 yds, fair catch by Anthony Alford at the t433 24",,
"t433 DRIVE TOTALS: 3 plays, -7 yards, 0:54",,,
t433 at 15:00,,t66,t433
,"Timeout t433, clock 07:56",6,21
1st and 10 at t433 24,"Bo Wallace pass complete to Cody Core for 76 yds for a TD, (Andrew Fletcher KICK)",6,28
t66 at 4:45,,t66,t433
,"Nathan Noble kickoff for 62 yds , Bryan Douglas return for 24 yds to the t66 27",6,28
1st and 10 at t66 27,Grant Hedrick pass complete to Jay Ajayi for 7 yds to the t66 34,,
2nd and 3 at t66 34,Jay Ajayi run for 11 yds to the t66 45 for a 1ST down,,
1st and 10 at t66 45,Grant Hedrick pass complete to Jay Ajayi for 11 yds to the t433 44 for a 1ST down,,
1st and 10 at t433 44,Grant Hedrick pass complete to Jake Roh for 4 yds to the t433 40,,
2nd and 6 at t433 40,Grant Hedrick pass incomplete to Matt Miller,,
3rd and 6 at t433 40,Grant Hedrick pass complete to Shane Williams-Rhodes for 16 yds to the t433 24 for a 1ST down,,
1st and 10 at t433 24,Grant Hedrick run for 8 yds to the t433 16,,
2nd and 2 at t433 16,Grant Hedrick pass incomplete to Jay Ajayi,,
3rd and 2 at t433 16,Grant Hedrick pass incomplete,,
4th and 2 at t433 16,Grant Hedrick pass complete to Shane Williams-Rhodes for 4 yds to the t433 12 for a 1ST down,,
1st and 10 at t433 12,Grant Hedrick pass complete to Shane Williams-Rhodes for 4 yds to the t433 8,,
2nd and 6 at t433 8,"Grant Hedrick pass complete to Jay Ajayi for 8 yds for a TD, (Dan Goodale KICK)",13,28
"t66 DRIVE TOTALS: 6 plays, 20 yards, 3:33",,,
t433 at 15:00,,t66,t433
,"Dan Goodale on-side kick recovered by t433 at the t66 40 , Laquon Treadwell return for 3 yds to the t66 40",13,28
1st and 10 at t66 40,Mark Dodson run for no gain to the t66 40,,
2nd and 10 at t66 40,Mark Dodson run for a loss of 1 yard to the t66 41,,
,"Timeout BOISE ST, clock 03:40",,
