FIRST QUARTER,,WSU,ASU
,TD,2:45,"Luke Falk 1 Yd Run (Quentin Breshears Kick)Drive info: 10 plays, 53 yds in 3:14",7,0
SECOND QUARTER,,WSU,ASU
,TD,14:52,"D.J. Foster 17 Yd Run (Zane Gonzalez Kick)Drive info: 4 plays, 62 yds in 1:04",7,7
,TD,10:03,"Rickey Galvin 1 Yd pass from Luke Falk (Quentin Breshears Kick)Drive info: 11 plays, 75 yds in 4:49",14,7
,TD,4:52,"Isiah Myers 20 Yd pass from Luke Falk (Quentin Breshears Kick)Drive info: 6 plays, 80 yds in 2:14",21,7
,TD,3:12,"Cameron Smith 42 Yd pass from Taylor Kelly (Zane Gonzalez Kick)Drive info: 5 plays, 76 yds in 1:40",21,14
,TD,2:31,"Frederick Gammage 10 Yd pass from Taylor Kelly (Zane Gonzalez Kick)Drive info: 2 plays, 13 yds in 0:32",21,21
,FG,0:00,"Quentin Breshears 27 Yd Field Goal  Drive info: 8 plays, 65 yds in 2:31",24,21
THIRD QUARTER,,WSU,ASU
,TD,6:24,"D.J. Foster 1 Yd Run (Zane Gonzalez Kick)Drive info: 4 plays, 70 yds in 1:38",24,28
FOURTH QUARTER,,WSU,ASU
,FG,14:18,"Zane Gonzalez 47 Yd Field Goal  Drive info: 8 plays, 40 yds in 3:29",24,31
,TD,11:45,"D.J. Foster 18 Yd Run (Zane Gonzalez Kick)Drive info: 1 plays, 18 yds in 0:05",24,38
,TD,8:55,"Cameron Smith 5 Yd pass from Taylor Kelly (Zane Gonzalez Kick)Drive info: 7 plays, 38 yds in 2:10",24,45
,TD,3:19,"Kody Kohl 6 Yd pass from Taylor Kelly (Zane Gonzalez Kick)Drive info: 7 plays, 30 yds in 4:12",24,52
,TD,0:24,"Dom Williams 2 Yd pass from Luke Falk (Quentin Breshears Kick)Drive info: 11 plays, 75 yds in 2:55",31,52
,,WSU,ASU
1st Downs,30,16
3rd down efficiency,8-18,6-14
4th down efficiency,3-5,0-0
Total Yards,622,330
Passing,601,232
Comp-Att,45-76,15-25
Yards per pass,7.9,9.3
Rushing,21,98
Rushing Attempts,24,36
Yards per rush,0.9,2.7
Penalties,7-49,5-25
Turnovers,5,0
Fumbles lost,1,0
Interceptions thrown,4,0
Possession,35:30,23:51
Washington State Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Luke Falk,45/74,601,8.1,3,4,41.9
Team,45/76,601,7.9,3,4,--
Arizona State Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Taylor Kelly,15/25,232,9.3,4,0,43.0
Team,15/25,232,9.3,4,0,--
Washington State Rushing
,CAR,YDS,AVG,TD,LG
Jamal Morrow,10,37,3.7,0,13
Marcus Mason,1,5,5.0,0,5
Jordan Dascalo,1,3,3.0,0,3
Theron West,2,1,0.5,0,1
Luke Falk,10,-25,-2.5,1,8
Team,24,21,0.9,1,13
Arizona State Rushing
,CAR,YDS,AVG,TD,LG
D.J. Foster,15,96,6.4,3,18
Deantre Lewis,8,24,3.0,0,7
Frederick Gammage,1,5,5.0,0,5
Demario Richard,2,2,1.0,0,2
Kalen Ballage,1,0,0.0,0,0
Taylor Kelly,9,-29,-3.2,0,4
Team,36,98,2.7,3,18
Washington State Receiving
,REC,YDS,AVG,TD,LG
Vince Mayle,15,252,16.8,0,45
Isiah Myers,7,111,15.9,1,50
Jamal Morrow,4,58,14.5,0,25
Rickey Galvin,4,43,10.8,1,19
Tyler Baker,4,41,10.3,0,18
Dom Williams,5,36,7.2,1,12
River Cracraft,4,33,8.3,0,14
Robert Lewis,1,25,25.0,0,25
Theron West,1,2,2.0,0,2
Team,45,601,13.4,3,50
Arizona State Receiving
,REC,YDS,AVG,TD,LG
Cameron Smith,6,131,21.8,2,67
D.J. Foster,5,59,11.8,0,42
Deantre Lewis,1,20,20.0,0,20
Frederick Gammage,1,10,10.0,1,10
Kody Kohl,1,6,6.0,1,6
"u""De'Marieya Nelson""",1,6,6.0,0,6
Team,15,232,15.5,4,67
Washington State Interceptions
,INT,YDS,TD
No Interception Information
Arizona State Interceptions
,INT,YDS,TD
Salamo Fiso,1,14,0
Marcus Hardison,1,12,0
Damarious Randall,1,0,0
Kweishi Brown,1,0,0
Team,4,26,0
Washington State Kick Returns
,NO,YDS,AVG,LG,TD
Jamal Morrow,3,46,15.3,18,0
Team,3,46,15.3,18,0
Arizona State Kick Returns
,NO,YDS,AVG,LG,TD
Kyle Middlebrooks,4,86,21.5,28,0
Team,4,86,21.5,28,0
Washington State Punt Returns
,NO,YDS,AVG,LG,TD
Rickey Galvin,1,-3,-3.0,-3,0
Team,1,-3,-3.0,0,0
Arizona State Punt Returns
,NO,YDS,AVG,LG,TD
Kyle Middlebrooks,1,0,0.0,0,0
Team,1,0,0.0,0,0
Washington State Kicking
,FG,PCT,LG,XP,PTS
Quentin Breshears,1/1,100.0,27,4/4,7
Team,1/1,100.0,27,4/4,7
Arizona State Kicking
,FG,PCT,LG,XP,PTS
Zane Gonzalez,1/1,100.0,47,7/7,10
Team,1/1,100.0,47,7/7,10
Washington State Punting
,NO,YDS,AVG,TB,-20,LG
Jordan Dascalo,4,150,37.5,1,0,43
Team,4,150,37.5,1,0,43
Arizona State Punting
,NO,YDS,AVG,TB,-20,LG
Matt Haack,6,321,53.5,1,1,65
Taylor Kelly,1,49,49.0,1,0,49
Team,7,370,52.9,2,1,65
