FIRST QUARTER,,BAY,WVU
,TD,14:01,"Corey Coleman 7 Yd pass from Bryce Petty (Chris Callahan Kick)Drive info: 1 plays, 7 yds in 0:03",7,0
,TD,12:02,"Kevin White 36 Yd pass from Clint Trickett (Josh Lambert Kick)Drive info: 7 plays, 81 yds in 1:59",7,7
,FG,6:29,"Chris Callahan 38 Yd Field Goal  Drive info: 8 plays, 41 yds in 2:10",10,7
,FG,2:33,"Chris Callahan 34 Yd Field Goal  Drive info: 8 plays, 20 yds in 2:29",13,7
SECOND QUARTER,,BAY,WVU
,TD,10:56,"Andrew Buie 1 Yd Run (Josh Lambert Kick)Drive info: 6 plays, 74 yds in 2:44",13,14
,TD,8:25,"Antwan Goodley 63 Yd pass from Bryce Petty (Chris Callahan Kick)Drive info: 6 plays, 90 yds in 2:31",20,14
,TD,4:21,"Dreamius Smith 9 Yd Run (Josh Lambert Kick)Drive info: 5 plays, 66 yds in 1:36",20,21
,FG,0:00,"Josh Lambert 54 Yd Field Goal  Drive info: 10 plays, 54 yds in 2:56",20,24
THIRD QUARTER,,BAY,WVU
,FG,9:28,"Josh Lambert 24 Yd Field Goal  Drive info: 7 plays, 50 yds in 3:02",20,27
,TD,0:38,"Shock Linwood 1 Yd Run (Chris Callahan Kick)Drive info: 9 plays, 92 yds in 3:51",27,27
FOURTH QUARTER,,BAY,WVU
,TD,11:36,"Kevin White 12 Yd pass from Clint Trickett (Josh Lambert Kick)Drive info: 4 plays, 68 yds in 1:07",27,34
,TD,7:35,"Mario Alford 39 Yd pass from Clint Trickett (Josh Lambert Kick)Drive info: 9 plays, 78 yds in 2:22",27,41
,,BAY,WVU
1st Downs,22,33
3rd down efficiency,3-16,6-15
4th down efficiency,0-2,0-0
Total Yards,318,456
Passing,223,322
Comp-Att,16-37,23-35
Yards per pass,6.0,9.2
Rushing,95,134
Rushing Attempts,42,50
Yards per rush,2.3,2.7
Penalties,18-215,14-138
Turnovers,0,3
Fumbles lost,0,2
Interceptions thrown,0,1
Possession,28:42,30:23
Baylor Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Bryce Petty,16/36,223,6.2,2,0,24.9
Seth Russell,0/1,0,0.0,0,0,1.4
Team,16/37,223,6.0,2,0,--
West Virginia Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Clint Trickett,23/35,322,9.2,3,1,82.8
Team,23/35,322,9.2,3,1,--
Baylor Rushing
,CAR,YDS,AVG,TD,LG
Shock Linwood,21,69,3.3,1,24
Devin Chafin,7,31,4.4,0,8
Levi Norwood,1,4,4.0,0,4
Antwan Goodley,1,3,3.0,0,3
Corey Coleman,1,-3,-3.0,0,0
Bryce Petty,11,-9,-0.8,0,6
Team,42,95,2.3,1,24
West Virginia Rushing
,CAR,YDS,AVG,TD,LG
Wendell Smallwood,20,66,3.3,0,13
Dreamius Smith,13,60,4.6,1,11
Andrew Buie,9,24,2.7,1,8
Rushel Shell,3,13,4.3,0,6
Jordan Thompson,1,-2,-2.0,0,0
Clint Trickett,3,-25,-8.3,0,4
Team,50,134,2.7,2,13
Baylor Receiving
,REC,YDS,AVG,TD,LG
Antwan Goodley,9,132,14.7,1,63
Corey Coleman,5,77,15.4,1,42
Kd Cannon,1,10,10.0,0,10
Levi Norwood,1,4,4.0,0,4
Team,16,223,13.9,2,63
West Virginia Receiving
,REC,YDS,AVG,TD,LG
Kevin White,8,132,16.5,2,37
Andrew Buie,4,63,15.8,0,42
Mario Alford,4,53,13.3,1,39
Daikiel Shorts,2,33,16.5,0,18
Wendell Smallwood,1,23,23.0,0,23
Jordan Thompson,3,18,6.0,0,8
Dreamius Smith,1,0,0.0,0,0
Team,23,322,14.0,3,42
Baylor Interceptions
,INT,YDS,TD
Xavien Howard,1,15,0
Team,1,15,0
West Virginia Interceptions
,INT,YDS,TD
No Interception Information
Baylor Kick Returns
,NO,YDS,AVG,LG,TD
Clay Fuller,2,53,26.5,33,0
Lynx Hawthorne,2,38,19.0,25,0
Levi Norwood,1,16,16.0,16,0
Team,5,107,21.4,33,0
West Virginia Kick Returns
,NO,YDS,AVG,LG,TD
Shelton Gibson,4,81,20.3,28,0
Wendell Smallwood,1,9,9.0,9,0
Team,5,90,18.0,28,0
Baylor Punt Returns
,NO,YDS,AVG,LG,TD
Levi Norwood,2,2,1.0,1,0
Team,2,2,1.0,1,0
West Virginia Punt Returns
,NO,YDS,AVG,LG,TD
Jordan Thompson,1,2,2.0,2,0
Daryl Worley,1,-1,-1.0,-1,0
Team,2,1,0.5,2,0
Baylor Kicking
,FG,PCT,LG,XP,PTS
Chris Callahan,2/2,100.0,38,3/3,9
Team,2/2,100.0,38,3/3,9
West Virginia Kicking
,FG,PCT,LG,XP,PTS
Josh Lambert,2/2,100.0,54,5/5,11
Team,2/2,100.0,54,5/5,11
Baylor Punting
,NO,YDS,AVG,TB,-20,LG
Spencer Roth,9,403,44.8,0,4,69
Team,9,403,44.8,0,4,69
West Virginia Punting
,NO,YDS,AVG,TB,-20,LG
"u""Nick O'Toole""",6,256,42.7,0,3,55
Team,6,256,42.7,0,3,55
