FIRST QUARTER,,USC,STAN
,TD,4:26,"Justin Davis 1 Yd Run (Andre Heidari Kick)Drive info: 12 plays, 68 yds in 4:30",7,0
SECOND QUARTER,,USC,STAN
,TD,7:45,"Patrick Skov 2 Yd Run (Jordan Williamson Kick)Drive info: 11 plays, 77 yds in 5:34",7,7
,FG,0:11,"Jordan Williamson 33 Yd Field Goal  Drive info: 11 plays, 64 yds in 2:54",7,10
THIRD QUARTER,,USC,STAN
,FG,0:53,"Andre Heidari 25 Yd Field Goal  Drive info: 8 plays, 90 yds in 3:32",10,10
FOURTH QUARTER,,USC,STAN
,FG,2:30,"Andre Heidari 53 Yd Field Goal  Drive info: 9 plays, 58 yds in 4:30",13,10
,,USC,STAN
1st Downs,16,21
3rd down efficiency,7-14,7-14
4th down efficiency,0-1,0-1
Total Yards,291,413
Passing,135,285
Comp-Att,15-22,22-30
Yards per pass,6.1,9.5
Rushing,156,128
Rushing Attempts,37,38
Yards per rush,4.2,3.4
Penalties,10-87,8-68
Turnovers,0,2
Fumbles lost,0,2
Interceptions thrown,0,0
Possession,25:58,33:38
USC Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Cody Kessler,15/22,135,6.1,0,0,51.0
Team,15/22,135,6.1,0,0,--
Stanford Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Kevin Hogan,22/30,285,9.5,0,0,51.8
Team,22/30,285,9.5,0,0,--
USC Rushing
,CAR,YDS,AVG,TD,LG
Buck Allen,23,154,6.7,0,50
Justin Davis,8,20,2.5,1,7
Soma Vainuk,2,5,2.5,0,4
Cody Kessler,2,-20,-10.0,0,0
Team,37,156,4.2,1,50
Stanford Rushing
,CAR,YDS,AVG,TD,LG
Remound Wright,11,60,5.5,0,14
Kelsey Young,7,39,5.6,0,14
Kevin Hogan,11,24,2.2,0,8
Ty Montgomery,3,9,3.0,0,6
Barry Sanders,2,7,3.5,0,4
Ricky Seale,1,3,3.0,0,3
Patrick Skov,1,2,2.0,1,2
Daniel Marx,1,0,0.0,0,0
Team,38,128,3.4,1,14
USC Receiving
,REC,YDS,AVG,TD,LG
Nelson Agholor,9,91,10.1,0,29
George Farmer,4,36,9.0,0,15
Justin Davis,1,10,10.0,0,10
JuJu Smith,1,-2,-2.0,0,-2
Team,15,135,9.0,0,29
Stanford Receiving
,REC,YDS,AVG,TD,LG
Ty Montgomery,9,83,9.2,0,19
Austin Hooper,4,61,15.3,0,26
Michael Rector,4,57,14.3,0,25
Devon Cajuste,3,44,14.7,0,21
Remound Wright,1,21,21.0,0,21
Eric Cotton,1,19,19.0,0,19
Team,22,285,13.0,0,26
USC Interceptions
,INT,YDS,TD
No Interception Information
Stanford Interceptions
,INT,YDS,TD
No Interception Information
USC Kick Returns
,NO,YDS,AVG,LG,TD
Nelson Agholor,2,34,17.0,20,0
Team,2,34,17.0,20,0
Stanford Kick Returns
,NO,YDS,AVG,LG,TD
Ty Montgomery,3,69,23.0,31,0
Team,3,69,23.0,31,0
USC Punt Returns
,NO,YDS,AVG,LG,TD
No Punt Returns
Stanford Punt Returns
,NO,YDS,AVG,LG,TD
Ty Montgomery,1,44,44.0,44,0
Team,1,44,44.0,44,0
USC Kicking
,FG,PCT,LG,XP,PTS
Andre Heidari,2/2,100.0,53,1/1,7
Team,2/2,100.0,53,1/1,7
Stanford Kicking
,FG,PCT,LG,XP,PTS
Jordan Williamson,1/3,33.3,33,1/1,4
Team,1/3,33.3,33,1/1,4
USC Punting
,NO,YDS,AVG,TB,-20,LG
Kris Albarado,4,191,47.8,1,0,55
Team,4,191,47.8,1,0,55
Stanford Punting
,NO,YDS,AVG,TB,-20,LG
Ben Rhyne,2,54,27.0,1,1,29
Team,2,54,27.0,1,1,29
