FIRST QUARTER,,ILL,OSU
,TD,11:25,"Curtis Samuel 23 Yd Run (Sean Nuernberger Kick)Drive info: 3 plays, 38 yds in 0:38",0,7
,FG,6:47,"Sean Nuernberger 44 Yd Field Goal  Drive info: 9 plays, 48 yds in 2:54",0,10
,TD,1:30,"Devin Smith 32 Yd pass from J.T. Barrett (Sean Nuernberger Kick)Drive info: 9 plays, 71 yds in 3:47",0,17
SECOND QUARTER,,ILL,OSU
,TD,11:43,"Curtis Samuel 1 Yd Run (Sean Nuernberger Kick)Drive info: 6 plays, 24 yds in 2:41",0,24
,TD,0:20,"Devin Smith 8 Yd pass from J.T. Barrett (Sean Nuernberger Kick)Drive info: 2 plays, 25 yds in 0:14",0,31
THIRD QUARTER,,ILL,OSU
,TD,11:56,"Dontre Wilson 27 Yd pass from Cardale Jones (Sean Nuernberger Kick)Drive info: 8 plays, 79 yds in 3:04",0,38
,FG,9:31,"Sean Nuernberger 26 Yd Field Goal  Drive info: 4 plays, 5 yds in 1:37",0,41
,TD,7:20,"Jalin Marshall 30 Yd Run (Sean Nuernberger Kick)Drive info: 3 plays, 51 yds in 0:54",0,48
,TD,1:48,"Donovonn Young 5 Yd Run (David Reisner Kick)Drive info: 11 plays, 65 yds in 5:32",7,48
FOURTH QUARTER,,ILL,OSU
,TD,14:21,"Michael Thomas 19 Yd pass from Cardale Jones (Sean Nuernberger Kick)Drive info: 7 plays, 50 yds in 2:27",7,55
,TD,5:55,"Matt LaCosse 7 Yd pass from Aaron Bailey (David Reisner Kick)Drive info: 8 plays, 44 yds in 2:47",14,55
,,ILL,OSU
1st Downs,15,28
3rd down efficiency,6-16,7-12
4th down efficiency,0-2,0-2
Total Yards,243,545
Passing,137,249
Comp-Att,13-27,20-34
Yards per pass,5.1,7.3
Rushing,106,296
Rushing Attempts,42,44
Yards per rush,2.5,6.7
Penalties,5-50,6-56
Turnovers,4,1
Fumbles lost,2,1
Interceptions thrown,2,0
Possession,29:17,30:43
Illinois Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Aaron Bailey,9/16,79,4.9,1,0,6.0
"u""Reilly O'Toole""",4/11,58,5.3,0,2,3.3
Team,13/27,137,5.1,1,2,--
Ohio State Passing
,C/ATT,YDS,AVG,TD,INT,QBR
J.T. Barrett,15/24,167,7.0,2,0,84.5
Cardale Jones,5/9,82,9.1,2,0,97.1
Jalin Marshall,0/1,0,0.0,0,0,3.0
Team,20/34,249,7.3,4,0,--
Illinois Rushing
,CAR,YDS,AVG,TD,LG
Aaron Bailey,16,39,2.4,0,15
Josh Ferguson,8,34,4.3,0,9
Donovonn Young,8,22,2.8,1,6
Devin Church,3,9,3.0,0,4
"u""Reilly O'Toole""",7,2,0.3,0,6
Team,42,106,2.5,1,15
Ohio State Rushing
,CAR,YDS,AVG,TD,LG
Ezekiel Elliott,9,69,7.7,0,22
Curtis Samuel,9,63,7.0,2,23
Cardale Jones,7,47,6.7,0,12
Jalin Marshall,5,42,8.4,1,30
J.T. Barrett,7,38,5.4,0,14
Warren Ball,7,37,5.3,0,9
Team,44,296,6.7,3,30
Illinois Receiving
,REC,YDS,AVG,TD,LG
Mike Dudek,3,68,22.7,0,56
Malik Turner,3,27,9.0,0,19
Justin Hardee,1,19,19.0,0,19
Matt LaCosse,2,10,5.0,1,7
Geronimo Allison,1,5,5.0,0,5
Josh Ferguson,2,4,2.0,0,7
Tyler White,1,4,4.0,0,4
Team,13,137,10.5,1,56
Ohio State Receiving
,REC,YDS,AVG,TD,LG
Devin Smith,3,72,24.0,2,32
Michael Thomas,6,67,11.2,1,21
Dontre Wilson,4,42,10.5,1,27
Evan Spencer,2,22,11.0,0,15
Jalin Marshall,1,18,18.0,0,18
Jeff Greene,1,13,13.0,0,13
Noah Brown,1,9,9.0,0,9
Jeff Heuerman,1,7,7.0,0,7
Ezekiel Elliott,1,-1,-1.0,0,0
Team,20,249,12.5,4,32
Illinois Interceptions
,INT,YDS,TD
No Interception Information
Ohio State Interceptions
,INT,YDS,TD
Darron Lee,1,26,0
Curtis Grant,1,2,0
Team,2,28,0
Illinois Kick Returns
,NO,YDS,AVG,LG,TD
"u""V'Angelo Bentley""",2,33,16.5,17,0
Darius Mosely,2,21,10.5,12,0
Matt LaCosse,1,6,6.0,6,0
Team,5,60,12.0,17,0
Ohio State Kick Returns
,NO,YDS,AVG,LG,TD
Dontre Wilson,2,64,32.0,43,0
Noah Brown,1,23,23.0,23,0
Team,3,87,29.0,43,0
Illinois Punt Returns
,NO,YDS,AVG,LG,TD
"u""V'Angelo Bentley""",1,0,0.0,0,0
Team,1,0,0.0,0,0
Ohio State Punt Returns
,NO,YDS,AVG,LG,TD
Jalin Marshall,1,28,28.0,28,0
Team,1,28,28.0,28,0
Illinois Kicking
,FG,PCT,LG,XP,PTS
David Reisner,0/1,0.0,0,2/2,2
Team,0/1,0.0,0,2/2,2
Ohio State Kicking
,FG,PCT,LG,XP,PTS
Sean Nuernberger,2/2,100.0,44,7/7,13
Team,2/2,100.0,44,7/7,13
Illinois Punting
,NO,YDS,AVG,TB,-20,LG
Justin DuVernois,4,179,44.8,0,0,53
Team,4,179,44.8,0,0,53
Ohio State Punting
,NO,YDS,AVG,TB,-20,LG
Cameron Johnston,1,35,35.0,0,1,35
Team,1,35,35.0,0,1,35
