FIRST QUARTER,,UNM,NMSU
,TD,0:52,"Jhurell Pressley 47 Yd Run (Zack Rogers Kick)Drive info: 3 plays, 52 yds in 0:54",7,0
SECOND QUARTER,,UNM,NMSU
,TD,13:14,"Tyler Rogers 18 Yd Run (Maxwell Johnson Kick)Drive info: 9 plays, 67 yds in 2:35",7,7
,TD,8:13,"Q. McCown run for 27 yds for a TDDrive info: 10 plays, 72 yds in 4:56",13,7
,TD,8:13,"Quinton McCown 27 Yd Run (Zack Rogers Kick)Drive info: 10 plays, 72 yds in 4:56",14,7
,TD,4:07,"Joseph Matthews 9 Yd pass from Tyler Rogers (Maxwell Johnson Kick)Drive info: 13 plays, 75 yds in 4:06",14,14
,TD,1:49,"Jeric Magnant 18 Yd pass from David Anaya (Zack Rogers Kick)Drive info: 6 plays, 65 yds in 2:12",21,14
THIRD QUARTER,,UNM,NMSU
,TD,11:13,"Xavier Hall 3 Yd Run (Maxwell Johnson Kick)Drive info: 4 plays, 12 yds in 1:03",21,21
,FG,5:57,"Zack Rogers 28 Yd Field Goal  Drive info: 9 plays, 70 yds in 5:12",24,21
,TD,3:04,"Xavier Hall 17 Yd Run (Maxwell Johnson Kick)Drive info: 8 plays, 75 yds in 2:53",24,28
FOURTH QUARTER,,UNM,NMSU
,TD,8:53,"Crusoe Gongbay 17 Yd Run (Zack Rogers Kick)Drive info: 8 plays, 54 yds in 4:06",31,28
,TD,4:41,"Joshua Bowen 10 Yd pass from Tyler Rogers (Maxwell Johnson Kick)Drive info: 17 plays, 74 yds",31,35
,TD,0:27,"Reece White 5 Yd pass from Lamar Jordan (Zack Rogers Kick)Drive info: 7 plays, 65 yds",38,35
,,UNM,NMSU
1st Downs,25,29
3rd down efficiency,8-13,13-20
4th down efficiency,1-1,2-3
Total Yards,499,520
Passing,67,333
Comp-Att,8-14,32-47
Yards per pass,4.8,7.1
Rushing,432,187
Rushing Attempts,52,43
Yards per rush,8.3,4.3
Penalties,5-35,6-54
Turnovers,1,2
Fumbles lost,1,0
Interceptions thrown,0,2
Possession,32:04,27:21
New Mexico Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Clayton Mitchem,2/4,20,5.0,0,0,87.5
David Anaya,1/1,18,18.0,1,0,100.0
Lamar Jordan,3/3,16,5.3,1,0,79.2
Cole Gautsche,2/6,13,2.2,0,0,30.8
Team,8/14,67,4.8,2,0,--
New Mexico State Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Tyler Rogers,32/47,333,7.1,2,2,82.4
Team,32/47,333,7.1,2,2,--
New Mexico Rushing
,CAR,YDS,AVG,TD,LG
Crusoe Gongbay,16,139,8.7,1,37
Jhurell Pressley,6,78,13.0,1,47
Cole Gautsche,6,53,8.8,0,26
Clayton Mitchem,4,50,12.5,0,36
Teriyon Gipson,7,50,7.1,0,12
Lamar Jordan,9,34,3.8,0,13
Quinton McCown,1,27,27.0,1,27
David Anaya,2,4,2.0,0,4
Carlos Wiggins,1,-3,-3.0,0,0
Team,52,432,8.3,3,47
New Mexico State Rushing
,CAR,YDS,AVG,TD,LG
Xavier Hall,15,61,4.1,2,17
Brandon Betancourt,8,51,6.4,0,32
Tyler Rogers,5,44,8.8,1,18
Larry Rose III,15,31,2.1,0,8
Team,43,187,4.3,3,32
New Mexico Receiving
,REC,YDS,AVG,TD,LG
Jeric Magnant,4,42,10.5,1,18
Teriyon Gipson,2,14,7.0,0,7
Marquis Bundy,1,6,6.0,0,6
Reece White,1,5,5.0,1,5
Team,8,67,8.4,2,18
New Mexico State Receiving
,REC,YDS,AVG,TD,LG
Teldrick Morgan,9,122,13.6,0,30
Joseph Matthews,8,79,9.9,1,21
Adam Shapiro,7,62,8.9,0,23
Joshua Bowen,6,54,9.0,1,25
Larry Rose III,1,13,13.0,0,13
Ralston Compton,1,3,3.0,0,3
Team,32,333,10.4,2,30
New Mexico Interceptions
,INT,YDS,TD
Dakota Cox,1,16,0
Eddy Edwards,1,5,0
Team,2,21,0
New Mexico State Interceptions
,INT,YDS,TD
No Interception Information
New Mexico Kick Returns
,NO,YDS,AVG,LG,TD
Carlos Wiggins,2,48,24.0,29,0
David Anaya,1,27,27.0,27,0
Greg Wortman,1,12,12.0,12,0
Team,4,87,21.8,29,0
New Mexico State Kick Returns
,NO,YDS,AVG,LG,TD
Teldrick Morgan,2,39,19.5,20,0
Dalton Herrington,1,-1,-1.0,-1,0
Team,3,38,12.7,20,0
New Mexico Punt Returns
,NO,YDS,AVG,LG,TD
Markel Byrd,2,19,9.5,13,0
Chris Davis,2,19,9.5,13,0
Team,2,19,9.5,13,0
New Mexico State Punt Returns
,NO,YDS,AVG,LG,TD
Teldrick Morgan,1,3,3.0,3,0
Team,1,3,3.0,3,0
New Mexico Kicking
,FG,PCT,LG,XP,PTS
Zack Rogers,1/2,50.0,28,5/5,8
Team,1/2,50.0,28,5/5,8
New Mexico State Kicking
,FG,PCT,LG,XP,PTS
Maxwell Johnson,0/0,0.0,0,5/5,5
Team,0/0,0.0,0,5/5,5
New Mexico Punting
,NO,YDS,AVG,TB,-20,LG
Zack Rogers,2,85,42.5,0,2,50
Team,2,85,42.5,0,2,50
New Mexico State Punting
,NO,YDS,AVG,TB,-20,LG
Steven Witkowski,2,86,43.0,0,0,45
Stody Bradley,1,49,49.0,0,1,49
Team,3,135,45.0,0,1,49
