FIRST QUARTER,,WYO,ORE
,TD,1:02,"Tanner Gentry 18 Yd pass from Colby Kirkegaard (Stuart Williams Kick)Drive info: 11 plays, 98 yds in 5:27",7,0
SECOND QUARTER,,WYO,ORE
,TD,14:55,"Marcus Mariota 15 Yd Run (Matt Wogan Kick)Drive info: 4 plays, 65 yds in 1:07",7,7
,TD,10:45,"Byron Marshall 30 Yd Run (Matt Wogan PAT failed)Drive info: 7 plays, 86 yds in 2:15",7,13
,TD,6:43,"Marcus Mariota 19 Yd Run (Matt Wogan Kick)Drive info: 3 plays, 25 yds in 1:41",7,20
,TD,1:34,"Devon Allen 16 Yd pass from Marcus Mariota (Matt Wogan Kick)Drive info: 7 plays, 85 yds in 1:35",7,27
THIRD QUARTER,,WYO,ORE
,TD,13:19,"Royce Freeman 12 Yd Run (Matt Wogan Kick)Drive info: 6 plays, 72 yds in 1:41",7,34
,TD,9:59,"Johnathan Loyd 5 Yd pass from Marcus Mariota (Matt Wogan Kick)Drive info: 4 plays, 29 yds in 1:38",7,41
FOURTH QUARTER,,WYO,ORE
,TD,14:03,"D.J. May 12 Yd pass from Colby Kirkegaard (Stuart Williams Kick)Drive info: 11 plays, 76 yds in 6:28",14,41
,TD,8:30,"Kani Benoit 1 Yd Run (Matt Wogan Kick)Drive info: 15 plays, 79 yds in 5:33",14,48
,,WYO,ORE
1st Downs,24,32
3rd down efficiency,9-17,9-11
4th down efficiency,2-3,0-1
Total Yards,439,556
Passing,284,293
Comp-Att,19-33,25-31
Yards per pass,8.6,9.5
Rushing,155,263
Rushing Attempts,41,37
Yards per rush,3.8,7.1
Penalties,5-48,4-30
Turnovers,3,0
Fumbles lost,1,0
Interceptions thrown,2,0
Possession,37:38,22:22
Wyoming Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Colby Kirkegaard,19/33,284,8.6,2,2,42.1
Team,19/33,284,8.6,2,2,--
Oregon Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Marcus Mariota,19/23,221,9.6,2,0,97.9
Jeff Lockie,6/8,72,9.0,0,0,85.2
Team,25/31,293,9.5,2,0,--
Wyoming Rushing
,CAR,YDS,AVG,TD,LG
Shaun Wick,16,122,7.6,0,42
D.J. May,8,42,5.3,0,25
Brian Hill,8,14,1.8,0,4
J.D. Krill,0,10,0.0,0,10
Jalen Claiborne,1,0,0.0,0,0
Dom Rufran,1,-5,-5.0,0,0
Colby Kirkegaard,7,-28,-4.0,0,8
Team,41,155,3.8,0,42
Oregon Rushing
,CAR,YDS,AVG,TD,LG
Byron Marshall,6,80,13.3,1,30
Marcus Mariota,5,71,14.2,2,24
Thomas Tyner,11,58,5.3,0,11
Royce Freeman,5,22,4.4,1,12
Jeff Lockie,1,13,13.0,0,13
Lane Roseberry,2,9,4.5,0,6
Kani Benoit,4,6,1.5,1,2
Kenny Bassett,2,2,1.0,0,2
J.J. Jones,1,2,2.0,0,2
Team,37,263,7.1,5,30
Wyoming Receiving
,REC,YDS,AVG,TD,LG
D.J. May,4,101,25.3,1,41
Jalen Claiborne,5,53,10.6,0,15
Dom Rufran,3,37,12.3,0,15
Tanner Gentry,2,35,17.5,1,18
Jake Maulhardt,2,32,16.0,0,24
Shaun Wick,1,12,12.0,0,12
Jordan Ellis,1,12,12.0,0,12
Trey Norman,1,2,2.0,0,2
Team,19,284,14.9,2,41
Oregon Receiving
,REC,YDS,AVG,TD,LG
Pharaoh Brown,4,46,11.5,0,16
Devon Allen,3,42,14.0,1,20
Keanon Lowe,4,41,10.3,0,18
Darren Carrington,3,38,12.7,0,18
Kenny Bassett,2,36,18.0,0,27
Dwayne Stanford,2,26,13.0,0,19
Charles Nelson,2,19,9.5,0,13
Byron Marshall,1,16,16.0,0,16
Thomas Tyner,2,16,8.0,0,13
Kani Benoit,1,8,8.0,0,8
Johnathan Loyd,1,5,5.0,1,5
Team,25,293,11.7,2,27
Wyoming Interceptions
,INT,YDS,TD
No Interception Information
Oregon Interceptions
,INT,YDS,TD
Erick Dargan,2,35,0
Team,2,35,0
Wyoming Kick Returns
,NO,YDS,AVG,LG,TD
Jalen Claiborne,5,83,16.6,22,0
D.J. May,3,68,22.7,28,0
Team,8,151,18.9,28,0
Oregon Kick Returns
,NO,YDS,AVG,LG,TD
Charles Nelson,2,46,23.0,25,0
Team,2,46,23.0,25,0
Wyoming Punt Returns
,NO,YDS,AVG,LG,TD
No Punt Returns
Oregon Punt Returns
,NO,YDS,AVG,LG,TD
Charles Nelson,1,-2,-2.0,0,0
Team,1,-2,-2.0,0,0
Wyoming Kicking
,FG,PCT,LG,XP,PTS
Stuart Williams,0/0,0.0,0,2/2,2
Team,0/0,0.0,0,2/2,2
Oregon Kicking
,FG,PCT,LG,XP,PTS
Matt Wogan,0/0,0.0,0,6/7,6
Team,0/0,0.0,0,6/7,6
Wyoming Punting
,NO,YDS,AVG,TB,-20,LG
Ethan Wood,3,117,39.0,0,2,46
Team,3,117,39.0,0,2,46
Oregon Punting
,NO,YDS,AVG,TB,-20,LG
Ian Wheeler,1,50,50.0,0,0,50
Team,1,50,50.0,0,0,50
