FIRST QUARTER,,USC,ARIZ
,FG,8:21,"Casey Skowron 32 Yd Field Goal  Drive info: 6 plays, 21 yds in 2:04",0,3
,TD,6:03,"Javorius Allen 34 Yd Run (Alex Wood Kick)Drive info: 5 plays, 66 yds in 2:18",7,3
,FG,0:42,"Casey Skowron 25 Yd Field Goal  Drive info: 16 plays, 68 yds in 5:21",7,6
SECOND QUARTER,,USC,ARIZ
,TD,10:30,"Javorius Allen 48 Yd Run (Alex Wood Kick)Drive info: 3 plays, 62 yds in 0:43",14,6
THIRD QUARTER,,USC,ARIZ
,TD,9:17,"Nelson Agholor 21 Yd pass from Cody Kessler (Alex Wood Kick)Drive info: 11 plays, 75 yds in 5:43",21,6
,TD,6:05,"Jared Baker 6 Yd Run (Casey Skowron Kick)Drive info: 4 plays, 22 yds in 1:10",21,13
,TD,0:35,"Javorius Allen 1 Yd Run (Alex Wood Kick)Drive info: 13 plays, 75 yds in 5:30",28,13
FOURTH QUARTER,,USC,ARIZ
,TD,10:19,"Jared Baker 41 Yd pass from Anu Solomon (Casey Skowron Kick)Drive info: 9 plays, 85 yds in 2:55",28,20
,TD,1:07,"Jared Baker 1 Yd Run (Two-Point Run Conversion Failed)Drive info: 15 plays, 80 yds in 2:20",28,26
,,USC,ARIZ
1st Downs,22,34
3rd down efficiency,8-16,11-22
4th down efficiency,1-1,1-1
Total Yards,424,472
Passing,185,395
Comp-Att,20-30,43-72
Yards per pass,6.2,5.5
Rushing,239,77
Rushing Attempts,39,29
Yards per rush,6.1,2.7
Penalties,13-103,4-35
Turnovers,2,1
Fumbles lost,1,1
Interceptions thrown,1,0
Possession,31:10,28:50
USC Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Cody Kessler,20/30,185,6.2,1,1,63.6
Team,20/30,185,6.2,1,1,--
Arizona Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Anu Solomon,43/72,395,5.5,1,0,67.1
Team,43/72,395,5.5,1,0,--
USC Rushing
,CAR,YDS,AVG,TD,LG
Buck Allen,26,205,7.9,3,48
Justin Davis,7,28,4.0,0,11
Cody Kessler,3,6,2.0,0,5
JuJu Smith,1,2,2.0,0,2
Team,39,239,6.1,3,48
Arizona Rushing
,CAR,YDS,AVG,TD,LG
Jared Baker,12,43,3.6,2,7
Terris Jones-Grigsby,12,32,2.7,0,6
Tyrell Johnson,1,9,9.0,0,9
Anu Solomon,4,-7,-1.8,0,0
Team,29,77,2.7,2,9
USC Receiving
,REC,YDS,AVG,TD,LG
Nelson Agholor,7,81,11.6,1,25
JuJu Smith,4,39,9.8,0,24
Buck Allen,4,28,7.0,0,18
Darreus Rogers,2,20,10.0,0,14
Randall Telfer,2,15,7.5,0,10
Justin Davis,1,2,2.0,0,2
Team,20,185,9.3,1,25
Arizona Receiving
,REC,YDS,AVG,TD,LG
Austin Hill,7,70,10.0,0,16
Cayleb Jones,7,67,9.6,0,12
"u""DaVonte' Neal""",7,65,9.3,0,27
David Richards,7,61,8.7,0,18
Jared Baker,4,50,12.5,1,41
Trey Griffey,5,39,7.8,0,10
Tyrell Johnson,3,19,6.3,0,11
Samajie Grant,1,13,13.0,0,13
Nate Phillips,1,6,6.0,0,6
Terris Jones-Grigsby,1,5,5.0,0,5
Team,43,395,9.2,1,41
USC Interceptions
,INT,YDS,TD
No Interception Information
Arizona Interceptions
,INT,YDS,TD
Jonathan McKnight,1,0,0
Team,1,0,0
USC Kick Returns
,NO,YDS,AVG,LG,TD
"u""Adoree' Jackson""",1,34,34.0,34,0
Nelson Agholor,1,17,17.0,17,0
JuJu Smith,1,1,1.0,1,0
Team,3,52,17.3,34,0
Arizona Kick Returns
,NO,YDS,AVG,LG,TD
Tyrell Johnson,2,39,19.5,23,0
Team,2,39,19.5,23,0
USC Punt Returns
,NO,YDS,AVG,LG,TD
Nelson Agholor,2,26,13.0,26,0
Team,2,26,13.0,26,0
Arizona Punt Returns
,NO,YDS,AVG,LG,TD
"u""DaVonte' Neal""",1,43,43.0,43,0
Team,1,43,43.0,43,0
USC Kicking
,FG,PCT,LG,XP,PTS
Alex Wood,0/0,0.0,0,4/4,4
Team,0/0,0.0,0,4/4,4
Arizona Kicking
,FG,PCT,LG,XP,PTS
Casey Skowron,2/5,40.0,32,2/2,8
Team,2/5,40.0,32,2/2,8
USC Punting
,NO,YDS,AVG,TB,-20,LG
Kris Albarado,6,233,38.8,0,2,48
Team,6,233,38.8,0,2,48
Arizona Punting
,NO,YDS,AVG,TB,-20,LG
Drew Riggleman,5,244,48.8,1,1,56
Team,5,244,48.8,1,1,56
