0096065720140830,,96,657
Fresno State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
08:41,1,01:08,FRES 15,3,16,PUNT
05:10,1,01:52,FRES 19,6,35,PUNT
00:58,1,01:37,FRES 25,4,7,PUNT
10:56,2,03:58,FRES 25,13,75,Touchdown
05:57,2,00:26,FRES 42,3,0,INTERCEPTION
05:19,2,00:56,FRES 27,3,8,PUNT
00:53,2,00:24,FRES 25,3,12,INTERCEPTION
00:02,2,00:02,FRES 21,1,-3,End of Half
15:00,3,02:07,FRES 35,8,65,Touchdown
08:52,3,02:00,FRES 21,7,38,INTERCEPTION
04:21,3,00:25,FRES 25,3,0,PUNT
02:47,3,02:44,FRES 25,7,41,Downs
07:34,4,02:15,FRES 4,5,11,PUNT
01:53,4,00:51,FRES 31,3,8,Interception
USC Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,06:15,USC 10,17,90,Touchdown
07:33,1,02:16,USC 37,7,63,Touchdown
03:18,1,02:14,USC 15,8,85,Touchdown
14:21,2,03:25,USC 30,10,61,Field Goal
06:54,2,00:57,USC 23,3,35,FUMBLE
05:31,2,00:12,FRES 21,2,-6,Fumble
04:23,2,03:30,USC 20,13,80,TOUCHDOWN
00:29,2,00:27,FRES 25,4,4,Missed FG
12:47,3,03:51,USC 15,10,85,TOUCHDOWN
06:52,3,02:31,USC 40,6,60,Touchdown
03:56,3,01:09,FRES 45,4,45,Touchdown
00:03,3,07:29,USC 34,15,62,Downs
05:19,4,03:26,USC 48,6,21,Downs
01:02,4,01:02,FRES 33,2,-2,END OF HALF
