0331074620140927,,331,746
Kent State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,02:22,KENT 15,4,22,Punt
11:23,1,02:33,KENT 22,6,78,Touchdown
07:22,1,01:48,KENT 41,5,23,Interception
05:34,1,03:46,KENT 25,11,62,Field Goal
14:14,2,01:12,KENT 25,3,7,Punt
10:26,2,01:16,KENT 37,3,20,Interception
07:57,2,05:48,KENT 20,9,27,Punt
01:19,2,00:57,KENT 46,5,41,Interception
10:20,3,01:34,KENT 25,6,44,Fumble
07:06,3,01:22,KENT 15,3,7,Punt
02:36,3,01:36,KENT 25,3,-5,Punt
13:43,4,01:30,KENT 25,3,3,Punt
11:11,4,00:18,KENT 31,1,-11,Fumble
08:59,4,03:30,KENT 35,8,40,Field Goal
Virginia Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:38,1,01:15,UVA 29,3,8,Punt
08:50,1,01:28,UVA 10,3,8,Punt
05:34,1,00:00,KENT 0,0,0,Touchdown
01:48,1,02:34,UVA 18,6,82,Touchdown
13:02,2,02:36,UVA 34,6,49,Interception
09:10,2,01:13,KENT 46,3,32,Interception
02:09,2,00:50,UVA 3,5,10,Punt
00:22,2,00:22,UVA 20,4,31,End of Half
15:00,3,04:40,UVA 39,11,57,Field Goal
08:46,3,01:40,KENT 19,4,19,Touchdown
05:44,3,03:08,UVA 29,7,71,Touchdown
01:00,3,02:17,UVA 26,7,74,Touchdown
12:13,4,01:02,UVA 36,4,33,Fumble
10:53,4,01:54,KENT 20,5,20,Touchdown
05:29,4,05:29,UVA 26,10,41,End of Game
