0295051920140920,,295,519
Idaho Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,01:26,IDHO 25,3,-5,Punt
12:56,1,00:58,IDHO 48,3,3,Punt
10:12,1,06:33,IDHO 25,16,51,Interception
14:56,2,02:11,IDHO 21,5,15,Punt
10:19,2,04:57,IDHO 24,15,76,Touchdown
02:40,2,02:33,IDHO 13,9,86,Downs
11:48,3,03:48,IDHO 24,9,76,Touchdown
05:38,3,03:04,IDHO 33,9,37,Field Goal
01:06,3,01:21,IDHO 36,3,4,Punt
09:40,4,00:58,IDHO 25,3,-9,Interception
07:25,4,00:51,IDHO 35,4,65,Touchdown
02:09,4,00:56,IDHO 25,4,16,Interception
Ohio Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
13:34,1,00:38,OHIO 39,2,13,Fumble
11:58,1,01:46,OHIO 21,5,79,Touchdown
03:39,1,03:43,OHIO 26,9,59,Field Goal
12:45,2,02:26,OHIO 31,5,69,Touchdown
05:22,2,02:42,OHIO 25,7,30,Punt
00:07,2,00:07,OHIO 1,1,0,End of Half
15:00,3,03:12,OHIO 35,7,59,Field Goal
08:00,3,02:22,OHIO 35,5,32,Missed FG
02:34,3,01:28,OHIO 22,3,-3,Punt
14:45,4,05:05,OHIO 8,11,84,Field Goal
08:42,4,01:17,IDHO 5,3,5,Touchdown
06:34,4,04:25,OHIO 38,9,62,Touchdown
01:13,4,01:13,IDHO 14,3,-4,End of Game
