0648003720141025,,648,37
South Carolina Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,02:26,SCAR 25,7,75,Touchdown
09:21,1,02:53,SCAR 25,6,63,Interception
01:33,1,04:19,SCAR 25,10,75,Touchdown
08:19,2,02:10,SCAR 25,5,14,Fumble
06:09,2,01:04,AUB 42,3,42,Touchdown
02:35,2,02:35,SCAR 25,4,13,End of Half
09:30,3,01:50,SCAR 28,5,72,Touchdown
07:29,3,05:09,SCAR 25,11,75,Touchdown
02:20,3,04:03,SCAR 45,12,37,Interception
11:22,4,05:54,SCAR 25,16,56,Downs
01:08,4,01:08,SCAR 15,7,44,Interception
Auburn Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:34,1,03:13,AUB 25,6,22,Punt
06:28,1,04:55,AUB 8,11,92,Touchdown
12:14,2,03:55,AUB 7,10,93,Touchdown
05:05,2,02:30,AUB 25,7,75,Touchdown
15:00,3,05:30,AUB 12,13,88,Touchdown
07:40,3,00:11,AUB 25,1,75,Touchdown
13:17,4,01:55,AUB 20,6,80,Touchdown
05:28,4,04:20,AUB 19,8,31,Punt
00:00,4,00:00,AUB 20,0,0,
