0545006720140905,,545,67
Pittsburgh Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,03:28,PITT 25,8,44,Field Goal
09:55,1,03:10,PITT 25,6,23,Punt
03:10,1,00:57,PITT 38,3,6,Interception
01:56,1,03:48,PITT 29,9,71,Touchdown
10:41,2,04:21,PITT 34,9,42,Field Goal
01:15,2,00:57,PITT 20,6,80,Touchdown
12:18,3,01:15,BC 42,3,2,Punt
07:43,3,02:28,PITT 29,5,71,Touchdown
03:28,3,01:28,PITT 25,3,6,Punt
00:27,3,05:34,PITT 44,11,33,Field Goal
08:46,4,04:43,PITT 15,7,13,Punt
03:05,4,01:10,PITT 23,3,5,Punt
00:06,4,00:06,PITT 20,1,-2,End of Game
Boston College Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
11:32,1,01:37,BC 33,4,67,Touchdown
06:45,1,03:35,BC 4,6,7,Punt
02:13,1,00:17,PITT 29,4,0,Missed FG
13:08,2,02:27,BC 22,3,4,Punt
06:20,2,05:05,BC 25,10,41,Punt
00:18,2,00:18,BC 25,1,-2,End of Half
15:00,3,02:42,BC 25,5,13,Interception
11:03,3,03:20,BC 20,6,12,Punt
05:15,3,01:47,BC 25,4,75,Touchdown
02:00,3,01:33,BC 23,3,-6,Punt
09:53,4,01:07,BC 34,3,6,Punt
04:03,4,00:58,BC 30,3,-10,Punt
01:55,4,01:12,BC 36,9,64,Touchdown
00:43,4,00:37,BC 45,2,15,Interception
