0430000820141115,,430,8
Mississippi State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
13:13,1,02:57,MSST 16,8,27,Punt
08:02,1,00:13,MSST 4,2,-5,Safety
02:06,1,01:31,MSST 21,3,3,Punt
14:44,2,02:37,MSST 9,7,50,Interception
10:43,2,01:07,MSST 18,3,6,Punt
07:45,2,01:39,MSST 12,3,-3,Punt
05:32,2,05:29,MSST 25,14,70,Downs
15:00,3,02:54,MSST 19,9,67,Field Goal
10:58,3,00:55,MSST 5,3,17,Punt
06:12,3,04:28,MSST 20,10,65,Interception
01:10,3,01:54,ALA 38,5,38,Touchdown
08:09,4,03:08,MSST 26,10,54,Interception
03:18,4,03:03,MSST 28,13,72,Touchdown
Alabama Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,01:47,ALA 27,3,9,Punt
10:16,1,02:14,ALA 21,5,40,Punt
07:49,1,05:43,ALA 39,11,43,Field Goal
00:35,1,00:51,MSST 47,3,2,Punt
12:07,2,01:24,ALA 22,3,7,Punt
09:36,2,01:51,ALA 39,5,61,Touchdown
06:06,2,00:34,ALA 49,2,51,Touchdown
00:03,2,00:00,ALA 33,0,0,
12:06,3,01:08,ALA 31,3,8,Punt
10:03,3,03:51,ALA 44,8,36,Missed FG
01:44,3,00:34,ALA 20,3,-5,Punt
14:16,4,06:07,ALA 24,15,76,Touchdown
05:01,4,01:43,ALA 17,3,9,Punt
00:15,4,00:15,MSST 39,1,-2,End of Game
