0811047320141129,,811,473
Wyoming Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
13:17,1,04:47,WYO 20,11,48,Field Goal
07:00,1,01:25,WYO 4,3,8,Interception
05:29,1,03:06,WYO 27,7,73,Touchdown
02:10,1,07:20,WYO 15,14,59,Missed FG
09:11,2,03:46,WYO 25,7,75,Touchdown
03:20,2,02:49,WYO 14,9,71,Field Goal
00:00,2,00:00,WYO 20,0,0,
14:55,3,04:48,WYO 24,9,76,Touchdown
07:37,3,05:29,WYO 25,12,63,Field Goal
01:53,3,01:19,WYO 25,3,3,Punt
13:41,4,03:16,WYO 43,8,10,Punt
06:57,4,01:31,WYO 20,3,-1,Punt
03:15,4,01:16,WYO 21,5,16,Downs
00:59,4,00:47,WYO 36,7,60,Downs
New Mexico Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,01:43,UNM 33,3,9,Punt
08:30,1,01:30,UNM 35,4,61,Fumble
05:35,1,00:00,WYO 0,0,0,Touchdown
02:23,1,00:10,UNM 25,1,75,Touchdown
09:50,2,00:39,UNM 27,2,73,Touchdown
05:19,2,01:59,UNM 20,3,1,Punt
00:15,2,00:15,UNM 42,2,13,Interception
10:02,3,02:25,UNM 44,6,56,Touchdown
01:53,3,00:00,WYO 0,0,0,Touchdown
00:34,3,01:53,UNM 48,4,9,Downs
10:25,4,03:28,UNM 20,6,68,Missed FG
05:26,4,02:11,UNM 35,4,19,Punt
01:59,4,01:00,WYO 37,4,1,Downs
00:12,4,00:12,UNM 4,1,-3,End of Game
