0694043320141018,,694,433
Tennessee Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
14:02,1,02:11,TENN 16,5,26,Punt
10:51,1,01:29,TENN 47,4,18,Interception
07:51,1,01:29,TENN 44,3,-3,Punt
03:23,1,01:52,TENN 23,3,8,Punt
00:28,1,02:48,MISS 47,7,38,Field Goal
10:50,2,01:23,TENN 40,3,9,Punt
08:21,2,02:04,TENN 18,3,9,Punt
05:08,2,01:07,TENN 25,3,-6,Interception
01:51,2,00:31,TENN 21,3,1,Punt
00:00,2,00:00,TENN 35,0,0,
15:00,3,03:02,TENN 25,9,38,Punt
09:18,3,02:08,TENN 8,6,33,Interception
05:25,3,01:35,TENN 8,3,-1,Punt
01:50,3,02:05,TENN 35,3,-20,Punt
07:53,4,02:41,TENN 35,7,20,Downs
00:31,4,00:31,TENN 33,1,2,End of Game
Ole Miss Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,00:58,MISS 22,3,2,Punt
11:51,1,01:00,MISS 3,3,3,Punt
09:22,1,01:31,MISS 18,3,-1,Punt
06:22,1,02:59,MISS 11,8,49,Punt
01:31,1,01:03,MISS 16,3,-7,Punt
12:40,2,01:50,MISS 21,3,-5,Punt
09:27,2,01:06,MISS 25,3,-4,Punt
06:17,2,01:09,MISS 27,4,73,Touchdown
04:01,2,02:10,TENN 35,5,35,Touchdown
01:20,2,01:20,MISS 36,6,29,Downs
11:58,3,02:40,MISS 20,8,30,Punt
07:10,3,01:45,MISS 43,3,-1,Punt
03:50,3,01:46,MISS 43,5,40,Fumble
02:04,3,00:14,TENN 28,1,28,Touchdown
14:45,4,06:52,MISS 29,14,61,Field Goal
05:12,4,04:41,MISS 45,9,55,Touchdown
