0415074220141023,,415,742
Miami (FL) Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,02:21,MIA 28,3,8,Punt
10:32,1,04:02,MIA 38,9,51,Field Goal
04:28,1,05:17,MIA 21,12,79,Touchdown
10:18,2,03:26,MIA 19,7,43,Punt
06:26,2,00:05,VT 24,1,24,Touchdown
04:18,2,04:15,MIA 35,9,65,Touchdown
11:56,3,01:05,MIA 2,3,1,Punt
10:37,3,01:10,MIA 39,3,8,Punt
06:14,3,05:23,MIA 17,10,80,Downs
13:44,4,02:42,MIA 32,4,34,Punt
08:06,4,03:52,MIA 20,7,80,Touchdown
01:30,4,01:30,MIA 48,2,-2,End of Game
Virginia Tech Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:39,1,02:07,VT 13,3,8,Punt
06:30,1,02:02,VT 29,5,4,Punt
14:11,2,03:53,VT 14,6,25,Punt
06:52,2,00:26,VT 1,3,0,Punt
06:21,2,02:03,VT 25,3,-11,Punt
00:03,2,00:03,VT 37,0,0,
15:00,3,03:04,MIA 42,9,40,Fumble
10:51,3,00:14,MIA 45,1,13,Fumble
09:27,3,03:13,VT 11,9,72,Fumble
00:51,3,02:07,VT 3,5,15,Punt
11:02,4,02:56,VT 6,5,17,Punt
04:14,4,02:44,VT 23,10,77,Touchdown
