0504027720140914,,504,277
Northern Iowa Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,01:30,UNI 21,3,5,Punt
11:37,1,01:18,UNI 13,3,-13,Fumble
10:13,1,03:35,UNI 20,7,80,Touchdown
05:27,1,03:06,UNI 11,5,18,Punt
01:08,1,01:17,UNI 40,5,10,Punt
12:42,2,01:23,UNI 25,3,5,Punt
09:38,2,02:00,HAW 42,3,4,Punt
06:27,2,01:04,HAW 48,3,4,Punt
04:56,2,01:54,UNI 49,4,17,Punt
00:27,2,00:27,UNI 47,6,29,Field Goal
13:27,3,01:26,UNI 18,3,-4,Punt
09:38,3,02:45,UNI 6,6,10,Punt
05:38,3,01:51,UNI 20,3,9,Punt
01:34,3,00:50,UNI 1,3,3,Punt
00:29,3,02:13,UNI 22,7,78,Touchdown
10:42,4,00:57,UNI 19,3,1,Punt
08:44,4,01:14,UNI 23,4,13,Punt
00:00,4,00:00,UNI 20,0,0,Fumble
03:14,4,01:18,UNI 30,8,70,Touchdown
Hawaii Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
13:30,1,01:53,HAW 40,5,12,Punt
10:19,1,00:00,UNI 0,0,0,Touchdown
06:32,1,01:05,HAW 36,3,7,Punt
02:21,1,01:13,HAW 35,3,4,Punt
14:51,2,02:03,HAW 11,8,72,Field Goal
11:19,2,01:41,HAW 28,5,14,Fumble
07:38,2,01:01,HAW 20,4,80,Touchdown
05:23,2,00:27,HAW 20,3,0,Punt
03:02,2,02:35,HAW 1,14,52,Downs
14:50,3,01:23,HAW 28,3,-10,Punt
12:01,3,02:23,UNI 41,7,2,Punt
06:53,3,01:15,HAW 45,3,7,Punt
03:47,3,02:13,HAW 42,7,23,Punt
00:44,3,00:07,UNI 30,1,30,Touchdown
13:16,4,02:34,HAW 25,6,27,Punt
09:45,4,01:01,HAW 41,3,3,Punt
07:30,4,01:37,HAW 30,3,7,Punt
05:53,4,02:34,UNI 20,4,0,Field Goal
01:54,4,01:54,HAW 42,6,28,End of Game
