0518072620140830,,518,726
Ohio State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,01:55,OSU 25,4,21,Punt
08:51,1,04:25,OSU 43,8,28,Field Goal
14:04,2,01:26,OSU 35,3,7,Punt
10:34,2,03:05,OSU 25,8,67,Interception
06:02,2,03:58,NAVY 41,8,30,Field Goal
00:05,2,00:05,OSU 20,1,-1,End of Half
11:15,3,02:41,OSU 25,6,28,Downs
04:21,3,00:11,OSU 20,1,80,Touchdown
13:54,4,05:00,OSU 20,10,80,Touchdown
06:57,4,04:48,OSU 30,8,70,Touchdown
Navy Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
13:05,1,04:14,NAVY 1,7,21,Punt
04:26,1,05:22,NAVY 25,11,75,Touchdown
12:38,2,02:04,NAVY 20,3,0,Punt
07:29,2,01:27,NAVY 3,3,7,Punt
02:04,2,01:59,NAVY 35,8,47,Missed FG
15:00,3,01:52,NAVY 22,5,39,Fumble
13:08,3,01:53,NAVY 16,4,84,Touchdown
08:34,3,04:13,NAVY 47,8,3,Punt
04:10,3,05:16,NAVY 25,11,61,Field Goal
08:54,4,01:57,NAVY 20,3,7,Punt
02:09,4,02:09,NAVY 21,6,26,END OF HALF
