0539041820141011,,539,418
Penn State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,05:32,PSU 25,10,57,Field Goal
06:37,1,05:45,PSU 25,11,60,Field Goal
13:58,2,02:00,MICH 28,4,28,Touchdown
05:08,2,02:41,PSU 20,6,8,Punt
00:46,2,00:45,PSU 30,4,6,Downs
13:49,3,00:33,PSU 42,3,-1,Punt
10:58,3,03:02,PSU 38,9,23,Downs
05:56,3,01:54,PSU 6,4,22,Interception
02:30,3,00:45,PSU 23,3,-3,Punt
00:18,3,01:39,PSU 20,3,0,Punt
11:24,4,04:20,PSU 25,8,27,Punt
03:44,4,02:03,PSU 8,5,-8,Safety
Michigan Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
09:28,1,02:51,MICH 25,6,75,Touchdown
00:52,1,01:54,MICH 29,5,8,Interception
11:58,2,06:50,MICH 24,11,48,Field Goal
02:27,2,01:41,MICH 36,3,-4,Punt
15:00,3,01:11,MICH 25,3,-5,Punt
13:16,3,02:18,MICH 17,6,45,Downs
07:56,3,02:00,MICH 39,3,9,Punt
04:02,3,01:32,PSU 28,4,3,Field Goal
01:45,3,01:27,PSU 46,3,1,Punt
13:39,4,02:15,PSU 49,6,29,Field Goal
07:04,4,03:20,MICH 14,6,22,Punt
01:41,4,01:41,PSU 26,4,10,End of Game
