0306058720141115,,306,587
Indiana Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,02:27,IND 47,6,22,Field Goal
11:09,1,01:07,IND 24,3,5,Punt
07:46,1,01:09,IND 7,3,7,Punt
03:06,1,01:04,IND 41,3,-14,Punt
01:25,1,01:14,RUTG 47,5,17,Missed FG
13:39,2,03:10,RUTG 49,7,-6,Punt
00:00,2,00:00,IND 40,0,7,Fumble
06:06,2,04:06,IND 22,10,59,Field Goal
00:29,2,00:11,IND 33,1,67,Touchdown
00:00,2,00:00,IND 29,0,0,
15:00,3,02:51,IND 23,8,72,Field Goal
09:00,3,01:31,IND 25,3,0,Punt
05:40,3,01:31,IND 30,5,22,Interception
02:07,3,00:35,IND 20,4,-11,Fumble
01:23,3,01:47,IND 20,6,80,Touchdown
13:40,4,01:34,IND 41,3,-14,Punt
11:44,4,01:54,IND 19,7,41,Downs
07:28,4,02:43,IND 9,9,40,Downs
01:29,4,01:29,IND 35,5,32,End of Game
Rutgers Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:26,1,01:17,RUTG 38,3,6,Punt
10:02,1,02:16,RUTG 34,5,17,Punt
06:37,1,03:25,IND 46,9,30,Field Goal
02:02,1,00:37,RUTG 34,2,13,Fumble
00:11,1,01:32,RUTG 30,3,9,Punt
10:29,2,02:03,RUTG 21,3,1,Punt
08:26,2,02:14,IND 44,6,44,Touchdown
01:49,2,01:20,RUTG 32,7,35,Downs
00:04,2,00:04,IND 29,1,0,Missed FG
12:02,3,03:02,RUTG 20,6,80,Touchdown
07:29,3,01:43,IND 46,4,46,Touchdown
04:09,3,02:02,RUTG 35,4,26,Punt
01:32,3,00:05,IND 9,1,9,Touchdown
14:36,4,00:56,RUTG 25,3,1,Punt
12:06,4,00:16,RUTG 44,2,56,Touchdown
09:50,4,02:22,RUTG 40,3,9,Punt
04:45,4,03:09,IND 49,7,49,Touchdown
