1320049020140920,,1320,490
Presbyterian College Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,02:40,PRE 21,6,10,Punt
10:32,1,01:28,PRE 15,3,-3,Punt
07:05,1,01:19,PRE 20,3,1,Punt
04:49,1,07:23,PRE 18,15,55,Downs
10:12,2,05:32,PRE 2,8,30,Punt
01:58,2,00:43,PRE 25,2,2,Fumble
01:09,2,01:09,PRE 26,2,13,End of Half
14:46,3,07:49,PRE 25,14,62,Missed FG
05:35,3,03:53,PRE 25,6,27,Punt
12:41,4,03:46,PRE 25,7,24,Punt
07:16,4,02:11,PRE 16,4,18,Punt
NC State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:20,1,01:48,NCST 27,5,58,Touchdown
09:04,1,01:59,NCST 49,5,13,Punt
05:46,1,00:57,NCST 40,3,-10,Punt
12:26,2,02:14,NCST 27,3,4,Punt
04:40,2,02:42,NCST 26,9,74,Touchdown
01:15,2,00:06,PRE 27,1,27,Touchdown
15:00,3,00:14,NCST 35,1,65,Touchdown
06:57,3,01:22,NCST 20,4,80,Touchdown
01:42,3,04:01,NCST 13,11,86,TOUCHDOWN
08:55,4,01:39,NCST 18,3,2,Punt
05:05,4,04:35,NCST 30,8,37,
