0587072620140920,,587,726
Rutgers Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,00:13,RUTG 17,1,8,Fumble
13:47,1,02:03,RUTG 25,3,9,Punt
07:15,1,03:30,RUTG 23,8,77,Touchdown
02:32,1,02:39,NAVY 37,7,34,Field Goal
12:01,2,04:53,RUTG 20,10,80,Touchdown
03:50,2,03:23,RUTG 9,8,91,Touchdown
12:52,3,06:32,RUTG 37,12,63,Touchdown
05:40,3,02:35,RUTG 30,5,10,Punt
14:53,4,07:42,RUTG 18,14,57,Missed FG
05:26,4,02:14,RUTG 25,3,9,Punt
00:10,4,00:10,RUTG 19,1,0,End of Game
Navy Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
14:47,1,01:00,RUTG 25,3,25,Touchdown
11:44,1,04:29,NAVY 21,11,56,Missed FG
03:45,1,01:13,NAVY 33,3,4,Fumble
14:53,2,02:52,NAVY 25,6,13,Punt
07:08,2,03:18,NAVY 25,10,75,Touchdown
00:27,2,00:27,NAVY 25,1,-1,End of Half
15:00,3,02:08,NAVY 25,5,58,Field Goal
06:20,3,00:40,NAVY 25,3,5,Punt
03:05,3,03:12,NAVY 9,7,37,Punt
07:11,4,01:45,NAVY 25,7,75,Touchdown
03:12,4,03:02,NAVY 26,11,55,Downs
