0742045720141004,,742,457
Virginia Tech Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
14:50,1,00:34,UNC 16,2,16,Touchdown
11:32,1,05:33,VT 18,12,82,Touchdown
04:32,1,03:18,VT 43,6,20,Downs
00:06,1,01:30,VT 13,3,-11,Punt
12:33,2,01:30,VT 30,3,5,Punt
08:59,2,07:15,VT 20,13,70,Field Goal
01:01,2,00:00,UNC 0,0,0,Touchdown
00:18,2,00:18,VT 44,3,30,Missed FG
14:56,3,02:38,VT 17,6,19,Punt
10:41,3,03:26,UNC 47,7,-4,Punt
05:08,3,01:49,VT 25,3,-4,Punt
02:03,3,01:51,VT 17,3,-4,Punt
14:17,4,00:45,VT 2,2,1,Interception
13:15,4,06:47,VT 19,16,76,Field Goal
04:13,4,01:01,UNC 48,3,6,Punt
03:12,4,00:42,UNC 10,2,10,Touchdown
01:50,4,01:50,UNC 32,3,12,End of Game
North Carolina Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,00:10,UNC 25,1,-9,Fumble
14:10,1,02:32,UNC 33,9,64,Field Goal
05:59,1,01:27,UNC 25,3,-2,Punt
01:14,1,01:08,UNC 37,3,8,Punt
13:36,2,01:03,VT 39,4,9,Downs
11:03,2,02:04,UNC 14,5,0,Punt
01:38,2,00:37,UNC 18,3,27,Interception
01:01,2,00:43,UNC 25,7,31,Downs
00:00,2,00:00,UNC 26,0,0,
12:18,3,01:37,UNC 19,3,-2,Punt
07:15,3,02:07,UNC 10,9,65,Downs
03:19,3,01:16,UNC 39,5,15,Punt
00:12,3,00:55,50,3,-7,Punt
13:32,4,00:13,VT 16,2,16,Touchdown
06:23,4,02:08,UNC 24,6,76,Touchdown
00:00,4,00:00,UNC 13,0,-3,Fumble
02:24,4,00:34,UNC 25,4,7,Downs
