0718019620141122,,718,196
Tulane Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
13:27,1,00:54,ECU 48,3,1,Punt
08:00,1,01:34,TULN 25,3,5,Punt
05:27,1,02:55,TULN 17,9,44,Punt
00:21,1,05:59,TULN 34,13,50,Field Goal
07:13,2,00:54,TULN 17,3,17,Interception
01:52,2,00:35,TULN 2,3,2,Punt
00:28,2,00:28,TULN 30,2,-2,End of Half
15:00,3,02:21,TULN 25,4,12,Punt
10:35,3,02:46,TULN 9,4,7,Punt
05:50,3,03:36,TULN 7,7,54,Downs
00:08,3,05:02,TULN 25,13,53,Field Goal
07:07,4,01:27,TULN 20,3,7,Punt
00:44,4,00:44,TULN 24,5,55,End of Game
East Carolina Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,01:33,ECU 25,5,23,Downs
12:33,1,04:33,ECU 15,12,67,Field Goal
06:26,1,00:59,ECU 47,3,6,Punt
02:32,1,02:11,ECU 10,7,90,Touchdown
09:22,2,02:09,ECU 44,3,-5,Punt
06:19,2,04:27,TULN 43,10,41,Downs
01:17,2,00:49,TULN 49,4,49,Touchdown
12:39,3,02:04,ECU 31,4,23,Punt
07:49,3,01:59,ECU 36,5,23,Punt
02:14,3,02:06,ECU 39,7,45,Field Goal
10:06,4,02:59,ECU 35,8,65,Touchdown
05:40,4,04:56,ECU 36,11,64,Touchdown
