0008069420141025,,8,694
Alabama Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:52,1,00:13,ALA 20,1,80,Touchdown
11:04,1,02:09,ALA 21,7,79,Touchdown
07:12,1,04:00,ALA 10,9,90,Touchdown
01:30,1,01:23,ALA 10,5,14,Fumble
12:48,2,00:45,TENN 19,3,19,Touchdown
07:03,2,03:10,ALA 28,6,1,Punt
15:00,3,02:22,ALA 23,4,20,Punt
05:52,3,05:39,ALA 24,13,76,Touchdown
14:42,4,02:12,ALA 40,4,15,Punt
11:49,4,00:04,ALA 30,1,-7,Fumble
09:42,4,07:13,ALA 21,11,78,Fumble
00:16,4,00:16,TENN 32,1,-3,End of Game
Tennessee Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,02:08,TENN 33,6,21,Punt
12:39,1,01:35,TENN 25,3,9,Punt
08:55,1,01:43,TENN 25,4,17,Punt
03:12,1,01:42,TENN 23,5,31,Punt
00:07,1,02:19,TENN 12,5,23,Fumble
12:03,2,05:00,TENN 16,10,84,Touchdown
03:53,2,03:53,TENN 30,11,59,End of Half
12:38,3,06:46,TENN 16,15,84,Touchdown
00:13,3,00:31,TENN 25,3,1,Punt
12:30,4,00:41,TENN 16,3,11,Interception
11:45,4,02:03,ALA 23,6,17,Field Goal
02:29,4,02:13,TENN 1,10,31,Downs
