0774004720141011,,774,47
Western Michigan Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
11:58,1,03:20,WMU 20,6,29,Punt
05:07,1,04:33,WMU 23,9,77,Touchdown
10:15,2,01:36,WMU 28,4,-2,Fumble
07:56,2,01:36,WMU 21,3,-6,Punt
03:36,2,00:11,WMU 25,1,75,Touchdown
01:58,2,00:34,WMU 12,2,3,Interception
00:13,2,00:13,WMU 25,1,-2,End of Half
15:00,3,00:57,WMU 35,3,65,Touchdown
11:24,3,01:32,WMU 20,3,5,Punt
07:54,3,01:38,BALL 49,4,49,Touchdown
03:51,3,01:30,WMU 10,4,15,Punt
00:45,3,01:36,WMU 11,4,35,Punt
11:00,4,03:28,WMU 19,6,81,Touchdown
05:35,4,04:10,WMU 20,8,80,Touchdown
00:15,4,00:15,WMU 8,1,-1,End of Game
Ball State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,03:02,BALL 27,6,22,Punt
08:38,1,03:18,BALL 20,7,80,Touchdown
00:29,1,05:06,BALL 14,12,86,Touchdown
08:39,2,00:37,WMU 3,2,3,Touchdown
06:20,2,02:44,BALL 46,8,54,Touchdown
03:17,2,01:19,BALL 25,5,13,Punt
01:24,2,01:11,WMU 34,7,23,Field Goal
13:54,3,02:30,BALL 19,6,30,Punt
09:52,3,01:58,BALL 1,3,6,Punt
06:07,3,02:16,BALL 37,4,9,Punt
02:21,3,01:29,BALL 46,4,54,Touchdown
14:09,4,03:09,BALL 8,6,21,Punt
07:25,4,01:50,BALL 33,3,9,Punt
01:18,4,01:03,BALL 36,11,56,Downs
