0400073620140913,,400,736
Massachusetts Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:46,1,04:50,UMASS 24,12,76,Touchdown
06:05,1,01:46,UMASS 42,4,58,Touchdown
01:27,1,01:35,UMASS 12,3,8,Punt
09:50,2,01:07,VAN 23,4,8,Field Goal
07:01,2,00:07,UMASS 14,1,-14,Fumble
06:46,2,02:56,UMASS 22,9,78,Touchdown
00:05,2,00:05,UMASS 18,1,-1,End of Half
14:55,3,04:05,UMASS 34,10,66,Touchdown
06:41,3,01:17,UMASS 20,3,3,Punt
03:10,3,03:52,UMASS 10,11,42,Punt
10:33,4,01:36,UMASS 20,3,6,Punt
08:57,4,00:41,UMASS 20,3,5,Punt
04:25,4,02:23,UMASS 28,3,-3,Punt
01:02,4,01:00,UMASS 40,9,55,Missed FG
Vanderbilt Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,02:14,VAN 25,3,2,Punt
07:50,1,01:45,VAN 25,4,22,Interception
04:11,1,02:44,VAN 35,3,4,Punt
14:52,2,04:50,VAN 49,9,51,Touchdown
08:42,2,01:41,VAN 30,3,5,Punt
06:54,2,00:00,UMASS 0,0,0,Touchdown
03:44,2,03:37,VAN 32,11,68,Touchdown
10:42,3,04:01,VAN 25,7,37,Punt
05:24,3,02:14,UMASS 48,3,1,Punt
14:18,4,03:45,VAN 20,9,30,Punt
08:57,4,00:00,UMASS 11,0,0,Touchdown
08:16,4,03:51,UMASS 45,7,17,Downs
02:02,4,00:54,VAN 47,3,53,Touchdown
00:02,4,00:02,VAN 20,1,-1,End of Game
