Team Code,Game Code,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal,First Down Total,Date
388,0388023120141018,26,243,1,27,15,214,4,1,0,3,61,0,3,47,0,0,0,0,2,57,1,0,0,0,1,1,6,6,0,0,0,0,0,45,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:51,9,65,12,6,0,0,0,0,0,18,20141018
231,0388023120141018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38:09,8,88,20,10,0,0,0,0,0,23,20141018
414,0414050320141018,30,168,4,42,23,346,2,0,0,7,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,41,5,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:53,8,56,13,5,2,2,0,0,0,26,20141018
503,0414050320141018,55,433,6,22,16,225,1,0,0,5,61,0,3,27,0,0,0,0,0,0,0,0,0,0,2,1,7,6,0,0,0,0,0,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30:07,5,43,10,7,0,0,0,0,0,30,20141018
416,0416030620141018,51,330,5,32,24,332,3,1,0,2,34,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,8,8,0,0,0,0,0,56,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39:24,3,37,16,10,0,0,0,0,0,30,20141018
306,0416030620141018,33,213,2,16,5,11,0,0,0,4,85,0,1,14,0,0,0,0,1,3,0,0,0,0,1,1,2,2,0,0,0,0,0,17,10,399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20:36,4,25,12,1,0,0,0,0,0,7,20141018
463,0463050920141018,44,234,4,30,19,237,1,0,0,3,44,0,3,26,0,0,0,0,1,0,0,0,0,0,2,1,5,5,0,0,0,0,0,38,5,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:49,7,68,15,8,0,0,0,0,0,24,20141018
509,0463050920141018,34,117,2,39,18,173,0,1,0,5,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,8,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:04,8,65,16,5,1,0,0,0,0,21,20141018
466,0466007720141018,36,126,4,40,26,285,1,0,0,1,19,0,1,20,0,3,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,42,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:11,6,36,17,7,4,4,0,0,0,20,20141018
77,0466007720141018,39,193,1,63,39,408,4,0,0,6,108,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,35,3,108,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26:49,6,75,21,13,4,4,0,0,0,38,20141018
472,0472029520141018,34,214,2,16,9,100,0,3,0,5,73,0,1,6,0,1,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,5,222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:13,7,39,12,3,0,0,0,0,0,12,20141018
295,0472029520141018,52,310,2,37,23,226,1,1,0,4,99,0,4,21,0,1,0,0,3,4,0,0,0,0,3,3,2,2,0,0,0,0,0,29,3,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37:47,6,57,14,6,3,2,0,0,0,30,20141018
473,0473072120141018,52,367,3,10,4,33,0,0,0,2,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,5,214,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29:34,1,15,15,4,4,2,0,0,0,14,20141018
721,0473072120141018,74,269,4,9,5,159,1,0,0,0,0,0,2,18,0,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,35,5,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30:14,1,5,18,9,3,1,0,0,0,23,20141018
490,0490036720141018,31,128,0,32,18,223,2,1,0,3,57,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,18,4,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:15,2,20,14,6,1,0,0,0,0,20,20141018
367,0490036720141018,33,166,1,36,21,203,2,0,0,1,18,0,2,51,0,0,0,0,1,0,0,0,0,0,4,3,3,3,0,0,0,0,0,30,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:45,4,33,16,9,0,0,0,0,0,21,20141018
513,0513023420141018,35,157,0,52,31,313,3,2,0,4,67,0,1,5,0,0,0,0,1,0,0,0,0,0,2,2,3,3,0,0,0,0,0,27,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:51,9,67,18,7,5,2,0,0,0,26,20141018
234,0513023420141018,26,50,2,31,23,273,2,1,0,3,64,0,1,17,0,0,0,0,2,5,0,0,0,0,1,1,4,4,0,0,0,0,0,31,5,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:09,9,84,8,2,0,0,0,0,0,18,20141018
521,0521069820141018,39,126,0,25,10,132,0,2,0,2,41,0,1,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,9,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:32,4,23,15,3,0,0,0,0,0,12,20141018
698,0521069820141018,40,261,3,42,27,415,3,1,0,4,60,0,3,13,0,0,0,0,2,0,0,0,0,0,1,0,6,6,0,0,0,0,0,42,5,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:52,5,45,15,7,2,1,0,0,0,26,20141018
559,0559042820141018,35,298,2,26,16,153,3,2,0,6,136,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:13,7,55,13,5,2,1,0,0,0,17,20141018
428,0559042820141018,52,285,3,18,9,165,2,0,0,7,116,0,1,19,0,0,0,0,2,27,0,0,0,0,2,2,4,3,0,0,0,0,0,39,4,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31:47,7,66,12,6,0,0,0,0,0,22,20141018
587,0587051820141018,38,149,2,29,18,196,0,1,0,6,105,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,218,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30:50,0,0,14,3,2,1,0,0,0,18,20141018
518,0587051820141018,40,324,4,31,19,261,3,0,0,4,94,0,4,45,0,2,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,56,1,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28:09,4,28,9,5,3,2,0,0,0,31,20141018
630,0630081120141018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35:54,5,40,16,6,1,1,0,0,0,31,20141018
811,0630081120141018,30,158,1,28,11,119,0,0,0,0,0,0,2,43,0,2,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,20,5,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:03,7,72,16,5,3,2,0,0,0,11,20141018
651,0651071920141018,32,140,2,26,17,272,3,1,0,4,75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,5,232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26:57,7,77,12,5,0,0,0,0,0,19,20141018
719,0651071920141018,41,174,1,34,22,314,1,0,0,2,42,0,2,23,0,1,0,0,1,46,1,0,0,0,4,3,3,3,0,0,0,0,0,30,5,185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33:03,11,114,16,6,1,0,0,0,0,20,20141018
664,0664049720141018,41,201,1,41,27,305,2,2,0,5,80,0,2,36,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,30,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:11,6,70,14,7,1,1,0,0,0,30,20141018
497,0664049720141018,26,108,2,35,20,287,0,0,0,1,12,0,1,7,0,0,0,0,2,0,0,0,0,0,3,2,2,2,0,0,0,0,0,20,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22:49,4,55,13,5,1,0,0,0,0,21,20141018
671,0671067020141014,58,276,2,23,16,240,1,1,0,2,37,0,2,22,0,1,0,0,1,19,0,0,0,0,3,2,4,4,0,0,0,0,0,34,4,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38:34,7,35,15,7,1,0,0,0,0,25,20141014
670,0671067020141014,35,94,0,23,14,176,1,1,0,3,37,0,1,7,0,0,0,0,1,23,0,0,0,0,1,1,1,1,0,0,0,0,0,10,8,370,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21:01,4,20,14,4,1,0,0,0,0,12,20141014
674,0674002820141018,22,76,1,39,19,212,0,0,0,5,95,0,1,-14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,7,286,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35:50,5,35,16,6,2,1,0,0,0,14,20141018
28,0674002820141018,46,114,1,34,24,242,1,0,0,1,32,0,2,11,0,2,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,0,0,26,4,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:49,2,9,19,9,1,1,0,0,0,23,20141018
688,0688074920141018,38,199,1,32,22,171,0,0,0,1,14,0,2,6,0,1,0,0,1,42,1,0,0,0,3,3,3,3,0,0,0,0,0,30,6,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:41,6,55,19,9,0,0,0,0,0,17,20141018
749,0688074920141018,36,71,0,23,15,99,1,1,0,2,49,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27:53,3,35,15,3,2,1,0,0,0,12,20141018
694,0694043320141018,28,0,0,34,19,191,0,3,0,3,80,0,6,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,9,410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27:04,3,23,16,3,1,0,0,0,0,10,20141018
433,0694043320141018,47,180,2,31,14,203,2,0,0,2,39,0,2,-3,0,1,0,0,3,19,0,0,0,0,3,2,4,4,0,0,0,0,0,34,9,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:04,1,15,20,7,1,1,0,0,0,18,20141018
697,0697000820141018,24,31,0,31,19,141,0,1,0,8,198,0,2,18,0,0,0,0,0,0,0,0,0,0,1,1,8,8,0,0,0,0,0,0,9,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:29,2,6,13,2,2,0,0,0,0,8,20141018
8,0697000820141018,45,298,4,35,21,304,4,0,0,0,0,0,3,53,0,0,0,0,1,1,0,0,0,0,1,1,8,8,0,0,0,0,0,59,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36:31,0,0,15,9,1,1,0,0,0,30,20141018
690,0690028820141017,20,98,0,29,12,259,1,3,0,4,86,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,5,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17:27,11,93,11,2,2,0,0,0,0,11,20141017
288,0690028820141017,49,171,1,33,29,268,2,0,0,3,50,0,0,0,0,1,0,0,3,29,1,0,0,0,2,1,4,4,0,0,0,0,0,31,6,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38:36,10,102,17,7,1,1,0,0,0,23,20141017
706,0706036620141018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32:30,8,85,16,4,2,1,0,0,0,17,20141018
366,0706036620141018,35,121,1,33,14,157,1,1,0,3,108,0,3,-1,0,1,0,0,3,36,0,0,0,0,3,2,3,3,0,0,0,0,0,27,8,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:30,10,85,18,7,1,1,0,0,0,16,20141018
718,0718012820141018,36,131,1,42,18,147,0,2,0,4,79,0,0,0,0,2,0,0,2,9,0,0,0,0,3,2,1,1,0,0,0,0,0,13,4,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:41,9,84,18,6,4,0,0,0,0,18,20141018
128,0718012820141018,38,94,1,24,12,139,1,2,0,2,62,0,0,0,0,0,0,0,2,23,0,0,0,0,2,2,2,2,0,0,0,0,0,20,4,129,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28:08,8,67,14,4,3,0,0,0,0,14,20141018
725,0725033120141018,56,295,2,15,5,35,0,1,0,8,149,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:18,5,38,13,5,4,0,0,0,0,19,20141018
331,0725033120141018,24,107,1,40,27,360,3,1,0,3,57,0,1,-1,0,0,0,0,1,26,0,0,0,0,4,4,4,3,0,0,0,0,0,39,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:42,5,53,12,6,1,1,0,0,0,21,20141018
742,0742054520141016,22,26,0,45,26,265,1,0,0,1,9,0,4,43,0,1,0,0,1,7,0,0,0,0,3,3,1,1,0,0,0,0,0,16,7,292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28:14,8,45,14,2,2,0,0,0,0,16,20141016
545,0742054520141016,43,210,2,18,11,121,1,1,0,4,87,0,2,8,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,21,7,291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31:46,7,70,16,6,0,0,0,0,0,15,20141016
772,0772022920141018,26,67,2,44,28,335,3,1,0,4,58,0,1,22,0,1,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,3,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23:34,3,25,12,5,2,1,0,0,0,23,20141018
229,0772022920141018,54,278,3,35,24,341,3,0,0,6,107,0,1,-2,0,1,0,0,1,0,0,0,0,0,3,1,6,6,0,0,0,0,0,45,1,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36:03,6,59,18,8,6,6,0,0,0,29,20141018
774,0774007120141018,50,195,1,24,15,166,2,0,0,3,71,0,1,6,0,1,0,0,1,13,0,0,0,0,2,2,3,2,0,0,0,0,0,26,5,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39:07,5,49,18,9,2,2,0,0,0,20,20141018
71,0774007120141018,31,135,2,33,20,139,0,1,0,3,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,6,251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20:16,5,40,14,5,2,1,0,0,0,14,20141018
746,0746019320141018,31,140,0,47,22,325,1,0,0,1,18,0,2,8,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,13,5,216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31:05,6,60,16,8,1,0,0,0,0,23,20141018
193,0746019320141018,30,155,0,38,23,179,2,0,0,1,20,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,7,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:45,3,30,13,4,0,0,0,0,0,19,20141018
731,0731015620141018,19,100,1,31,19,160,0,1,0,1,21,0,5,11,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,13,7,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:05,6,45,12,2,0,0,0,0,0,11,20141018
156,0731015620141018,39,75,1,32,20,243,0,0,0,1,32,0,1,11,0,0,0,0,1,8,0,0,0,0,4,3,1,1,0,0,0,0,0,16,7,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:39,11,116,18,8,0,0,0,0,0,19,20141018
732,0732052820141016,46,253,3,18,9,62,0,1,0,1,42,0,2,10,0,1,0,0,1,0,0,0,0,0,3,3,2,2,0,0,0,0,0,16,7,302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25:30,6,67,14,3,1,1,0,0,0,16,20141016
528,0732052820141016,46,118,0,37,21,272,2,1,0,5,67,0,2,0,0,1,0,0,1,0,0,0,0,0,4,3,2,2,0,0,0,0,0,16,7,290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33:56,9,75,17,4,3,2,0,0,0,21,20141016
756,0756052920141018,36,133,1,38,24,184,1,1,0,3,60,0,1,4,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,4,173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29:27,4,24,18,9,3,3,0,0,0,20,20141018
529,0756052920141018,50,218,4,33,24,336,2,0,0,5,94,0,1,1,0,1,0,0,1,15,0,0,0,0,2,1,6,6,0,0,0,0,0,45,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:33,7,90,18,11,4,3,0,0,0,29,20141018
5,0005004720141025,34,125,2,39,21,200,1,4,0,2,39,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,4,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32:38,7,45,15,5,3,2,0,0,0,20,20141025
47,0005004720141025,40,155,3,36,18,225,0,0,0,2,52,0,1,24,0,1,0,0,4,106,0,0,0,0,7,5,2,2,0,0,0,0,0,35,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:38,3,20,15,5,1,1,0,0,0,22,20141025
8,0008069420141025,41,183,3,24,14,286,2,0,0,4,73,0,0,0,0,1,0,0,1,-5,0,0,0,0,0,0,5,4,0,0,0,0,0,34,4,171,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29:26,6,50,15,11,0,0,0,0,0,23,20141025
694,0008069420141025,43,181,0,36,21,202,2,1,0,3,63,0,1,-4,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,5,209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30:34,4,33,19,11,1,0,0,0,0,21,20141025
9,0009003120141025,42,133,0,18,6,62,1,1,0,5,189,1,2,39,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:49,2,10,14,4,3,0,0,0,0,12,20141025
31,0009003120141025,46,273,3,26,16,211,3,0,0,1,20,0,3,3,0,0,0,0,1,-7,0,0,0,0,1,1,6,6,0,0,0,0,0,45,5,209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35:58,2,9,13,6,1,1,0,0,0,24,20141025
28,0028075620141025,43,105,0,25,14,180,2,1,0,1,11,0,0,0,0,1,0,0,2,68,1,0,0,0,1,1,3,3,0,0,0,0,0,24,7,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:09,5,20,15,3,3,0,0,0,0,14,20141025
756,0028075620141025,46,151,0,26,18,139,0,2,0,4,67,0,1,7,0,0,0,0,1,63,1,0,0,0,2,1,1,1,0,0,0,0,0,10,8,244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29:17,4,30,14,2,1,0,0,0,0,19,20141025
29,0029075420141025,36,157,1,38,26,294,5,0,0,5,97,1,2,80,1,0,0,0,2,0,0,0,0,0,1,1,8,8,0,0,0,0,0,59,4,196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25:26,8,89,13,7,1,1,0,0,0,25,20141025
754,0029075420141025,20,54,1,79,56,489,4,2,0,4,87,0,1,19,0,1,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,37,4,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:51,11,85,18,7,4,1,0,0,0,33,20141025
30,0030067120141021,37,253,2,39,27,342,3,1,0,7,109,0,4,-1,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,40,4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:41,7,51,17,4,6,5,0,0,0,22,20141021
671,0030067120141021,56,419,8,17,9,102,0,0,0,2,38,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,8,7,0,0,0,0,0,55,6,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:19,9,83,13,6,1,1,0,0,0,25,20141021
67,0067074920141025,44,202,2,15,11,165,1,0,0,3,55,0,1,5,0,0,0,0,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,23,5,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29:39,7,54,10,2,0,0,0,0,0,20,20141025
749,0067074920141025,33,19,2,30,22,242,0,1,0,4,38,0,1,5,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,5,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:11,6,49,14,4,2,1,0,0,0,17,20141025
77,0077006620141024,26,63,2,38,23,259,1,1,0,8,147,0,3,13,0,0,0,0,1,20,1,0,0,0,0,0,4,4,0,0,0,0,0,30,8,387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23:34,7,70,14,5,1,0,0,0,0,17,20141024
66,0077006620141024,48,227,3,31,24,410,4,1,0,5,70,0,2,19,0,1,0,0,1,2,0,0,0,0,2,2,7,7,0,0,0,0,0,55,4,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36:26,8,70,13,7,0,0,0,0,0,28,20141024
110,0110015720141025,37,309,4,39,24,200,1,0,0,1,8,0,2,18,0,0,0,0,2,30,0,0,0,0,2,2,4,4,0,0,0,0,0,31,8,360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24:55,14,121,15,3,1,0,0,0,0,21,20141025
157,0110015720141025,45,233,2,46,28,267,2,2,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,31,8,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:05,6,50,16,3,2,2,0,0,0,31,20141025
129,0129008620141025,49,110,2,24,14,231,1,1,0,2,40,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,20,4,189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36:13,8,49,14,6,4,3,0,0,0,21,20141025
86,0129008620141025,22,38,0,37,21,233,2,2,0,2,81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:18,3,40,13,5,3,1,0,0,0,15,20141025
164,0164019620141023,26,84,1,32,20,313,2,1,0,4,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,8,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:24,12,118,12,3,1,1,0,0,0,16,20141023
196,0164019620141023,35,135,2,65,39,445,2,1,0,4,73,0,3,11,0,0,0,0,1,4,0,0,0,0,2,1,4,4,0,0,0,0,0,31,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:36,11,105,20,9,5,3,0,0,0,31,20141023
229,0229038820141025,53,209,0,37,19,179,1,0,0,6,202,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,16,6,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36:31,3,45,19,7,3,1,0,0,0,26,20141025
388,0229038820141025,35,328,4,24,13,218,1,0,0,4,108,0,2,15,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,35,5,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:29,6,60,12,5,1,0,0,0,0,20,20141025
253,0253025420141025,63,613,10,6,5,47,0,0,0,3,127,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,0,69,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:19,5,39,8,7,0,0,0,0,0,30,20141025
254,0253025420141025,23,47,0,38,24,408,4,1,0,6,149,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,2,73,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24:41,6,40,9,4,1,1,0,0,0,21,20141025
255,0255054520141025,64,465,7,12,5,147,1,0,0,2,33,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,8,8,0,0,0,0,0,56,2,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33:32,3,15,12,6,2,1,0,0,0,27,20141025
545,0255054520141025,31,198,3,35,23,328,1,0,0,3,60,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,28,2,84,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26:28,2,15,12,8,1,0,0,0,0,19,20141025
