Team Code,Game Code,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal,First Down Total,Date
709,0709014020140912,39,240,1,43,28,323,3,0,0,7,150,0,1,21,0,0,0,0,0,0,0,0,0,0,4,2,4,4,0,0,0,0,0,34,2,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34:38,7,65,17,8,2,1,0,0,0,27,20140912
140,0709014020140912,30,148,2,42,29,436,6,0,0,6,141,0,1,11,0,1,0,0,0,0,0,0,0,0,1,1,8,7,0,0,0,0,0,58,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:10,2,30,12,7,0,0,0,0,0,28,20140912
719,0719022920140913,27,94,2,52,24,269,1,2,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,7,293,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25:55,5,25,17,7,1,1,0,0,0,24,20140913
229,0719022920140913,42,177,1,23,18,341,4,0,0,3,7,0,3,72,0,1,0,0,2,26,1,0,0,0,2,2,6,6,0,0,0,0,0,50,5,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:04,4,37,15,5,0,0,0,0,0,18,20140913
706,0706052120140913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:27,5,74,17,3,1,0,0,0,0,11,20140913
521,0706052120140913,49,162,2,30,16,315,2,0,0,0,0,0,4,12,0,0,0,0,1,50,1,0,0,0,3,3,4,4,0,0,0,0,0,43,8,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:33,5,45,19,8,0,0,0,0,0,24,20140913
726,0726067020140913,57,352,3,7,5,117,2,1,0,3,58,0,2,5,0,0,0,0,1,17,0,0,0,0,0,0,5,5,0,0,0,0,0,35,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:56,4,50,12,8,2,0,0,0,0,17,20140913
670,0726067020140913,44,211,2,36,24,231,1,1,0,3,45,0,1,8,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,21,5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:29,11,124,15,5,3,2,0,0,0,23,20140913
749,0749073120140913,24,-25,0,50,20,257,2,2,0,2,40,0,1,0,0,1,0,0,2,104,1,0,0,0,1,1,3,3,0,0,0,0,0,24,7,312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25:06,10,103,15,3,3,1,0,0,0,16,20140913
731,0749073120140913,35,60,0,44,32,331,3,2,0,3,72,0,2,16,0,1,0,0,2,59,1,0,0,0,2,1,5,3,0,0,0,0,0,36,6,264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34:21,8,65,15,5,0,0,0,0,0,23,20140913
768,0768039220140913,59,183,1,49,37,511,4,1,0,5,87,0,4,37,0,0,0,0,1,0,0,0,0,0,2,1,5,5,0,0,0,0,0,40,3,125,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36:12,4,40,24,11,4,2,0,0,0,33,20140913
392,0768039220140913,27,163,1,38,21,284,2,1,0,3,56,0,1,69,1,3,0,0,1,1,0,0,0,0,3,3,4,4,0,0,0,0,0,37,8,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:58,7,71,15,4,0,0,0,0,0,16,20140913
772,0772041920140913,36,125,1,66,43,593,4,1,0,6,150,0,2,5,0,0,0,0,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,34,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:46,10,92,21,12,1,0,0,0,0,33,20140913
419,0772041920140913,61,323,5,28,17,218,1,0,0,5,100,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,5,0,0,0,0,0,34,6,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:13,7,62,18,7,2,2,0,0,0,28,20140913
774,0774029520140913,44,243,3,15,10,241,3,0,0,3,98,0,2,-14,0,1,0,0,1,57,0,0,0,0,1,1,6,6,0,0,0,0,0,45,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:49,10,93,11,6,2,1,0,0,0,22,20140913
295,0774029520140913,31,45,1,42,28,381,3,1,0,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,33,4,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30:47,8,79,17,8,3,3,0,0,0,23,20140913
811,0811052920140913,41,155,0,33,19,284,2,2,0,8,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,3,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37:38,5,48,17,9,3,2,0,0,0,24,20140913
529,0811052920140913,37,263,5,31,25,293,2,0,0,2,46,0,1,-2,0,1,0,0,2,35,0,0,0,0,0,0,7,6,0,0,0,0,0,48,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22:22,4,30,11,9,1,0,0,0,0,32,20140913
27,0027066420140920,47,191,1,40,28,264,2,2,0,2,38,0,1,8,0,0,0,0,2,13,0,0,0,0,3,0,3,2,0,0,0,0,0,20,4,173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35:51,11,59,16,8,1,1,0,0,0,29,20140920
664,0027066420140920,25,61,2,36,22,268,1,2,0,2,50,0,3,21,0,1,0,0,2,8,0,0,0,0,1,0,3,3,0,0,0,0,0,21,7,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:09,9,103,11,2,0,0,0,0,0,16,20140920
37,0037032720140918,45,128,0,31,17,231,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,5,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:00,6,46,18,10,0,0,0,0,0,22,20140918
327,0037032720140918,30,40,2,40,24,245,0,2,0,2,35,0,3,71,0,0,0,0,1,1,0,0,0,0,3,0,2,2,0,0,0,0,0,14,3,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29:00,0,0,14,8,0,0,0,0,0,20,20140918
47,0047070920140920,42,175,0,27,15,176,2,0,0,5,118,0,0,0,0,1,0,0,1,6,0,0,0,0,4,3,2,2,0,0,0,0,0,23,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:22,4,40,16,8,1,1,0,0,0,23,20140920
709,0047070920140920,47,318,4,22,13,152,1,1,0,4,76,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,34,2,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30:38,4,37,14,8,2,2,0,0,0,23,20140920
61,0061012820140920,1,-12,0,15,11,101,0,0,0,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,8,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:51,17,137,13,3,0,0,0,0,0,14,20140920
128,0061012820140920,41,169,3,13,8,182,2,0,0,1,28,0,5,72,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,0,0,0,0,41,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:09,6,75,9,3,1,1,0,0,0,17,20140920
71,0071079620140920,29,93,2,33,15,178,0,1,0,6,118,0,0,0,0,2,0,0,1,22,0,0,0,0,1,1,2,2,0,0,0,0,0,17,11,496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23:24,7,36,16,2,0,0,0,0,0,11,20140920
796,0071079620140920,60,644,8,18,9,112,1,1,0,2,67,0,7,98,0,1,0,0,1,43,0,0,0,0,2,2,9,8,0,0,0,0,0,68,2,81,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36:36,5,55,7,3,0,0,0,0,0,29,20140920
107,0107002920140920,42,193,3,30,18,380,3,1,0,1,0,0,4,22,0,0,0,0,2,7,0,0,0,0,2,1,6,6,0,0,0,0,0,45,5,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28:52,10,99,14,6,1,0,0,0,0,24,20140920
29,0107002920140920,32,107,1,74,47,520,5,2,0,0,0,0,1,-3,0,1,0,0,1,24,0,0,0,0,4,3,4,4,0,0,0,0,0,49,6,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:08,6,65,22,7,3,3,0,0,0,36,20140920
129,0129032820140920,35,101,1,26,18,178,0,1,0,2,74,0,3,6,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,8,319,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30:53,5,43,12,3,0,0,0,0,0,18,20140920
328,0129032820140920,35,138,1,34,24,231,2,1,0,3,84,0,2,46,0,2,0,0,1,0,0,0,0,0,2,1,3,3,0,0,0,0,0,24,6,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:36,8,65,19,9,1,1,0,0,0,15,20140920
147,0147023420140920,40,101,2,33,22,306,0,0,0,2,25,0,1,0,0,0,0,0,2,28,0,0,0,0,3,1,2,2,0,0,0,0,0,17,7,302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32:33,3,30,16,5,1,0,0,0,0,17,20140920
234,0147023420140920,27,13,2,39,21,304,1,2,0,4,65,0,1,28,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,8,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:58,8,41,15,4,0,0,0,0,0,17,20140920
164,0164065120140919,27,44,0,9,6,88,1,0,0,4,86,0,1,-2,0,0,0,0,1,70,1,0,0,0,0,0,2,2,0,0,0,0,0,14,8,356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20:40,9,48,9,0,0,0,0,0,0,6,20140919
651,0164065120140919,53,158,1,18,10,113,1,1,0,3,21,0,3,7,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38:52,5,45,16,7,1,1,0,0,0,17,20140919
235,0235000820140920,27,107,1,28,9,93,1,2,0,5,85,0,0,0,0,3,0,0,1,20,0,0,0,0,0,0,3,3,0,0,0,0,0,21,7,369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20:44,5,36,13,2,1,0,0,0,0,11,20140920
8,0235000820140920,52,223,1,35,24,449,5,1,0,3,70,0,2,17,0,1,0,0,2,12,0,0,0,0,1,0,6,6,0,0,0,0,0,42,2,87,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39:16,11,80,16,12,1,0,0,0,0,28,20140920
204,0204041620140920,19,20,0,29,10,115,2,1,0,2,31,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,10,449,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35:22,4,38,13,1,1,1,0,0,0,5,20140920
416,0204041620140920,60,336,7,19,14,160,3,1,0,3,62,0,2,54,0,5,0,0,1,9,0,0,0,0,1,1,10,10,0,0,0,0,0,73,5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42:23,4,25,17,9,0,0,0,0,0,24,20140920
229,0229081120140920,39,188,1,29,15,108,0,0,0,3,78,0,4,93,0,1,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,19,6,283,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30:41,4,23,18,8,0,0,0,0,0,16,20140920
811,0229081120140920,41,173,2,23,10,161,0,0,0,1,29,0,2,9,0,3,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,7,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29:19,4,36,15,5,1,0,0,0,0,17,20140920
255,0255074220140920,44,250,1,18,7,125,1,0,0,3,58,0,0,0,0,0,0,0,3,41,1,0,0,0,3,2,3,3,0,0,0,0,0,27,4,187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29:20,8,60,12,4,2,1,0,0,0,19,20140920
742,0255074220140920,33,127,2,39,28,297,0,3,0,1,29,0,4,17,0,1,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,24,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:40,12,79,14,8,0,0,0,0,0,24,20140920
178,0178069020140920,1,-25,0,23,12,67,0,3,0,5,74,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,8,8,0,0,0,0,0,0,9,305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31:48,6,35,14,4,0,0,0,0,0,7,20140920
690,0178069020140920,40,172,3,21,16,179,2,2,0,0,0,0,3,134,2,1,0,0,3,65,1,0,0,0,1,1,8,8,0,0,0,0,0,59,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:12,8,69,7,3,1,1,0,0,0,19,20140920
253,0253064620140920,52,335,4,11,6,85,0,1,0,1,25,0,1,4,0,0,0,0,2,60,0,0,0,0,1,0,4,4,0,0,0,0,0,28,5,198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31:20,1,10,11,3,0,0,0,0,0,18,20140920
646,0253064620140920,42,147,0,34,13,149,1,2,0,3,74,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,8,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:40,6,50,14,3,3,1,0,0,0,20,20140920
254,0254075620140920,41,68,0,34,22,205,2,3,0,7,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,8,305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36:18,4,25,17,5,2,2,0,0,0,17,20140920
756,0254075620140920,41,182,2,27,19,154,3,0,0,1,6,0,5,113,0,1,0,0,3,35,1,0,0,0,1,1,6,6,0,0,0,0,0,45,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:42,6,53,15,6,2,1,0,0,0,17,20140920
277,0277015720140920,32,131,0,46,17,155,0,1,0,1,20,0,3,25,0,0,0,0,2,62,0,0,0,0,4,4,0,0,0,0,0,0,0,12,9,415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27:34,2,15,19,5,0,0,0,0,0,20,20140920
157,0277015720140920,36,118,1,45,29,287,2,2,0,2,77,0,2,6,0,1,0,0,1,7,0,0,0,0,0,0,3,3,0,0,0,0,0,21,9,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:26,9,83,18,6,3,2,0,0,0,20,20140920
295,0295051920140920,27,65,1,55,33,353,2,3,0,4,98,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,4,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:36,4,32,19,8,4,3,0,0,0,23,20140920
519,0295051920140920,47,272,3,19,12,233,1,0,0,3,90,0,1,26,0,0,0,0,3,77,0,0,0,0,4,3,3,3,0,0,0,0,0,36,2,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30:24,9,64,12,4,1,1,0,0,0,19,20140920
306,0306043420140920,50,241,3,33,18,252,1,0,0,1,28,0,0,0,0,0,0,0,1,3,0,0,0,0,2,1,4,4,0,0,0,0,0,31,8,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:33,5,50,14,1,2,2,0,0,0,27,20140920
434,0306043420140920,35,172,1,48,29,331,2,1,0,2,24,0,2,27,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,27,7,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:55,10,75,16,5,2,2,0,0,0,28,20140920
312,0312054520140920,35,133,2,18,12,178,1,1,0,2,31,0,1,8,0,0,0,0,1,8,0,0,0,0,1,1,3,3,0,0,0,0,0,24,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:09,2,20,11,4,3,3,0,0,0,17,20140920
545,0312054520140920,42,185,2,30,19,250,0,1,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,2,2,2,2,0,0,0,0,0,20,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:51,8,80,13,6,3,2,0,0,0,24,20140920
367,0367023120140920,35,12,1,36,20,324,2,0,0,1,27,0,8,64,0,1,0,0,2,32,1,0,0,0,2,2,4,4,0,0,0,0,0,34,6,249,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29:03,7,36,17,5,3,2,0,0,0,16,20140920
231,0367023120140920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30:57,6,60,16,3,1,0,0,0,0,12,20140920
380,0380006720140920,22,16,0,18,10,123,1,0,0,6,109,0,1,11,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,10,8,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:10,4,25,11,2,0,0,0,0,0,6,20140920
67,0380006720140920,64,413,4,21,12,136,1,1,0,3,72,0,2,6,0,0,0,0,0,0,0,0,0,0,2,2,5,4,0,0,0,0,0,40,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38:29,3,26,15,6,4,3,0,0,0,28,20140920
388,0388000520140920,3,-9,0,38,20,242,1,1,0,2,31,0,1,-1,0,2,0,0,2,7,0,0,0,0,2,2,6,6,0,0,0,0,0,48,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:18,20,188,15,8,1,1,0,0,0,28,20140920
5,0388000520140920,23,92,1,52,25,251,1,2,0,3,74,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,245,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26:42,10,94,13,2,2,0,0,0,0,25,20140920
392,0392068820140920,32,89,1,26,16,280,2,0,0,3,59,0,1,12,0,1,0,0,1,88,1,0,0,0,2,2,4,4,0,0,0,0,0,34,7,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:46,8,75,13,4,0,0,0,0,0,17,20140920
688,0392068820140920,51,370,2,28,14,219,0,1,0,6,117,0,4,47,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,20,5,210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32:14,8,69,14,4,1,0,0,0,0,26,20140920
400,0400053920140920,28,3,0,33,17,263,1,0,0,1,20,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,5,191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:28,4,30,13,3,4,1,0,0,0,13,20140920
539,0400053920140920,45,228,5,32,18,236,1,0,0,1,25,0,2,7,0,1,0,0,0,0,0,0,0,0,2,2,6,6,0,0,0,0,0,48,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:32,6,52,17,10,1,1,0,0,0,23,20140920
414,0414014020140920,44,102,1,26,13,262,2,1,0,0,0,0,1,11,0,0,0,0,2,8,0,0,0,0,2,1,3,3,0,0,0,0,0,24,4,160,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31:54,6,38,15,8,1,1,0,0,0,19,20140920
140,0414014020140920,30,99,0,39,25,271,4,2,0,3,43,0,0,0,0,2,0,0,1,14,0,0,0,0,1,1,4,4,0,0,0,0,0,31,5,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:06,4,30,14,7,1,1,0,0,0,22,20140920
415,0415046320140920,23,76,1,42,28,359,3,2,0,3,53,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,2,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26:20,9,82,10,4,3,2,0,0,0,24,20140920
463,0415046320140920,54,343,2,13,9,113,2,1,0,4,81,0,2,11,0,1,0,0,2,5,0,0,0,0,2,2,5,5,0,0,0,0,0,41,1,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32:51,7,69,10,7,0,0,0,0,0,27,20140920
419,0419040420140920,34,88,2,35,24,237,0,1,0,1,16,0,2,0,0,0,0,0,1,35,0,0,0,0,1,1,2,2,0,0,0,0,0,17,7,300,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29:16,4,36,15,4,1,1,0,0,0,17,20140920
404,0419040420140920,51,261,1,35,21,219,2,1,0,4,105,0,6,42,0,2,0,0,1,0,0,0,0,0,3,2,4,4,0,0,0,0,0,36,5,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:06,6,35,17,6,1,0,0,0,0,26,20140920
430,0430036520140920,49,302,2,24,15,268,2,0,0,0,0,0,2,35,0,0,0,0,1,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,6,243,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29:55,6,41,14,5,1,0,0,0,0,23,20140920
365,0430036520140920,35,89,1,37,20,341,2,1,0,3,60,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,29,8,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:45,3,28,13,2,2,1,0,0,0,20,20140920
483,0483049720140920,42,78,0,32,17,166,0,3,0,4,87,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,10,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40:31,5,40,20,6,2,1,0,0,0,14,20140920
497,0483049720140920,38,324,5,17,13,202,3,0,0,2,46,0,5,161,1,0,0,0,3,131,2,0,0,0,0,0,11,11,0,0,0,0,0,77,2,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19:37,5,40,7,5,0,0,0,0,0,20,20140920
457,0457019620140920,39,145,2,43,24,294,3,1,0,5,176,0,1,6,0,0,0,0,1,23,0,0,0,0,2,2,5,5,0,0,0,0,0,41,7,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25:01,8,85,18,6,2,2,0,0,0,23,20140920
196,0457019620140920,46,343,5,51,32,446,4,1,0,4,93,0,0,0,0,0,0,0,1,46,1,0,0,0,1,0,10,10,0,0,0,0,0,70,2,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:59,9,74,17,12,0,0,0,0,0,39,20140920
485,0485008620140920,1,-2,0,12,3,99,1,0,0,2,18,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,353,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27:55,5,55,15,4,2,0,0,0,0,10,20140920
86,0485008620140920,44,169,1,29,15,262,4,0,0,1,12,0,3,41,0,2,0,0,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0,36,6,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:05,4,55,16,7,1,1,0,0,0,22,20140920
503,0503003120140920,32,123,0,31,19,180,2,0,0,6,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,5,232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25:22,9,67,15,6,2,0,0,0,0,17,20140920
31,0503003120140920,45,212,4,23,16,215,2,0,0,2,113,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,7,7,0,0,0,0,0,52,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:38,4,30,14,10,0,0,0,0,0,24,20140920
465,0465028820140920,39,170,2,39,16,146,0,3,0,4,74,0,1,-1,0,0,0,0,2,21,0,0,0,0,1,0,2,2,0,0,0,0,0,14,7,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:42,11,105,22,9,3,1,0,0,0,16,20140920
288,0465028820140920,52,399,4,29,12,135,2,2,0,3,79,0,0,0,0,0,0,0,3,35,0,0,0,0,2,2,6,5,0,0,0,0,0,47,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:08,9,110,16,7,2,0,0,0,0,30,20140920
473,0473047220140920,52,432,3,14,8,67,2,0,0,4,87,0,2,19,0,0,0,0,2,21,0,0,0,0,2,1,5,5,0,0,0,0,0,38,2,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32:04,5,35,13,8,1,1,0,0,0,25,20140920
472,0473047220140920,43,187,3,47,32,333,2,2,0,3,38,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,35,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:21,6,54,20,13,3,2,0,0,0,29,20140920
454,0454077420140920,24,91,1,35,19,214,0,0,0,5,126,0,2,4,0,0,0,0,1,71,1,0,0,0,1,0,2,2,0,0,0,0,0,14,9,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:37,6,50,15,4,1,0,0,0,0,15,20140920
774,0454077420140920,54,377,5,29,20,228,1,1,0,2,52,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,45,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39:23,7,50,13,8,1,0,0,0,0,30,20140920
